prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,2,101,vertical,2,no_noise,128
5,2,102,horizontal,2,no_noise,560
5,2,103,vertical,2,no_noise,428
5,2,104,horizontal,2,no_noise,620
5,2,105,vertical,1,noise,349
5,2,106,horizontal,2,no_noise,588
5,2,107,vertical,1,noise,485
5,2,108,vertical,2,noise,179
5,2,109,horizontal,2,no_noise,696
5,2,110,vertical,2,noise,311
5,2,111,horizontal,2,no_noise,888
5,2,112,horizontal,2,noise,891
5,2,113,vertical,1,noise,305
5,2,114,horizontal,1,no_noise,670
5,2,115,vertical,1,noise,457
5,2,116,horizontal,2,noise,583
5,2,117,vertical,1,no_noise,322
5,2,118,horizontal,2,noise,531
5,2,119,vertical,1,no_noise,238
5,2,120,horizontal,1,noise,609
5,2,121,horizontal,2,noise,511
5,2,122,horizontal,2,noise,803
5,2,123,horizontal,2,noise,971
5,2,124,horizontal,1,no_noise,882
5,2,125,vertical,2,no_noise,432
5,2,126,vertical,1,no_noise,94
5,2,127,vertical,2,noise,51
5,2,128,horizontal,1,no_noise,642
5,2,129,horizontal,1,noise,773
5,2,130,horizontal,2,noise,827
5,2,131,horizontal,2,noise,555
5,2,132,vertical,2,noise,219
5,2,133,horizontal,2,no_noise,576
5,2,134,vertical,2,no_noise,104
5,2,135,vertical,1,noise,65
5,2,136,vertical,2,noise,299
5,2,137,vertical,2,noise,451
5,2,138,vertical,1,noise,277
5,2,139,horizontal,1,no_noise,902
5,2,140,vertical,2,no_noise,424
5,2,141,horizontal,2,no_noise,924
5,2,142,vertical,1,no_noise,150
5,2,143,vertical,1,noise,385
5,2,144,horizontal,1,no_noise,950
5,2,145,vertical,1,noise,205
5,2,146,horizontal,2,noise,839
5,2,147,horizontal,1,no_noise,522
5,2,148,horizontal,2,noise,883
5,2,149,horizontal,2,noise,523
5,2,150,vertical,1,noise,73
5,2,151,vertical,1,no_noise,154
5,2,152,vertical,2,no_noise,192
5,2,153,vertical,1,noise,133
5,2,154,horizontal,2,noise,923
5,2,155,vertical,1,noise,397
5,2,156,vertical,1,no_noise,114
5,2,157,vertical,1,noise,153
5,2,158,horizontal,1,no_noise,630
5,2,159,horizontal,1,no_noise,606
5,2,160,vertical,2,no_noise,492
5,2,161,vertical,1,noise,29
5,2,162,horizontal,2,noise,935
5,2,163,horizontal,2,no_noise,636
5,2,164,horizontal,2,no_noise,836
5,2,165,vertical,2,noise,223
5,2,166,vertical,1,noise,13
5,2,167,horizontal,1,no_noise,770
5,2,168,horizontal,1,noise,813
5,2,169,vertical,1,no_noise,14
5,2,170,vertical,2,no_noise,440
5,2,171,vertical,1,no_noise,86
5,2,172,vertical,2,noise,359
5,2,173,horizontal,2,no_noise,604
5,2,174,horizontal,2,noise,723
5,2,175,horizontal,2,no_noise,752
5,2,176,horizontal,2,noise,547
5,2,177,horizontal,2,no_noise,992
5,2,178,vertical,1,noise,341
5,2,179,horizontal,1,no_noise,810
5,2,180,horizontal,2,no_noise,952
5,2,181,vertical,2,noise,91
5,2,182,horizontal,1,no_noise,878
5,2,183,horizontal,1,noise,677
5,2,184,horizontal,2,no_noise,612
5,2,185,vertical,2,noise,387
5,2,186,vertical,2,noise,315
5,2,187,horizontal,1,no_noise,690
5,2,188,vertical,2,no_noise,184
5,2,189,horizontal,2,no_noise,704
5,2,190,horizontal,2,no_noise,960
5,2,191,horizontal,1,noise,633
5,2,192,horizontal,1,no_noise,838
5,2,193,vertical,2,no_noise,408
5,2,194,horizontal,1,no_noise,674
5,2,195,vertical,1,no_noise,102
5,2,196,vertical,2,noise,103
5,2,197,vertical,1,no_noise,170
5,2,198,vertical,1,no_noise,266
5,2,199,vertical,1,no_noise,118
5,2,200,vertical,1,noise,461
