prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,1,1,horizontal,920,2,no_noise
9,1,2,vertical,251,2,noise
9,1,3,horizontal,854,1,no_noise
9,1,4,vertical,457,1,noise
9,1,5,horizontal,802,1,no_noise
9,1,6,vertical,277,1,noise
9,1,7,vertical,282,1,no_noise
9,1,8,vertical,131,2,noise
9,1,9,vertical,249,1,noise
9,1,10,horizontal,770,1,no_noise
9,1,11,horizontal,596,2,no_noise
9,1,12,horizontal,781,1,noise
9,1,13,horizontal,799,2,noise
9,1,14,vertical,114,1,no_noise
9,1,15,horizontal,830,1,no_noise
9,1,16,horizontal,735,2,noise
9,1,17,vertical,414,1,no_noise
9,1,18,horizontal,615,2,noise
9,1,19,vertical,176,2,no_noise
9,1,20,horizontal,681,1,noise
9,1,21,horizontal,815,2,noise
9,1,22,vertical,104,2,no_noise
9,1,23,vertical,32,2,no_noise
9,1,24,vertical,43,2,noise
9,1,25,horizontal,673,1,noise
9,1,26,horizontal,860,2,no_noise
9,1,27,vertical,404,2,no_noise
9,1,28,horizontal,633,1,noise
9,1,29,horizontal,789,1,noise
9,1,30,horizontal,574,1,no_noise
9,1,31,horizontal,724,2,no_noise
9,1,32,vertical,476,2,no_noise
9,1,33,vertical,372,2,no_noise
9,1,34,vertical,473,1,noise
9,1,35,horizontal,965,1,noise
9,1,36,vertical,273,1,noise
9,1,37,vertical,364,2,no_noise
9,1,38,vertical,46,1,no_noise
9,1,39,horizontal,739,2,noise
9,1,40,vertical,66,1,no_noise
9,1,41,horizontal,545,1,noise
9,1,42,horizontal,683,2,noise
9,1,43,vertical,106,1,no_noise
9,1,44,vertical,402,1,no_noise
9,1,45,vertical,323,2,noise
9,1,46,horizontal,933,1,noise
9,1,47,horizontal,751,2,noise
9,1,48,vertical,150,1,no_noise
9,1,49,horizontal,635,2,noise
9,1,50,vertical,461,1,noise
9,1,51,horizontal,583,2,noise
9,1,52,horizontal,793,1,noise
9,1,53,horizontal,717,1,noise
9,1,54,vertical,76,2,no_noise
9,1,55,horizontal,736,2,no_noise
9,1,56,vertical,68,2,no_noise
9,1,57,vertical,177,1,noise
9,1,58,vertical,341,1,noise
9,1,59,vertical,135,2,noise
9,1,60,vertical,388,2,no_noise
9,1,61,vertical,211,2,noise
9,1,62,horizontal,758,1,no_noise
9,1,63,horizontal,890,1,no_noise
9,1,64,vertical,165,1,noise
9,1,65,horizontal,689,1,noise
9,1,66,horizontal,796,2,no_noise
9,1,67,horizontal,754,1,no_noise
9,1,68,horizontal,530,1,no_noise
9,1,69,horizontal,804,2,no_noise
9,1,70,horizontal,851,2,noise
9,1,71,vertical,493,1,noise
9,1,72,vertical,16,2,no_noise
9,1,73,vertical,252,2,no_noise
9,1,74,horizontal,868,2,no_noise
9,1,75,horizontal,540,2,no_noise
9,1,76,vertical,327,2,noise
9,1,77,vertical,355,2,noise
9,1,78,horizontal,709,1,noise
9,1,79,vertical,98,1,no_noise
9,1,80,horizontal,747,2,noise
9,1,81,horizontal,543,2,noise
9,1,82,horizontal,786,1,no_noise
9,1,83,vertical,103,2,noise
9,1,84,horizontal,842,1,no_noise
9,1,85,vertical,444,2,no_noise
9,1,86,horizontal,733,1,noise
9,1,87,vertical,405,1,noise
9,1,88,horizontal,607,2,noise
9,1,89,horizontal,752,2,no_noise
9,1,90,vertical,194,1,no_noise
9,1,91,vertical,368,2,no_noise
9,1,92,horizontal,844,2,no_noise
9,1,93,vertical,257,1,noise
9,1,94,horizontal,573,1,noise
9,1,95,horizontal,974,1,no_noise
9,1,96,horizontal,533,1,noise
9,1,97,horizontal,605,1,noise
9,1,98,horizontal,598,1,no_noise
9,1,99,vertical,39,2,noise
9,1,100,horizontal,628,2,no_noise
