prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
3,3,201,2,vertical,248,no_noise
3,3,202,2,horizontal,952,no_noise
3,3,203,2,vertical,151,noise
3,3,204,2,vertical,224,no_noise
3,3,205,2,vertical,92,no_noise
3,3,206,1,vertical,230,no_noise
3,3,207,1,vertical,174,no_noise
3,3,208,1,vertical,313,noise
3,3,209,2,horizontal,732,no_noise
3,3,210,2,vertical,251,noise
3,3,211,1,horizontal,950,no_noise
3,3,212,2,horizontal,739,noise
3,3,213,2,horizontal,743,noise
3,3,214,2,horizontal,595,noise
3,3,215,1,vertical,69,noise
3,3,216,2,vertical,11,noise
3,3,217,1,vertical,50,no_noise
3,3,218,2,vertical,492,no_noise
3,3,219,2,horizontal,992,no_noise
3,3,220,2,horizontal,972,no_noise
3,3,221,1,vertical,17,noise
3,3,222,2,vertical,340,no_noise
3,3,223,2,vertical,384,no_noise
3,3,224,2,horizontal,815,noise
3,3,225,2,horizontal,864,no_noise
3,3,226,1,horizontal,813,noise
3,3,227,2,vertical,55,noise
3,3,228,2,vertical,72,no_noise
3,3,229,2,horizontal,628,no_noise
3,3,230,2,horizontal,704,no_noise
3,3,231,1,horizontal,869,noise
3,3,232,1,vertical,14,no_noise
3,3,233,2,vertical,459,noise
3,3,234,1,horizontal,605,noise
3,3,235,1,vertical,121,noise
3,3,236,2,vertical,207,noise
3,3,237,1,horizontal,874,no_noise
3,3,238,1,vertical,81,noise
3,3,239,2,horizontal,579,noise
3,3,240,1,vertical,129,noise
3,3,241,1,horizontal,673,noise
3,3,242,2,horizontal,671,noise
3,3,243,2,vertical,280,no_noise
3,3,244,2,horizontal,716,no_noise
3,3,245,2,vertical,295,noise
3,3,246,1,horizontal,722,no_noise
3,3,247,2,horizontal,700,no_noise
3,3,248,1,horizontal,521,noise
3,3,249,2,horizontal,964,no_noise
3,3,250,2,vertical,87,noise
3,3,251,2,vertical,171,noise
3,3,252,1,vertical,126,no_noise
3,3,253,2,horizontal,516,no_noise
3,3,254,2,vertical,299,noise
3,3,255,2,horizontal,915,noise
3,3,256,2,vertical,356,no_noise
3,3,257,2,vertical,491,noise
3,3,258,1,horizontal,861,noise
3,3,259,1,horizontal,953,noise
3,3,260,1,vertical,430,no_noise
3,3,261,2,vertical,63,noise
3,3,262,2,vertical,180,no_noise
3,3,263,1,horizontal,606,no_noise
3,3,264,2,vertical,191,noise
3,3,265,1,vertical,185,noise
3,3,266,1,vertical,345,noise
3,3,267,1,horizontal,994,no_noise
3,3,268,2,vertical,435,noise
3,3,269,1,horizontal,662,no_noise
3,3,270,1,vertical,349,noise
3,3,271,1,vertical,425,noise
3,3,272,2,vertical,144,no_noise
3,3,273,2,horizontal,604,no_noise
3,3,274,1,horizontal,974,no_noise
3,3,275,1,horizontal,894,no_noise
3,3,276,1,horizontal,625,noise
3,3,277,2,horizontal,631,noise
3,3,278,1,horizontal,670,no_noise
3,3,279,2,vertical,27,noise
3,3,280,1,horizontal,757,noise
3,3,281,2,horizontal,875,noise
3,3,282,2,vertical,219,noise
3,3,283,1,vertical,493,noise
3,3,284,2,horizontal,540,no_noise
3,3,285,2,vertical,368,no_noise
3,3,286,1,horizontal,530,no_noise
3,3,287,2,horizontal,715,noise
3,3,288,1,vertical,397,noise
3,3,289,2,vertical,287,noise
3,3,290,2,vertical,363,noise
3,3,291,2,horizontal,751,noise
3,3,292,2,vertical,128,no_noise
3,3,293,1,horizontal,921,noise
3,3,294,1,horizontal,681,noise
3,3,295,2,horizontal,563,noise
3,3,296,1,vertical,485,noise
3,3,297,1,horizontal,730,no_noise
3,3,298,2,horizontal,935,noise
3,3,299,2,vertical,300,no_noise
3,3,300,1,horizontal,985,noise
