prot_id,prot_subset,trial_id,line_orientation,noise_present,no_targets,trajectory_id
7,2,101,vertical,no_noise,1,62
7,2,102,vertical,noise,1,293
7,2,103,vertical,noise,2,211
7,2,104,vertical,no_noise,1,154
7,2,105,horizontal,noise,2,891
7,2,106,vertical,noise,1,253
7,2,107,horizontal,no_noise,1,842
7,2,108,vertical,noise,2,315
7,2,109,vertical,no_noise,2,472
7,2,110,vertical,noise,2,63
7,2,111,horizontal,no_noise,1,770
7,2,112,horizontal,noise,1,657
7,2,113,vertical,no_noise,1,246
7,2,114,vertical,noise,2,263
7,2,115,vertical,no_noise,2,484
7,2,116,vertical,noise,2,15
7,2,117,horizontal,no_noise,2,944
7,2,118,vertical,noise,1,361
7,2,119,vertical,noise,1,289
7,2,120,horizontal,no_noise,2,688
7,2,121,vertical,noise,1,473
7,2,122,vertical,noise,2,147
7,2,123,vertical,no_noise,1,406
7,2,124,horizontal,noise,2,647
7,2,125,vertical,no_noise,1,58
7,2,126,horizontal,no_noise,2,924
7,2,127,vertical,noise,2,427
7,2,128,vertical,noise,1,33
7,2,129,horizontal,noise,2,831
7,2,130,horizontal,noise,2,871
7,2,131,horizontal,noise,1,593
7,2,132,horizontal,no_noise,2,760
7,2,133,vertical,no_noise,1,378
7,2,134,vertical,noise,2,199
7,2,135,vertical,no_noise,2,368
7,2,136,horizontal,noise,2,603
7,2,137,horizontal,no_noise,1,966
7,2,138,horizontal,noise,1,589
7,2,139,vertical,no_noise,2,380
7,2,140,vertical,noise,2,91
7,2,141,vertical,no_noise,2,392
7,2,142,horizontal,noise,1,561
7,2,143,vertical,noise,1,217
7,2,144,horizontal,noise,1,609
7,2,145,vertical,noise,1,9
7,2,146,horizontal,no_noise,1,922
7,2,147,horizontal,no_noise,1,654
7,2,148,vertical,noise,1,189
7,2,149,vertical,no_noise,2,132
7,2,150,horizontal,noise,2,623
7,2,151,horizontal,noise,1,581
7,2,152,horizontal,noise,1,645
7,2,153,horizontal,noise,1,873
7,2,154,horizontal,noise,1,985
7,2,155,vertical,noise,1,309
7,2,156,horizontal,noise,1,809
7,2,157,horizontal,noise,1,741
7,2,158,vertical,no_noise,1,442
7,2,159,vertical,noise,1,277
7,2,160,horizontal,noise,2,671
7,2,161,horizontal,no_noise,1,750
7,2,162,vertical,noise,2,67
7,2,163,horizontal,no_noise,1,522
7,2,164,vertical,noise,2,351
7,2,165,horizontal,noise,1,585
7,2,166,horizontal,noise,1,837
7,2,167,horizontal,no_noise,1,594
7,2,168,vertical,no_noise,2,8
7,2,169,horizontal,no_noise,2,580
7,2,170,horizontal,noise,2,923
7,2,171,vertical,noise,2,171
7,2,172,vertical,no_noise,2,348
7,2,173,horizontal,noise,1,681
7,2,174,vertical,no_noise,2,284
7,2,175,vertical,no_noise,1,250
7,2,176,horizontal,noise,2,627
7,2,177,vertical,no_noise,1,226
7,2,178,vertical,noise,1,177
7,2,179,vertical,no_noise,2,384
7,2,180,horizontal,noise,2,847
7,2,181,vertical,no_noise,2,60
7,2,182,horizontal,noise,1,861
7,2,183,vertical,no_noise,1,202
7,2,184,horizontal,noise,1,857
7,2,185,vertical,noise,1,145
7,2,186,vertical,noise,1,17
7,2,187,vertical,noise,1,13
7,2,188,horizontal,noise,2,571
7,2,189,horizontal,noise,1,825
7,2,190,horizontal,noise,2,523
7,2,191,horizontal,no_noise,1,1006
7,2,192,horizontal,noise,2,679
7,2,193,vertical,no_noise,1,346
7,2,194,vertical,noise,2,367
7,2,195,horizontal,noise,1,705
7,2,196,horizontal,no_noise,2,796
7,2,197,vertical,noise,1,133
7,2,198,vertical,noise,1,345
7,2,199,vertical,no_noise,2,36
7,2,200,vertical,no_noise,2,204
