prot_id,prot_subset,trial_id,noise_present,trajectory_id,line_orientation,no_targets
4,5,401,no_noise,582,horizontal,1
4,5,402,noise,217,vertical,1
4,5,403,noise,239,vertical,2
4,5,404,no_noise,466,vertical,1
4,5,405,no_noise,184,vertical,2
4,5,406,noise,117,vertical,1
4,5,407,noise,361,vertical,1
4,5,408,no_noise,34,vertical,1
4,5,409,noise,923,horizontal,2
4,5,410,no_noise,914,horizontal,1
4,5,411,no_noise,804,horizontal,2
4,5,412,no_noise,682,horizontal,1
4,5,413,noise,755,horizontal,2
4,5,414,noise,479,vertical,2
4,5,415,noise,455,vertical,2
4,5,416,no_noise,440,vertical,2
4,5,417,no_noise,432,vertical,2
4,5,418,no_noise,410,vertical,1
4,5,419,no_noise,564,horizontal,2
4,5,420,noise,855,horizontal,2
4,5,421,noise,19,vertical,2
4,5,422,noise,555,horizontal,2
4,5,423,no_noise,396,vertical,2
4,5,424,noise,725,horizontal,1
4,5,425,noise,631,horizontal,2
4,5,426,noise,235,vertical,2
4,5,427,no_noise,736,horizontal,2
4,5,428,no_noise,322,vertical,1
4,5,429,noise,155,vertical,2
4,5,430,noise,271,vertical,2
4,5,431,no_noise,658,horizontal,1
4,5,432,no_noise,500,vertical,2
4,5,433,noise,603,horizontal,2
4,5,434,noise,771,horizontal,2
4,5,435,noise,7,vertical,2
4,5,436,no_noise,952,horizontal,2
4,5,437,noise,801,horizontal,1
4,5,438,no_noise,932,horizontal,2
4,5,439,no_noise,916,horizontal,2
4,5,440,noise,653,horizontal,1
4,5,441,noise,711,horizontal,2
4,5,442,noise,21,vertical,1
4,5,443,noise,497,vertical,1
4,5,444,no_noise,472,vertical,2
4,5,445,noise,635,horizontal,2
4,5,446,noise,45,vertical,1
4,5,447,no_noise,28,vertical,2
4,5,448,noise,131,vertical,2
4,5,449,no_noise,784,horizontal,2
4,5,450,noise,281,vertical,1
4,5,451,noise,97,vertical,1
4,5,452,noise,1003,horizontal,2
4,5,453,no_noise,142,vertical,1
4,5,454,no_noise,558,horizontal,1
4,5,455,no_noise,102,vertical,1
4,5,456,no_noise,898,horizontal,1
4,5,457,no_noise,906,horizontal,1
4,5,458,noise,51,vertical,2
4,5,459,no_noise,182,vertical,1
4,5,460,noise,491,vertical,2
4,5,461,noise,601,horizontal,1
4,5,462,noise,793,horizontal,1
4,5,463,noise,91,vertical,2
4,5,464,no_noise,592,horizontal,2
4,5,465,no_noise,814,horizontal,1
4,5,466,no_noise,822,horizontal,1
4,5,467,noise,991,horizontal,2
4,5,468,no_noise,976,horizontal,2
4,5,469,noise,763,horizontal,2
4,5,470,noise,1005,horizontal,1
4,5,471,noise,471,vertical,2
4,5,472,no_noise,758,horizontal,1
4,5,473,noise,111,vertical,2
4,5,474,noise,643,horizontal,2
4,5,475,noise,435,vertical,2
4,5,476,no_noise,862,horizontal,1
4,5,477,no_noise,568,horizontal,2
4,5,478,no_noise,998,horizontal,1
4,5,479,noise,765,horizontal,1
4,5,480,noise,957,horizontal,1
4,5,481,noise,255,vertical,2
4,5,482,noise,373,vertical,1
4,5,483,no_noise,314,vertical,1
4,5,484,noise,53,vertical,1
4,5,485,no_noise,982,horizontal,1
4,5,486,no_noise,468,vertical,2
4,5,487,noise,71,vertical,2
4,5,488,noise,213,vertical,1
4,5,489,noise,409,vertical,1
4,5,490,noise,379,vertical,2
4,5,491,noise,975,horizontal,2
4,5,492,noise,305,vertical,1
4,5,493,no_noise,334,vertical,1
4,5,494,noise,297,vertical,1
4,5,495,noise,191,vertical,2
4,5,496,noise,933,horizontal,1
4,5,497,noise,857,horizontal,1
4,5,498,noise,927,horizontal,2
4,5,499,noise,697,horizontal,1
4,5,500,no_noise,152,vertical,2
