prot_id,prot_subset,trial_id,noise_present,trajectory_id,line_orientation,no_targets
4,10,901,noise,973,horizontal,1
4,10,902,no_noise,934,horizontal,1
4,10,903,noise,95,vertical,2
4,10,904,no_noise,12,vertical,2
4,10,905,noise,89,vertical,1
4,10,906,noise,389,vertical,1
4,10,907,no_noise,712,horizontal,2
4,10,908,no_noise,708,horizontal,2
4,10,909,no_noise,628,horizontal,2
4,10,910,noise,759,horizontal,2
4,10,911,noise,159,vertical,2
4,10,912,no_noise,834,horizontal,1
4,10,913,no_noise,660,horizontal,2
4,10,914,no_noise,456,vertical,2
4,10,915,noise,691,horizontal,2
4,10,916,no_noise,576,horizontal,2
4,10,917,noise,613,horizontal,1
4,10,918,no_noise,852,horizontal,2
4,10,919,noise,105,vertical,1
4,10,920,noise,449,vertical,1
4,10,921,noise,171,vertical,2
4,10,922,no_noise,282,vertical,1
4,10,923,noise,571,horizontal,2
4,10,924,no_noise,794,horizontal,1
4,10,925,noise,285,vertical,1
4,10,926,no_noise,344,vertical,2
4,10,927,no_noise,458,vertical,1
4,10,928,no_noise,16,vertical,2
4,10,929,noise,867,horizontal,2
4,10,930,noise,917,horizontal,1
4,10,931,no_noise,10,vertical,1
4,10,932,noise,593,horizontal,1
4,10,933,no_noise,176,vertical,2
4,10,934,noise,109,vertical,1
4,10,935,no_noise,640,horizontal,2
4,10,936,no_noise,908,horizontal,2
4,10,937,no_noise,930,horizontal,1
4,10,938,noise,229,vertical,1
4,10,939,noise,445,vertical,1
4,10,940,no_noise,750,horizontal,1
4,10,941,no_noise,904,horizontal,2
4,10,942,no_noise,110,vertical,1
4,10,943,no_noise,892,horizontal,2
4,10,944,noise,567,horizontal,2
4,10,945,no_noise,654,horizontal,1
4,10,946,noise,573,horizontal,1
4,10,947,noise,543,horizontal,2
4,10,948,noise,815,horizontal,2
4,10,949,noise,321,vertical,1
4,10,950,no_noise,648,horizontal,2
4,10,951,noise,27,vertical,2
4,10,952,no_noise,270,vertical,1
4,10,953,no_noise,846,horizontal,1
4,10,954,no_noise,416,vertical,2
4,10,955,no_noise,818,horizontal,1
4,10,956,no_noise,504,vertical,2
4,10,957,no_noise,414,vertical,1
4,10,958,no_noise,590,horizontal,1
4,10,959,noise,351,vertical,2
4,10,960,noise,901,horizontal,1
4,10,961,noise,343,vertical,2
4,10,962,noise,557,horizontal,1
4,10,963,no_noise,364,vertical,2
4,10,964,no_noise,464,vertical,2
4,10,965,no_noise,690,horizontal,1
4,10,966,noise,35,vertical,2
4,10,967,noise,821,horizontal,1
4,10,968,noise,309,vertical,1
4,10,969,noise,833,horizontal,1
4,10,970,no_noise,284,vertical,2
4,10,971,no_noise,516,horizontal,2
4,10,972,noise,237,vertical,1
4,10,973,noise,227,vertical,2
4,10,974,noise,461,vertical,1
4,10,975,noise,911,horizontal,2
4,10,976,noise,713,horizontal,1
4,10,977,noise,721,horizontal,1
4,10,978,no_noise,1008,horizontal,2
4,10,979,no_noise,388,vertical,2
4,10,980,noise,447,vertical,2
4,10,981,noise,1007,horizontal,2
4,10,982,no_noise,958,horizontal,1
4,10,983,no_noise,304,vertical,2
4,10,984,noise,107,vertical,2
4,10,985,noise,275,vertical,2
4,10,986,noise,263,vertical,2
4,10,987,no_noise,512,horizontal,2
4,10,988,noise,323,vertical,2
4,10,989,no_noise,570,horizontal,1
4,10,990,noise,861,horizontal,1
4,10,991,no_noise,838,horizontal,1
4,10,992,no_noise,882,horizontal,1
4,10,993,noise,77,vertical,1
4,10,994,noise,605,horizontal,1
4,10,995,noise,853,horizontal,1
4,10,996,no_noise,608,horizontal,2
4,10,997,noise,761,horizontal,1
4,10,998,noise,515,horizontal,2
4,10,999,no_noise,610,horizontal,1
4,10,1000,no_noise,886,horizontal,1
