prot_id,prot_subset,trial_id,noise_present,line_orientation,no_targets,trajectory_id
1,8,701,no_noise,horizontal,2,608
1,8,702,noise,vertical,2,231
1,8,703,noise,horizontal,2,919
1,8,704,noise,horizontal,2,647
1,8,705,no_noise,horizontal,1,806
1,8,706,no_noise,horizontal,1,590
1,8,707,noise,horizontal,2,723
1,8,708,no_noise,vertical,2,116
1,8,709,noise,vertical,1,97
1,8,710,no_noise,horizontal,1,678
1,8,711,noise,horizontal,1,525
1,8,712,no_noise,vertical,2,496
1,8,713,no_noise,vertical,2,252
1,8,714,noise,horizontal,2,803
1,8,715,noise,vertical,1,457
1,8,716,no_noise,horizontal,1,510
1,8,717,no_noise,vertical,2,8
1,8,718,no_noise,vertical,1,54
1,8,719,no_noise,horizontal,1,834
1,8,720,noise,vertical,1,501
1,8,721,no_noise,horizontal,1,818
1,8,722,noise,vertical,1,329
1,8,723,noise,horizontal,1,905
1,8,724,noise,horizontal,1,917
1,8,725,no_noise,vertical,1,118
1,8,726,noise,horizontal,2,839
1,8,727,noise,vertical,2,103
1,8,728,noise,vertical,1,373
1,8,729,no_noise,vertical,1,62
1,8,730,no_noise,horizontal,2,932
1,8,731,no_noise,vertical,1,398
1,8,732,no_noise,horizontal,2,512
1,8,733,noise,vertical,2,127
1,8,734,noise,horizontal,2,595
1,8,735,noise,vertical,2,391
1,8,736,no_noise,horizontal,1,702
1,8,737,no_noise,vertical,2,412
1,8,738,noise,horizontal,2,911
1,8,739,noise,vertical,1,81
1,8,740,noise,horizontal,1,709
1,8,741,no_noise,vertical,2,300
1,8,742,no_noise,horizontal,2,548
1,8,743,no_noise,horizontal,2,560
1,8,744,noise,horizontal,1,865
1,8,745,noise,vertical,2,427
1,8,746,noise,vertical,2,19
1,8,747,no_noise,vertical,1,178
1,8,748,no_noise,vertical,1,146
1,8,749,no_noise,horizontal,1,698
1,8,750,noise,horizontal,2,959
1,8,751,noise,vertical,2,443
1,8,752,noise,horizontal,2,651
1,8,753,noise,vertical,2,287
1,8,754,no_noise,vertical,1,22
1,8,755,noise,horizontal,1,529
1,8,756,no_noise,vertical,2,404
1,8,757,no_noise,vertical,1,46
1,8,758,no_noise,vertical,2,360
1,8,759,no_noise,horizontal,2,988
1,8,760,noise,vertical,2,67
1,8,761,noise,vertical,1,77
1,8,762,noise,horizontal,2,939
1,8,763,noise,vertical,2,415
1,8,764,noise,horizontal,1,877
1,8,765,noise,horizontal,1,985
1,8,766,noise,vertical,2,251
1,8,767,noise,vertical,1,473
1,8,768,no_noise,vertical,2,48
1,8,769,no_noise,vertical,2,96
1,8,770,noise,vertical,1,25
1,8,771,no_noise,vertical,1,414
1,8,772,noise,vertical,1,333
1,8,773,no_noise,horizontal,2,740
1,8,774,noise,horizontal,1,817
1,8,775,no_noise,vertical,2,448
1,8,776,noise,horizontal,1,573
1,8,777,noise,horizontal,1,993
1,8,778,no_noise,vertical,1,198
1,8,779,no_noise,vertical,1,86
1,8,780,no_noise,horizontal,1,594
1,8,781,no_noise,vertical,1,66
1,8,782,noise,horizontal,2,927
1,8,783,noise,horizontal,1,713
1,8,784,noise,vertical,2,111
1,8,785,noise,vertical,2,183
1,8,786,no_noise,vertical,1,150
1,8,787,no_noise,horizontal,1,962
1,8,788,noise,horizontal,2,707
1,8,789,no_noise,horizontal,1,770
1,8,790,no_noise,vertical,1,478
1,8,791,no_noise,horizontal,1,958
1,8,792,noise,horizontal,2,1007
1,8,793,no_noise,horizontal,2,832
1,8,794,noise,horizontal,2,847
1,8,795,noise,horizontal,2,807
1,8,796,noise,vertical,1,297
1,8,797,noise,horizontal,2,871
1,8,798,noise,horizontal,1,617
1,8,799,noise,vertical,1,497
1,8,800,noise,horizontal,2,987
