prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,2,101,1,horizontal,937,noise
2,2,102,2,vertical,268,no_noise
2,2,103,2,vertical,175,noise
2,2,104,2,horizontal,964,no_noise
2,2,105,2,horizontal,764,no_noise
2,2,106,2,horizontal,800,no_noise
2,2,107,1,vertical,9,noise
2,2,108,1,vertical,146,no_noise
2,2,109,1,vertical,453,noise
2,2,110,1,horizontal,877,noise
2,2,111,2,vertical,359,noise
2,2,112,2,vertical,8,no_noise
2,2,113,1,horizontal,1002,no_noise
2,2,114,1,vertical,242,no_noise
2,2,115,1,vertical,214,no_noise
2,2,116,1,horizontal,786,no_noise
2,2,117,2,horizontal,532,no_noise
2,2,118,2,horizontal,648,no_noise
2,2,119,2,horizontal,991,noise
2,2,120,2,horizontal,779,noise
2,2,121,1,vertical,286,no_noise
2,2,122,2,vertical,208,no_noise
2,2,123,1,horizontal,962,no_noise
2,2,124,1,horizontal,945,noise
2,2,125,2,horizontal,907,noise
2,2,126,2,vertical,343,noise
2,2,127,1,vertical,362,no_noise
2,2,128,2,vertical,36,no_noise
2,2,129,1,vertical,262,no_noise
2,2,130,1,vertical,149,noise
2,2,131,1,horizontal,825,noise
2,2,132,1,horizontal,913,noise
2,2,133,2,horizontal,827,noise
2,2,134,1,horizontal,806,no_noise
2,2,135,2,vertical,215,noise
2,2,136,1,vertical,73,noise
2,2,137,1,vertical,353,noise
2,2,138,1,vertical,481,noise
2,2,139,1,horizontal,566,no_noise
2,2,140,2,horizontal,892,no_noise
2,2,141,2,vertical,316,no_noise
2,2,142,1,vertical,5,noise
2,2,143,1,horizontal,646,no_noise
2,2,144,1,vertical,502,no_noise
2,2,145,2,vertical,56,no_noise
2,2,146,2,horizontal,527,noise
2,2,147,1,vertical,201,noise
2,2,148,1,vertical,398,no_noise
2,2,149,2,vertical,296,no_noise
2,2,150,2,horizontal,776,no_noise
2,2,151,2,vertical,396,no_noise
2,2,152,2,vertical,259,noise
2,2,153,1,vertical,53,noise
2,2,154,2,vertical,483,noise
2,2,155,1,horizontal,873,noise
2,2,156,2,horizontal,963,noise
2,2,157,2,horizontal,943,noise
2,2,158,1,horizontal,861,noise
2,2,159,1,horizontal,969,noise
2,2,160,1,vertical,225,noise
2,2,161,2,vertical,384,no_noise
2,2,162,1,horizontal,713,noise
2,2,163,2,horizontal,944,no_noise
2,2,164,2,horizontal,999,noise
2,2,165,2,vertical,75,noise
2,2,166,2,horizontal,951,noise
2,2,167,1,horizontal,682,no_noise
2,2,168,1,vertical,462,no_noise
2,2,169,1,vertical,377,noise
2,2,170,2,horizontal,727,noise
2,2,171,1,horizontal,773,noise
2,2,172,2,vertical,407,noise
2,2,173,1,horizontal,630,no_noise
2,2,174,2,horizontal,859,noise
2,2,175,1,horizontal,794,no_noise
2,2,176,2,vertical,439,noise
2,2,177,2,vertical,367,noise
2,2,178,2,horizontal,572,no_noise
2,2,179,2,horizontal,843,noise
2,2,180,1,vertical,169,noise
2,2,181,1,vertical,370,no_noise
2,2,182,1,vertical,22,no_noise
2,2,183,1,horizontal,989,noise
2,2,184,1,horizontal,957,noise
2,2,185,2,horizontal,815,noise
2,2,186,1,horizontal,1005,noise
2,2,187,1,horizontal,697,noise
2,2,188,2,vertical,428,no_noise
2,2,189,1,horizontal,841,noise
2,2,190,1,vertical,350,no_noise
2,2,191,1,horizontal,538,no_noise
2,2,192,1,vertical,457,noise
2,2,193,2,horizontal,896,no_noise
2,2,194,1,vertical,202,no_noise
2,2,195,1,vertical,58,no_noise
2,2,196,2,horizontal,691,noise
2,2,197,2,horizontal,915,noise
2,2,198,1,vertical,77,noise
2,2,199,1,vertical,282,no_noise
2,2,200,2,vertical,24,no_noise
