prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,8,701,vertical,422,1,no_noise
9,8,702,vertical,456,2,no_noise
9,8,703,horizontal,776,2,no_noise
9,8,704,horizontal,855,2,noise
9,8,705,vertical,392,2,no_noise
9,8,706,horizontal,702,1,no_noise
9,8,707,horizontal,825,1,noise
9,8,708,vertical,236,2,no_noise
9,8,709,vertical,459,2,noise
9,8,710,horizontal,925,1,noise
9,8,711,vertical,264,2,no_noise
9,8,712,vertical,208,2,no_noise
9,8,713,vertical,231,2,noise
9,8,714,horizontal,707,2,noise
9,8,715,horizontal,762,1,no_noise
9,8,716,vertical,181,1,noise
9,8,717,vertical,434,1,no_noise
9,8,718,horizontal,1007,2,noise
9,8,719,horizontal,740,2,no_noise
9,8,720,horizontal,979,2,noise
9,8,721,horizontal,586,1,no_noise
9,8,722,vertical,478,1,no_noise
9,8,723,horizontal,771,2,noise
9,8,724,horizontal,687,2,noise
9,8,725,horizontal,931,2,noise
9,8,726,horizontal,518,1,no_noise
9,8,727,vertical,451,2,noise
9,8,728,horizontal,638,1,no_noise
9,8,729,vertical,182,1,no_noise
9,8,730,vertical,53,1,noise
9,8,731,horizontal,537,1,noise
9,8,732,vertical,65,1,noise
9,8,733,horizontal,787,2,noise
9,8,734,horizontal,606,1,no_noise
9,8,735,vertical,75,2,noise
9,8,736,horizontal,932,2,no_noise
9,8,737,horizontal,670,1,no_noise
9,8,738,vertical,34,1,no_noise
9,8,739,horizontal,823,2,noise
9,8,740,horizontal,580,2,no_noise
9,8,741,horizontal,720,2,no_noise
9,8,742,vertical,498,1,no_noise
9,8,743,horizontal,695,2,noise
9,8,744,vertical,132,2,no_noise
9,8,745,vertical,59,2,noise
9,8,746,vertical,223,2,noise
9,8,747,vertical,373,1,noise
9,8,748,vertical,309,1,noise
9,8,749,vertical,86,1,no_noise
9,8,750,horizontal,654,1,no_noise
9,8,751,horizontal,869,1,noise
9,8,752,vertical,377,1,noise
9,8,753,horizontal,551,2,noise
9,8,754,horizontal,690,1,no_noise
9,8,755,horizontal,838,1,no_noise
9,8,756,vertical,234,1,no_noise
9,8,757,horizontal,813,1,noise
9,8,758,vertical,387,2,noise
9,8,759,horizontal,946,1,no_noise
9,8,760,horizontal,775,2,noise
9,8,761,horizontal,595,2,noise
9,8,762,vertical,469,1,noise
9,8,763,horizontal,599,2,noise
9,8,764,horizontal,641,1,noise
9,8,765,horizontal,662,1,no_noise
9,8,766,vertical,214,1,no_noise
9,8,767,vertical,438,1,no_noise
9,8,768,horizontal,597,1,noise
9,8,769,horizontal,971,2,noise
9,8,770,horizontal,961,1,noise
9,8,771,vertical,235,2,noise
9,8,772,horizontal,642,1,no_noise
9,8,773,vertical,290,1,no_noise
9,8,774,horizontal,898,1,no_noise
9,8,775,horizontal,988,2,no_noise
9,8,776,vertical,436,2,no_noise
9,8,777,vertical,243,2,noise
9,8,778,horizontal,878,1,no_noise
9,8,779,horizontal,803,2,noise
9,8,780,vertical,437,1,noise
9,8,781,vertical,196,2,no_noise
9,8,782,horizontal,650,1,no_noise
9,8,783,horizontal,582,1,no_noise
9,8,784,vertical,253,1,noise
9,8,785,vertical,413,1,noise
9,8,786,vertical,401,1,noise
9,8,787,vertical,52,2,no_noise
9,8,788,horizontal,995,2,noise
9,8,789,horizontal,577,1,noise
9,8,790,horizontal,621,1,noise
9,8,791,horizontal,939,2,noise
9,8,792,horizontal,798,1,no_noise
9,8,793,vertical,367,2,noise
9,8,794,vertical,340,2,no_noise
9,8,795,horizontal,790,1,no_noise
9,8,796,vertical,318,1,no_noise
9,8,797,vertical,168,2,no_noise
9,8,798,horizontal,994,1,no_noise
9,8,799,vertical,400,2,no_noise
9,8,800,horizontal,895,2,noise
