prot_id,prot_subset,trial_id,line_orientation,noise_present,no_targets,trajectory_id
7,10,901,vertical,no_noise,1,170
7,10,902,horizontal,no_noise,1,766
7,10,903,horizontal,no_noise,1,650
7,10,904,vertical,no_noise,2,164
7,10,905,horizontal,noise,1,845
7,10,906,horizontal,noise,1,897
7,10,907,vertical,noise,1,185
7,10,908,vertical,noise,2,287
7,10,909,horizontal,noise,2,723
7,10,910,horizontal,noise,2,695
7,10,911,horizontal,noise,2,727
7,10,912,vertical,noise,2,227
7,10,913,vertical,noise,1,121
7,10,914,vertical,noise,1,61
7,10,915,horizontal,noise,2,715
7,10,916,vertical,noise,1,501
7,10,917,vertical,noise,2,479
7,10,918,horizontal,noise,2,707
7,10,919,horizontal,noise,2,899
7,10,920,horizontal,no_noise,2,756
7,10,921,vertical,no_noise,1,410
7,10,922,vertical,no_noise,1,462
7,10,923,vertical,no_noise,2,48
7,10,924,horizontal,no_noise,2,732
7,10,925,vertical,noise,2,411
7,10,926,horizontal,noise,1,565
7,10,927,horizontal,no_noise,1,674
7,10,928,horizontal,no_noise,2,716
7,10,929,horizontal,noise,2,967
7,10,930,horizontal,no_noise,2,620
7,10,931,horizontal,no_noise,1,970
7,10,932,vertical,noise,1,5
7,10,933,vertical,no_noise,1,262
7,10,934,horizontal,noise,1,649
7,10,935,vertical,no_noise,1,42
7,10,936,vertical,no_noise,1,86
7,10,937,vertical,no_noise,1,266
7,10,938,vertical,no_noise,1,430
7,10,939,vertical,noise,1,109
7,10,940,horizontal,no_noise,1,730
7,10,941,horizontal,noise,1,821
7,10,942,horizontal,no_noise,2,916
7,10,943,vertical,no_noise,1,230
7,10,944,vertical,noise,2,331
7,10,945,horizontal,no_noise,2,628
7,10,946,horizontal,no_noise,2,708
7,10,947,horizontal,no_noise,1,762
7,10,948,horizontal,noise,2,591
7,10,949,vertical,no_noise,2,112
7,10,950,horizontal,no_noise,2,624
7,10,951,horizontal,noise,1,805
7,10,952,horizontal,noise,1,933
7,10,953,vertical,no_noise,2,444
7,10,954,horizontal,no_noise,1,626
7,10,955,horizontal,noise,2,519
7,10,956,vertical,noise,2,435
7,10,957,vertical,no_noise,1,382
7,10,958,vertical,no_noise,2,264
7,10,959,horizontal,noise,2,595
7,10,960,horizontal,noise,1,1005
7,10,961,vertical,no_noise,2,372
7,10,962,horizontal,no_noise,1,618
7,10,963,horizontal,noise,2,515
7,10,964,vertical,noise,1,141
7,10,965,vertical,noise,1,173
7,10,966,vertical,no_noise,2,336
7,10,967,vertical,noise,1,497
7,10,968,vertical,noise,1,209
7,10,969,vertical,noise,2,51
7,10,970,horizontal,no_noise,1,958
7,10,971,horizontal,no_noise,2,608
7,10,972,horizontal,no_noise,1,698
7,10,973,horizontal,noise,1,529
7,10,974,vertical,noise,2,195
7,10,975,vertical,no_noise,1,114
7,10,976,horizontal,noise,2,787
7,10,977,horizontal,noise,2,999
7,10,978,vertical,no_noise,1,498
7,10,979,horizontal,noise,2,583
7,10,980,horizontal,noise,2,575
7,10,981,vertical,no_noise,1,106
7,10,982,vertical,noise,1,77
7,10,983,vertical,no_noise,1,278
7,10,984,vertical,noise,2,99
7,10,985,vertical,no_noise,1,98
7,10,986,horizontal,no_noise,1,894
7,10,987,horizontal,noise,2,819
7,10,988,horizontal,no_noise,2,680
7,10,989,horizontal,noise,2,855
7,10,990,vertical,no_noise,2,24
7,10,991,horizontal,noise,1,973
7,10,992,horizontal,noise,1,865
7,10,993,horizontal,noise,1,977
7,10,994,horizontal,no_noise,1,738
7,10,995,vertical,no_noise,2,232
7,10,996,vertical,no_noise,2,300
7,10,997,horizontal,noise,2,815
7,10,998,vertical,noise,1,181
7,10,999,vertical,noise,1,397
7,10,1000,horizontal,no_noise,1,566
