prot_id,prot_subset,trial_id,no_targets,trajectory_id,noise_present,line_orientation
6,2,101,1,653,noise,horizontal
6,2,102,1,321,noise,vertical
6,2,103,1,402,no_noise,vertical
6,2,104,1,134,no_noise,vertical
6,2,105,2,296,no_noise,vertical
6,2,106,1,714,no_noise,horizontal
6,2,107,1,617,noise,horizontal
6,2,108,1,186,no_noise,vertical
6,2,109,1,934,no_noise,horizontal
6,2,110,2,687,noise,horizontal
6,2,111,2,283,noise,vertical
6,2,112,2,220,no_noise,vertical
6,2,113,1,661,noise,horizontal
6,2,114,1,945,noise,horizontal
6,2,115,1,166,no_noise,vertical
6,2,116,2,895,noise,horizontal
6,2,117,2,184,no_noise,vertical
6,2,118,2,668,no_noise,horizontal
6,2,119,2,152,no_noise,vertical
6,2,120,1,981,noise,horizontal
6,2,121,1,378,no_noise,vertical
6,2,122,2,319,noise,vertical
6,2,123,2,228,no_noise,vertical
6,2,124,2,156,no_noise,vertical
6,2,125,1,853,noise,horizontal
6,2,126,2,900,no_noise,horizontal
6,2,127,1,14,no_noise,vertical
6,2,128,2,584,no_noise,horizontal
6,2,129,1,74,no_noise,vertical
6,2,130,2,551,noise,horizontal
6,2,131,1,318,no_noise,vertical
6,2,132,2,320,no_noise,vertical
6,2,133,1,486,no_noise,vertical
6,2,134,1,297,noise,vertical
6,2,135,2,704,no_noise,horizontal
6,2,136,2,648,no_noise,horizontal
6,2,137,2,323,noise,vertical
6,2,138,1,566,no_noise,horizontal
6,2,139,2,888,no_noise,horizontal
6,2,140,1,666,no_noise,horizontal
6,2,141,1,781,noise,horizontal
6,2,142,2,447,noise,vertical
6,2,143,2,576,no_noise,horizontal
6,2,144,1,770,no_noise,horizontal
6,2,145,1,253,noise,vertical
6,2,146,1,489,noise,vertical
6,2,147,1,793,noise,horizontal
6,2,148,1,461,noise,vertical
6,2,149,2,759,noise,horizontal
6,2,150,1,246,no_noise,vertical
6,2,151,1,758,no_noise,horizontal
6,2,152,1,810,no_noise,horizontal
6,2,153,2,356,no_noise,vertical
6,2,154,2,31,noise,vertical
6,2,155,1,161,noise,vertical
6,2,156,2,768,no_noise,horizontal
6,2,157,2,528,no_noise,horizontal
6,2,158,2,327,noise,vertical
6,2,159,2,524,no_noise,horizontal
6,2,160,1,469,noise,vertical
6,2,161,1,918,no_noise,horizontal
6,2,162,1,602,no_noise,horizontal
6,2,163,2,284,no_noise,vertical
6,2,164,1,525,noise,horizontal
6,2,165,1,73,noise,vertical
6,2,166,1,21,noise,vertical
6,2,167,1,670,no_noise,horizontal
6,2,168,1,998,no_noise,horizontal
6,2,169,1,929,noise,horizontal
6,2,170,2,927,noise,horizontal
6,2,171,1,937,noise,horizontal
6,2,172,2,96,no_noise,vertical
6,2,173,2,55,noise,vertical
6,2,174,1,893,noise,horizontal
6,2,175,1,545,noise,horizontal
6,2,176,1,541,noise,horizontal
6,2,177,2,599,noise,horizontal
6,2,178,1,914,no_noise,horizontal
6,2,179,1,438,no_noise,vertical
6,2,180,1,869,noise,horizontal
6,2,181,1,825,noise,horizontal
6,2,182,2,435,noise,vertical
6,2,183,2,1007,noise,horizontal
6,2,184,1,873,noise,horizontal
6,2,185,1,993,noise,horizontal
6,2,186,1,233,noise,vertical
6,2,187,1,949,noise,horizontal
6,2,188,1,902,no_noise,horizontal
6,2,189,2,104,no_noise,vertical
6,2,190,1,341,noise,vertical
6,2,191,2,700,no_noise,horizontal
6,2,192,2,987,noise,horizontal
6,2,193,2,711,noise,horizontal
6,2,194,1,162,no_noise,vertical
6,2,195,1,645,noise,horizontal
6,2,196,2,876,no_noise,horizontal
6,2,197,1,285,noise,vertical
6,2,198,2,476,no_noise,vertical
6,2,199,1,766,no_noise,horizontal
6,2,200,1,217,noise,vertical
