prot_id,prot_subset,trial_id,noise_present,line_orientation,no_targets,trajectory_id
1,7,601,no_noise,horizontal,2,1004
1,7,602,no_noise,horizontal,1,646
1,7,603,noise,vertical,2,499
1,7,604,noise,horizontal,2,643
1,7,605,no_noise,vertical,2,488
1,7,606,no_noise,vertical,2,272
1,7,607,no_noise,horizontal,2,604
1,7,608,noise,vertical,2,331
1,7,609,noise,vertical,2,275
1,7,610,noise,horizontal,2,819
1,7,611,no_noise,horizontal,1,866
1,7,612,noise,vertical,2,171
1,7,613,noise,vertical,2,259
1,7,614,noise,horizontal,1,513
1,7,615,noise,horizontal,2,767
1,7,616,noise,vertical,2,75
1,7,617,no_noise,vertical,2,264
1,7,618,no_noise,horizontal,2,836
1,7,619,noise,horizontal,2,831
1,7,620,no_noise,horizontal,1,978
1,7,621,no_noise,horizontal,1,650
1,7,622,noise,horizontal,1,749
1,7,623,noise,horizontal,1,941
1,7,624,no_noise,horizontal,2,540
1,7,625,no_noise,horizontal,1,858
1,7,626,no_noise,vertical,1,474
1,7,627,noise,horizontal,2,947
1,7,628,no_noise,vertical,1,50
1,7,629,no_noise,vertical,1,490
1,7,630,no_noise,horizontal,2,632
1,7,631,noise,horizontal,1,801
1,7,632,no_noise,vertical,1,102
1,7,633,no_noise,horizontal,2,824
1,7,634,no_noise,vertical,2,224
1,7,635,no_noise,horizontal,1,578
1,7,636,noise,horizontal,1,693
1,7,637,no_noise,vertical,2,328
1,7,638,noise,horizontal,2,951
1,7,639,noise,horizontal,1,649
1,7,640,no_noise,horizontal,1,602
1,7,641,noise,vertical,2,279
1,7,642,noise,horizontal,1,701
1,7,643,noise,vertical,2,235
1,7,644,noise,vertical,1,201
1,7,645,no_noise,horizontal,2,892
1,7,646,noise,vertical,1,173
1,7,647,noise,horizontal,1,673
1,7,648,no_noise,horizontal,1,814
1,7,649,noise,vertical,1,345
1,7,650,no_noise,horizontal,1,970
1,7,651,no_noise,vertical,2,324
1,7,652,no_noise,horizontal,2,676
1,7,653,no_noise,vertical,1,6
1,7,654,no_noise,vertical,1,278
1,7,655,no_noise,horizontal,1,682
1,7,656,noise,horizontal,1,653
1,7,657,noise,horizontal,2,695
1,7,658,no_noise,horizontal,2,700
1,7,659,no_noise,horizontal,2,544
1,7,660,no_noise,vertical,1,374
1,7,661,no_noise,horizontal,2,652
1,7,662,noise,vertical,2,211
1,7,663,noise,vertical,2,339
1,7,664,no_noise,vertical,2,60
1,7,665,noise,vertical,1,349
1,7,666,no_noise,horizontal,2,952
1,7,667,noise,horizontal,1,861
1,7,668,noise,horizontal,1,925
1,7,669,no_noise,horizontal,2,520
1,7,670,noise,vertical,1,409
1,7,671,no_noise,vertical,2,72
1,7,672,no_noise,horizontal,1,550
1,7,673,noise,vertical,2,431
1,7,674,noise,vertical,1,57
1,7,675,no_noise,horizontal,2,612
1,7,676,no_noise,vertical,1,234
1,7,677,no_noise,vertical,2,384
1,7,678,no_noise,horizontal,1,670
1,7,679,noise,horizontal,1,533
1,7,680,noise,horizontal,2,599
1,7,681,no_noise,vertical,2,260
1,7,682,noise,horizontal,2,515
1,7,683,noise,vertical,2,491
1,7,684,noise,vertical,1,325
1,7,685,noise,horizontal,2,771
1,7,686,no_noise,horizontal,2,736
1,7,687,no_noise,horizontal,2,692
1,7,688,noise,vertical,1,177
1,7,689,no_noise,horizontal,2,600
1,7,690,noise,vertical,2,363
1,7,691,noise,vertical,2,471
1,7,692,no_noise,vertical,1,270
1,7,693,no_noise,vertical,2,376
1,7,694,no_noise,vertical,2,176
1,7,695,no_noise,vertical,1,302
1,7,696,no_noise,horizontal,2,780
1,7,697,noise,horizontal,2,743
1,7,698,no_noise,horizontal,2,968
1,7,699,noise,vertical,1,21
1,7,700,no_noise,horizontal,2,592
