prot_id,prot_subset,trial_id,no_targets,trajectory_id,noise_present,line_orientation
6,7,601,2,127,noise,vertical
6,7,602,2,872,no_noise,horizontal
6,7,603,1,585,noise,horizontal
6,7,604,2,967,noise,horizontal
6,7,605,1,526,no_noise,horizontal
6,7,606,2,943,noise,horizontal
6,7,607,2,76,no_noise,vertical
6,7,608,1,817,noise,horizontal
6,7,609,2,848,no_noise,horizontal
6,7,610,1,742,no_noise,horizontal
6,7,611,2,735,noise,horizontal
6,7,612,2,44,no_noise,vertical
6,7,613,1,906,no_noise,horizontal
6,7,614,1,989,noise,horizontal
6,7,615,1,497,noise,vertical
6,7,616,1,790,no_noise,horizontal
6,7,617,2,807,noise,horizontal
6,7,618,2,579,noise,horizontal
6,7,619,2,143,noise,vertical
6,7,620,2,592,no_noise,horizontal
6,7,621,2,367,noise,vertical
6,7,622,1,170,no_noise,vertical
6,7,623,2,360,no_noise,vertical
6,7,624,1,938,no_noise,horizontal
6,7,625,2,799,noise,horizontal
6,7,626,2,867,noise,horizontal
6,7,627,2,556,no_noise,horizontal
6,7,628,2,268,no_noise,vertical
6,7,629,2,52,no_noise,vertical
6,7,630,1,733,noise,horizontal
6,7,631,1,38,no_noise,vertical
6,7,632,1,813,noise,horizontal
6,7,633,2,236,no_noise,vertical
6,7,634,1,502,no_noise,vertical
6,7,635,1,254,no_noise,vertical
6,7,636,1,121,noise,vertical
6,7,637,1,866,no_noise,horizontal
6,7,638,1,97,noise,vertical
6,7,639,2,727,noise,horizontal
6,7,640,1,362,no_noise,vertical
6,7,641,2,275,noise,vertical
6,7,642,2,523,noise,horizontal
6,7,643,2,451,noise,vertical
6,7,644,1,710,no_noise,horizontal
6,7,645,1,986,no_noise,horizontal
6,7,646,1,234,no_noise,vertical
6,7,647,1,694,no_noise,horizontal
6,7,648,2,907,noise,horizontal
6,7,649,2,148,no_noise,vertical
6,7,650,2,39,noise,vertical
6,7,651,2,836,no_noise,horizontal
6,7,652,1,301,noise,vertical
6,7,653,2,115,noise,vertical
6,7,654,1,42,no_noise,vertical
6,7,655,1,77,noise,vertical
6,7,656,2,623,noise,horizontal
6,7,657,1,749,noise,horizontal
6,7,658,2,248,no_noise,vertical
6,7,659,1,802,no_noise,horizontal
6,7,660,2,232,no_noise,vertical
6,7,661,1,49,noise,vertical
6,7,662,2,235,noise,vertical
6,7,663,1,462,no_noise,vertical
6,7,664,1,342,no_noise,vertical
6,7,665,1,826,no_noise,horizontal
6,7,666,2,219,noise,vertical
6,7,667,1,593,noise,horizontal
6,7,668,2,168,no_noise,vertical
6,7,669,2,491,noise,vertical
6,7,670,2,243,noise,vertical
6,7,671,2,808,no_noise,horizontal
6,7,672,1,270,no_noise,vertical
6,7,673,2,239,noise,vertical
6,7,674,2,56,no_noise,vertical
6,7,675,1,930,no_noise,horizontal
6,7,676,1,542,no_noise,horizontal
6,7,677,1,201,noise,vertical
6,7,678,2,276,no_noise,vertical
6,7,679,2,564,no_noise,horizontal
6,7,680,2,595,noise,horizontal
6,7,681,1,765,noise,horizontal
6,7,682,2,24,no_noise,vertical
6,7,683,2,308,no_noise,vertical
6,7,684,1,477,noise,vertical
6,7,685,1,709,noise,horizontal
6,7,686,1,441,noise,vertical
6,7,687,1,821,noise,horizontal
6,7,688,1,381,noise,vertical
6,7,689,2,884,no_noise,horizontal
6,7,690,2,932,no_noise,horizontal
6,7,691,2,211,noise,vertical
6,7,692,2,959,noise,horizontal
6,7,693,2,215,noise,vertical
6,7,694,2,11,noise,vertical
6,7,695,2,972,no_noise,horizontal
6,7,696,2,335,noise,vertical
6,7,697,2,84,no_noise,vertical
6,7,698,1,45,noise,vertical
6,7,699,1,214,no_noise,vertical
6,7,700,2,344,no_noise,vertical
