prot_id,prot_subset,trial_id,noise_present,trajectory_id,line_orientation,no_targets
4,9,801,no_noise,340,vertical,2
4,9,802,no_noise,738,horizontal,1
4,9,803,noise,183,vertical,2
4,9,804,no_noise,316,vertical,2
4,9,805,noise,241,vertical,1
4,9,806,no_noise,498,vertical,1
4,9,807,no_noise,670,horizontal,1
4,9,808,noise,135,vertical,2
4,9,809,noise,849,horizontal,1
4,9,810,no_noise,92,vertical,2
4,9,811,noise,249,vertical,1
4,9,812,noise,919,horizontal,2
4,9,813,no_noise,926,horizontal,1
4,9,814,no_noise,54,vertical,1
4,9,815,noise,151,vertical,2
4,9,816,no_noise,502,vertical,1
4,9,817,noise,433,vertical,1
4,9,818,no_noise,574,horizontal,1
4,9,819,noise,485,vertical,1
4,9,820,no_noise,42,vertical,1
4,9,821,no_noise,296,vertical,2
4,9,822,noise,79,vertical,2
4,9,823,noise,561,horizontal,1
4,9,824,noise,791,horizontal,2
4,9,825,noise,383,vertical,2
4,9,826,noise,329,vertical,1
4,9,827,noise,139,vertical,2
4,9,828,noise,17,vertical,1
4,9,829,noise,407,vertical,2
4,9,830,noise,907,horizontal,2
4,9,831,noise,517,horizontal,1
4,9,832,no_noise,572,horizontal,2
4,9,833,noise,859,horizontal,2
4,9,834,noise,895,horizontal,2
4,9,835,no_noise,286,vertical,1
4,9,836,no_noise,370,vertical,1
4,9,837,no_noise,98,vertical,1
4,9,838,noise,835,horizontal,2
4,9,839,noise,437,vertical,1
4,9,840,no_noise,264,vertical,2
4,9,841,noise,997,horizontal,1
4,9,842,noise,641,horizontal,1
4,9,843,noise,163,vertical,2
4,9,844,noise,157,vertical,1
4,9,845,noise,527,horizontal,2
4,9,846,noise,41,vertical,1
4,9,847,noise,429,vertical,1
4,9,848,noise,581,horizontal,1
4,9,849,noise,75,vertical,2
4,9,850,no_noise,680,horizontal,2
4,9,851,noise,809,horizontal,1
4,9,852,noise,963,horizontal,2
4,9,853,no_noise,850,horizontal,1
4,9,854,no_noise,426,vertical,1
4,9,855,no_noise,942,horizontal,1
4,9,856,noise,799,horizontal,2
4,9,857,no_noise,974,horizontal,1
4,9,858,no_noise,970,horizontal,1
4,9,859,no_noise,386,vertical,1
4,9,860,noise,781,horizontal,1
4,9,861,no_noise,522,horizontal,1
4,9,862,no_noise,614,horizontal,1
4,9,863,no_noise,562,horizontal,1
4,9,864,no_noise,534,horizontal,1
4,9,865,noise,883,horizontal,2
4,9,866,noise,789,horizontal,1
4,9,867,noise,377,vertical,1
4,9,868,noise,57,vertical,1
4,9,869,no_noise,124,vertical,2
4,9,870,noise,99,vertical,2
4,9,871,no_noise,74,vertical,1
4,9,872,no_noise,240,vertical,2
4,9,873,no_noise,828,horizontal,2
4,9,874,noise,387,vertical,2
4,9,875,no_noise,362,vertical,1
4,9,876,noise,955,horizontal,2
4,9,877,noise,393,vertical,1
4,9,878,no_noise,58,vertical,1
4,9,879,noise,941,horizontal,1
4,9,880,noise,93,vertical,1
4,9,881,noise,209,vertical,1
4,9,882,no_noise,114,vertical,1
4,9,883,no_noise,806,horizontal,1
4,9,884,noise,945,horizontal,1
4,9,885,no_noise,774,horizontal,1
4,9,886,noise,707,horizontal,2
4,9,887,noise,493,vertical,1
4,9,888,no_noise,940,horizontal,2
4,9,889,no_noise,198,vertical,1
4,9,890,no_noise,306,vertical,1
4,9,891,no_noise,632,horizontal,2
4,9,892,noise,499,vertical,2
4,9,893,noise,365,vertical,1
4,9,894,no_noise,122,vertical,1
4,9,895,noise,921,horizontal,1
4,9,896,no_noise,288,vertical,2
4,9,897,noise,873,horizontal,1
4,9,898,noise,611,horizontal,2
4,9,899,noise,787,horizontal,2
4,9,900,noise,137,vertical,1
