prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,9,801,vertical,157,1,noise
9,9,802,horizontal,759,2,noise
9,9,803,vertical,396,2,no_noise
9,9,804,vertical,250,1,no_noise
9,9,805,horizontal,672,2,no_noise
9,9,806,horizontal,664,2,no_noise
9,9,807,vertical,381,1,noise
9,9,808,horizontal,835,2,noise
9,9,809,horizontal,655,2,noise
9,9,810,vertical,64,2,no_noise
9,9,811,vertical,134,1,no_noise
9,9,812,vertical,356,2,no_noise
9,9,813,horizontal,592,2,no_noise
9,9,814,horizontal,546,1,no_noise
9,9,815,horizontal,827,2,noise
9,9,816,vertical,124,2,no_noise
9,9,817,vertical,262,1,no_noise
9,9,818,horizontal,585,1,noise
9,9,819,horizontal,934,1,no_noise
9,9,820,vertical,382,1,no_noise
9,9,821,horizontal,870,1,no_noise
9,9,822,vertical,310,1,no_noise
9,9,823,horizontal,521,1,noise
9,9,824,vertical,143,2,noise
9,9,825,vertical,427,2,noise
9,9,826,vertical,263,2,noise
9,9,827,horizontal,631,2,noise
9,9,828,vertical,487,2,noise
9,9,829,horizontal,742,1,no_noise
9,9,830,vertical,409,1,noise
9,9,831,vertical,113,1,noise
9,9,832,vertical,406,1,no_noise
9,9,833,vertical,343,2,noise
9,9,834,vertical,123,2,noise
9,9,835,vertical,411,2,noise
9,9,836,vertical,183,2,noise
9,9,837,vertical,379,2,noise
9,9,838,horizontal,554,1,no_noise
9,9,839,horizontal,967,2,noise
9,9,840,vertical,154,1,no_noise
9,9,841,vertical,19,2,noise
9,9,842,vertical,122,1,no_noise
9,9,843,horizontal,644,2,no_noise
9,9,844,vertical,108,2,no_noise
9,9,845,horizontal,727,2,noise
9,9,846,vertical,266,1,no_noise
9,9,847,horizontal,686,1,no_noise
9,9,848,vertical,72,2,no_noise
9,9,849,horizontal,738,1,no_noise
9,9,850,horizontal,853,1,noise
9,9,851,vertical,299,2,noise
9,9,852,horizontal,935,2,noise
9,9,853,horizontal,839,2,noise
9,9,854,horizontal,914,1,no_noise
9,9,855,vertical,219,2,noise
9,9,856,horizontal,713,1,noise
9,9,857,vertical,319,2,noise
9,9,858,vertical,272,2,no_noise
9,9,859,horizontal,950,1,no_noise
9,9,860,horizontal,968,2,no_noise
9,9,861,horizontal,783,2,noise
9,9,862,horizontal,918,1,no_noise
9,9,863,vertical,419,2,noise
9,9,864,horizontal,903,2,noise
9,9,865,horizontal,846,1,no_noise
9,9,866,vertical,454,1,no_noise
9,9,867,vertical,84,2,no_noise
9,9,868,vertical,88,2,no_noise
9,9,869,horizontal,983,2,noise
9,9,870,horizontal,919,2,noise
9,9,871,vertical,350,1,no_noise
9,9,872,vertical,121,1,noise
9,9,873,vertical,322,1,no_noise
9,9,874,horizontal,872,2,no_noise
9,9,875,horizontal,680,2,no_noise
9,9,876,vertical,491,2,noise
9,9,877,vertical,465,1,noise
9,9,878,horizontal,1005,1,noise
9,9,879,horizontal,940,2,no_noise
9,9,880,horizontal,629,1,noise
9,9,881,vertical,481,1,noise
9,9,882,vertical,458,1,no_noise
9,9,883,horizontal,516,2,no_noise
9,9,884,vertical,27,2,noise
9,9,885,vertical,191,2,noise
9,9,886,horizontal,989,1,noise
9,9,887,horizontal,708,2,no_noise
9,9,888,vertical,241,1,noise
9,9,889,vertical,275,2,noise
9,9,890,horizontal,795,2,noise
9,9,891,horizontal,668,2,no_noise
9,9,892,horizontal,886,1,no_noise
9,9,893,horizontal,587,2,noise
9,9,894,vertical,18,1,no_noise
9,9,895,vertical,366,1,no_noise
9,9,896,horizontal,794,1,no_noise
9,9,897,horizontal,892,2,no_noise
9,9,898,vertical,229,1,noise
9,9,899,vertical,202,1,no_noise
9,9,900,vertical,220,2,no_noise
