prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,10,901,horizontal,570,1,no_noise
9,10,902,horizontal,755,2,noise
9,10,903,vertical,398,1,no_noise
9,10,904,horizontal,677,1,noise
9,10,905,vertical,433,1,noise
9,10,906,vertical,155,2,noise
9,10,907,horizontal,704,2,no_noise
9,10,908,vertical,184,2,no_noise
9,10,909,horizontal,678,1,no_noise
9,10,910,horizontal,987,2,noise
9,10,911,horizontal,730,1,no_noise
9,10,912,horizontal,980,2,no_noise
9,10,913,horizontal,959,2,noise
9,10,914,horizontal,534,1,no_noise
9,10,915,vertical,189,1,noise
9,10,916,vertical,463,2,noise
9,10,917,vertical,151,2,noise
9,10,918,vertical,312,2,no_noise
9,10,919,horizontal,548,2,no_noise
9,10,920,vertical,137,1,noise
9,10,921,horizontal,836,2,no_noise
9,10,922,vertical,90,1,no_noise
9,10,923,horizontal,958,1,no_noise
9,10,924,horizontal,819,2,noise
9,10,925,horizontal,936,2,no_noise
9,10,926,vertical,144,2,no_noise
9,10,927,horizontal,807,2,noise
9,10,928,horizontal,928,2,no_noise
9,10,929,vertical,494,1,no_noise
9,10,930,horizontal,923,2,noise
9,10,931,horizontal,778,1,no_noise
9,10,932,horizontal,539,2,noise
9,10,933,vertical,199,2,noise
9,10,934,vertical,197,1,noise
9,10,935,vertical,240,2,no_noise
9,10,936,horizontal,706,1,no_noise
9,10,937,horizontal,951,2,noise
9,10,938,horizontal,617,1,noise
9,10,939,horizontal,741,1,noise
9,10,940,horizontal,698,1,no_noise
9,10,941,vertical,203,2,noise
9,10,942,horizontal,857,1,noise
9,10,943,vertical,54,1,no_noise
9,10,944,vertical,484,2,no_noise
9,10,945,horizontal,927,2,noise
9,10,946,vertical,130,1,no_noise
9,10,947,vertical,107,2,noise
9,10,948,horizontal,884,2,no_noise
9,10,949,horizontal,862,1,no_noise
9,10,950,horizontal,559,2,noise
9,10,951,horizontal,541,1,noise
9,10,952,vertical,467,2,noise
9,10,953,vertical,242,1,no_noise
9,10,954,vertical,117,1,noise
9,10,955,vertical,326,1,no_noise
9,10,956,horizontal,538,1,no_noise
9,10,957,horizontal,608,2,no_noise
9,10,958,horizontal,731,2,noise
9,10,959,horizontal,840,2,no_noise
9,10,960,horizontal,756,2,no_noise
9,10,961,horizontal,889,1,noise
9,10,962,vertical,288,2,no_noise
9,10,963,vertical,485,1,noise
9,10,964,vertical,431,2,noise
9,10,965,horizontal,602,1,no_noise
9,10,966,horizontal,734,1,no_noise
9,10,967,horizontal,984,2,no_noise
9,10,968,vertical,206,1,no_noise
9,10,969,vertical,115,2,noise
9,10,970,horizontal,659,2,noise
9,10,971,vertical,60,2,no_noise
9,10,972,vertical,73,1,noise
9,10,973,vertical,26,1,no_noise
9,10,974,horizontal,866,1,no_noise
9,10,975,vertical,292,2,no_noise
9,10,976,vertical,212,2,no_noise
9,10,977,horizontal,986,1,no_noise
9,10,978,vertical,162,1,no_noise
9,10,979,horizontal,512,2,no_noise
9,10,980,vertical,441,1,noise
9,10,981,horizontal,810,1,no_noise
9,10,982,horizontal,779,2,noise
9,10,983,vertical,472,2,no_noise
9,10,984,vertical,502,1,no_noise
9,10,985,horizontal,938,1,no_noise
9,10,986,vertical,321,1,noise
9,10,987,vertical,112,2,no_noise
9,10,988,vertical,495,2,noise
9,10,989,vertical,40,2,no_noise
9,10,990,vertical,179,2,noise
9,10,991,vertical,136,2,no_noise
9,10,992,horizontal,791,2,noise
9,10,993,vertical,296,2,no_noise
9,10,994,horizontal,550,1,no_noise
9,10,995,horizontal,800,2,no_noise
9,10,996,vertical,85,1,noise
9,10,997,horizontal,858,1,no_noise
9,10,998,horizontal,660,2,no_noise
9,10,999,horizontal,618,1,no_noise
9,10,1000,vertical,153,1,noise
