prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
3,7,601,1,horizontal,902,no_noise
3,7,602,2,horizontal,971,noise
3,7,603,1,horizontal,933,noise
3,7,604,1,horizontal,554,no_noise
3,7,605,2,horizontal,987,noise
3,7,606,1,vertical,330,no_noise
3,7,607,1,vertical,326,no_noise
3,7,608,1,vertical,162,no_noise
3,7,609,1,horizontal,705,noise
3,7,610,1,vertical,350,no_noise
3,7,611,1,vertical,254,no_noise
3,7,612,2,vertical,467,noise
3,7,613,1,horizontal,849,noise
3,7,614,1,vertical,237,noise
3,7,615,2,horizontal,763,noise
3,7,616,2,vertical,304,no_noise
3,7,617,2,vertical,375,noise
3,7,618,2,horizontal,960,no_noise
3,7,619,2,horizontal,644,no_noise
3,7,620,1,horizontal,897,noise
3,7,621,2,vertical,119,noise
3,7,622,1,vertical,114,no_noise
3,7,623,2,horizontal,947,noise
3,7,624,2,vertical,336,no_noise
3,7,625,1,horizontal,966,no_noise
3,7,626,1,horizontal,817,noise
3,7,627,2,vertical,43,noise
3,7,628,2,vertical,160,no_noise
3,7,629,2,horizontal,888,no_noise
3,7,630,1,vertical,186,no_noise
3,7,631,2,horizontal,811,noise
3,7,632,1,vertical,201,noise
3,7,633,2,vertical,16,no_noise
3,7,634,2,horizontal,735,noise
3,7,635,2,horizontal,843,noise
3,7,636,2,horizontal,655,noise
3,7,637,1,vertical,133,noise
3,7,638,2,vertical,503,noise
3,7,639,2,vertical,312,no_noise
3,7,640,1,vertical,406,no_noise
3,7,641,2,vertical,352,no_noise
3,7,642,2,horizontal,747,noise
3,7,643,1,vertical,274,no_noise
3,7,644,1,vertical,65,noise
3,7,645,1,horizontal,865,noise
3,7,646,2,vertical,351,noise
3,7,647,2,vertical,451,noise
3,7,648,2,vertical,252,no_noise
3,7,649,2,vertical,19,noise
3,7,650,2,horizontal,647,noise
3,7,651,1,vertical,217,noise
3,7,652,1,vertical,29,noise
3,7,653,1,vertical,486,no_noise
3,7,654,1,horizontal,773,noise
3,7,655,1,horizontal,870,no_noise
3,7,656,1,vertical,421,noise
3,7,657,2,horizontal,912,no_noise
3,7,658,1,horizontal,886,no_noise
3,7,659,2,vertical,332,no_noise
3,7,660,1,vertical,358,no_noise
3,7,661,2,vertical,220,no_noise
3,7,662,1,vertical,177,noise
3,7,663,1,horizontal,661,noise
3,7,664,1,vertical,413,noise
3,7,665,2,vertical,84,no_noise
3,7,666,2,horizontal,684,no_noise
3,7,667,2,vertical,116,no_noise
3,7,668,2,horizontal,603,noise
3,7,669,2,horizontal,852,no_noise
3,7,670,2,vertical,403,noise
3,7,671,2,horizontal,696,no_noise
3,7,672,2,vertical,367,noise
3,7,673,1,vertical,189,noise
3,7,674,1,vertical,450,no_noise
3,7,675,1,horizontal,721,noise
3,7,676,1,horizontal,853,noise
3,7,677,2,vertical,400,no_noise
3,7,678,2,vertical,184,no_noise
3,7,679,2,horizontal,759,noise
3,7,680,1,horizontal,702,no_noise
3,7,681,2,horizontal,956,no_noise
3,7,682,2,horizontal,724,no_noise
3,7,683,2,horizontal,856,no_noise
3,7,684,1,horizontal,798,no_noise
3,7,685,1,horizontal,582,no_noise
3,7,686,2,horizontal,795,noise
3,7,687,1,horizontal,834,no_noise
3,7,688,1,horizontal,802,no_noise
3,7,689,1,horizontal,653,noise
3,7,690,1,vertical,10,no_noise
3,7,691,1,vertical,369,noise
3,7,692,1,vertical,285,noise
3,7,693,1,vertical,109,noise
3,7,694,2,vertical,275,noise
3,7,695,2,horizontal,667,noise
3,7,696,1,vertical,282,no_noise
3,7,697,1,vertical,218,no_noise
3,7,698,1,vertical,54,no_noise
3,7,699,2,vertical,360,no_noise
3,7,700,2,horizontal,948,no_noise
