prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,4,301,2,horizontal,619,noise
2,4,302,1,vertical,378,no_noise
2,4,303,2,vertical,411,noise
2,4,304,1,horizontal,922,no_noise
2,4,305,1,horizontal,813,noise
2,4,306,2,horizontal,667,noise
2,4,307,2,vertical,171,noise
2,4,308,2,horizontal,616,no_noise
2,4,309,1,vertical,310,no_noise
2,4,310,2,horizontal,512,no_noise
2,4,311,2,vertical,136,no_noise
2,4,312,2,horizontal,799,noise
2,4,313,2,vertical,167,noise
2,4,314,1,vertical,294,no_noise
2,4,315,1,horizontal,597,noise
2,4,316,2,vertical,488,no_noise
2,4,317,2,vertical,472,no_noise
2,4,318,1,horizontal,978,no_noise
2,4,319,1,vertical,234,no_noise
2,4,320,2,vertical,327,noise
2,4,321,1,vertical,217,noise
2,4,322,1,vertical,313,noise
2,4,323,1,horizontal,821,noise
2,4,324,2,horizontal,1003,noise
2,4,325,1,vertical,265,noise
2,4,326,2,horizontal,940,no_noise
2,4,327,2,horizontal,755,noise
2,4,328,2,horizontal,591,noise
2,4,329,2,horizontal,828,no_noise
2,4,330,2,horizontal,879,noise
2,4,331,2,horizontal,871,noise
2,4,332,2,horizontal,948,no_noise
2,4,333,1,vertical,102,no_noise
2,4,334,1,horizontal,997,noise
2,4,335,1,vertical,193,noise
2,4,336,1,horizontal,754,no_noise
2,4,337,1,vertical,274,no_noise
2,4,338,2,vertical,364,no_noise
2,4,339,1,vertical,165,noise
2,4,340,1,vertical,142,no_noise
2,4,341,1,horizontal,558,no_noise
2,4,342,1,vertical,209,noise
2,4,343,2,vertical,295,noise
2,4,344,2,vertical,108,no_noise
2,4,345,2,vertical,191,noise
2,4,346,1,vertical,37,noise
2,4,347,1,horizontal,905,noise
2,4,348,1,vertical,122,no_noise
2,4,349,1,horizontal,601,noise
2,4,350,2,horizontal,596,no_noise
2,4,351,1,horizontal,846,no_noise
2,4,352,1,vertical,18,no_noise
2,4,353,2,horizontal,571,noise
2,4,354,2,horizontal,595,noise
2,4,355,1,vertical,437,noise
2,4,356,1,vertical,417,noise
2,4,357,1,vertical,426,no_noise
2,4,358,2,horizontal,903,noise
2,4,359,2,vertical,279,noise
2,4,360,1,horizontal,725,noise
2,4,361,2,horizontal,931,noise
2,4,362,1,vertical,266,no_noise
2,4,363,1,vertical,329,noise
2,4,364,2,vertical,220,no_noise
2,4,365,1,vertical,258,no_noise
2,4,366,1,horizontal,917,noise
2,4,367,1,vertical,461,noise
2,4,368,1,horizontal,854,no_noise
2,4,369,2,vertical,124,no_noise
2,4,370,1,vertical,34,no_noise
2,4,371,2,horizontal,968,no_noise
2,4,372,2,horizontal,588,no_noise
2,4,373,1,horizontal,637,noise
2,4,374,1,horizontal,942,no_noise
2,4,375,2,horizontal,612,no_noise
2,4,376,1,vertical,473,noise
2,4,377,1,vertical,74,no_noise
2,4,378,2,vertical,280,no_noise
2,4,379,1,horizontal,801,noise
2,4,380,2,vertical,79,noise
2,4,381,2,vertical,300,no_noise
2,4,382,1,vertical,409,noise
2,4,383,1,vertical,62,no_noise
2,4,384,1,horizontal,918,no_noise
2,4,385,2,vertical,303,noise
2,4,386,1,horizontal,797,noise
2,4,387,2,horizontal,587,noise
2,4,388,2,horizontal,540,no_noise
2,4,389,1,horizontal,677,noise
2,4,390,1,horizontal,610,no_noise
2,4,391,1,horizontal,698,no_noise
2,4,392,1,horizontal,897,noise
2,4,393,1,vertical,221,noise
2,4,394,1,vertical,85,noise
2,4,395,2,horizontal,556,no_noise
2,4,396,2,vertical,427,noise
2,4,397,1,vertical,253,noise
2,4,398,2,vertical,63,noise
2,4,399,1,horizontal,589,noise
2,4,400,1,horizontal,769,noise
