prot_id,prot_subset,trial_id,line_orientation,no_targets,trajectory_id,noise_present
8,9,801,vertical,2,148,no_noise
8,9,802,vertical,1,417,noise
8,9,803,vertical,2,64,no_noise
8,9,804,horizontal,1,550,no_noise
8,9,805,horizontal,2,968,no_noise
8,9,806,vertical,1,110,no_noise
8,9,807,vertical,2,331,noise
8,9,808,vertical,1,58,no_noise
8,9,809,vertical,1,45,noise
8,9,810,horizontal,2,687,noise
8,9,811,horizontal,2,756,no_noise
8,9,812,horizontal,1,557,noise
8,9,813,horizontal,2,860,no_noise
8,9,814,horizontal,1,978,no_noise
8,9,815,horizontal,2,672,no_noise
8,9,816,horizontal,1,870,no_noise
8,9,817,vertical,1,93,noise
8,9,818,horizontal,2,520,no_noise
8,9,819,horizontal,1,594,no_noise
8,9,820,vertical,1,265,noise
8,9,821,vertical,1,86,no_noise
8,9,822,horizontal,2,772,no_noise
8,9,823,horizontal,2,775,noise
8,9,824,horizontal,1,533,noise
8,9,825,horizontal,2,543,noise
8,9,826,horizontal,1,770,no_noise
8,9,827,vertical,1,473,noise
8,9,828,horizontal,1,674,no_noise
8,9,829,horizontal,2,524,no_noise
8,9,830,horizontal,1,517,noise
8,9,831,horizontal,2,519,noise
8,9,832,horizontal,2,823,noise
8,9,833,vertical,1,337,noise
8,9,834,horizontal,1,849,noise
8,9,835,vertical,2,243,noise
8,9,836,horizontal,2,935,noise
8,9,837,horizontal,2,932,no_noise
8,9,838,horizontal,1,613,noise
8,9,839,vertical,2,336,no_noise
8,9,840,horizontal,2,919,noise
8,9,841,vertical,2,320,no_noise
8,9,842,vertical,1,286,no_noise
8,9,843,vertical,1,62,no_noise
8,9,844,vertical,2,339,noise
8,9,845,horizontal,2,724,no_noise
8,9,846,vertical,2,232,no_noise
8,9,847,vertical,1,134,no_noise
8,9,848,vertical,1,70,no_noise
8,9,849,horizontal,1,878,no_noise
8,9,850,vertical,1,470,no_noise
8,9,851,vertical,1,38,no_noise
8,9,852,horizontal,2,660,no_noise
8,9,853,vertical,1,106,no_noise
8,9,854,vertical,1,29,noise
8,9,855,vertical,1,33,noise
8,9,856,horizontal,2,752,no_noise
8,9,857,vertical,2,396,no_noise
8,9,858,vertical,2,132,no_noise
8,9,859,horizontal,2,659,noise
8,9,860,vertical,2,76,no_noise
8,9,861,vertical,2,447,noise
8,9,862,horizontal,2,831,noise
8,9,863,vertical,1,374,no_noise
8,9,864,vertical,1,285,noise
8,9,865,horizontal,1,846,no_noise
8,9,866,horizontal,2,539,noise
8,9,867,horizontal,1,534,no_noise
8,9,868,vertical,1,489,noise
8,9,869,vertical,2,7,noise
8,9,870,vertical,2,128,no_noise
8,9,871,vertical,1,273,noise
8,9,872,horizontal,1,630,no_noise
8,9,873,horizontal,2,584,no_noise
8,9,874,vertical,1,454,no_noise
8,9,875,horizontal,1,1006,no_noise
8,9,876,horizontal,2,856,no_noise
8,9,877,horizontal,2,779,noise
8,9,878,vertical,1,449,noise
8,9,879,horizontal,2,759,noise
8,9,880,vertical,1,469,noise
8,9,881,vertical,2,192,no_noise
8,9,882,horizontal,2,832,no_noise
8,9,883,horizontal,1,850,no_noise
8,9,884,vertical,2,272,no_noise
8,9,885,horizontal,2,884,no_noise
8,9,886,vertical,2,88,no_noise
8,9,887,vertical,2,472,no_noise
8,9,888,horizontal,1,809,noise
8,9,889,horizontal,2,883,noise
8,9,890,vertical,2,412,no_noise
8,9,891,horizontal,1,845,noise
8,9,892,horizontal,1,921,noise
8,9,893,horizontal,1,590,no_noise
8,9,894,vertical,2,135,noise
8,9,895,horizontal,1,545,noise
8,9,896,horizontal,2,728,no_noise
8,9,897,horizontal,2,1007,noise
8,9,898,vertical,1,237,noise
8,9,899,horizontal,1,562,no_noise
8,9,900,vertical,2,335,noise
