prot_id,prot_subset,trial_id,noise_present,line_orientation,no_targets,trajectory_id
1,6,501,noise,vertical,2,207
1,6,502,no_noise,vertical,1,250
1,6,503,noise,vertical,1,485
1,6,504,noise,horizontal,1,741
1,6,505,no_noise,vertical,2,444
1,6,506,noise,vertical,2,439
1,6,507,no_noise,horizontal,2,640
1,6,508,noise,horizontal,1,509
1,6,509,no_noise,horizontal,1,566
1,6,510,noise,vertical,2,135
1,6,511,no_noise,horizontal,2,748
1,6,512,no_noise,vertical,1,482
1,6,513,no_noise,vertical,1,166
1,6,514,no_noise,vertical,1,326
1,6,515,no_noise,horizontal,1,766
1,6,516,no_noise,vertical,2,172
1,6,517,no_noise,vertical,1,446
1,6,518,no_noise,vertical,2,280
1,6,519,no_noise,vertical,1,82
1,6,520,noise,horizontal,1,957
1,6,521,no_noise,horizontal,1,662
1,6,522,noise,horizontal,2,539
1,6,523,no_noise,horizontal,1,710
1,6,524,noise,vertical,2,99
1,6,525,no_noise,vertical,1,410
1,6,526,no_noise,horizontal,2,564
1,6,527,noise,vertical,2,383
1,6,528,no_noise,vertical,1,346
1,6,529,noise,vertical,1,225
1,6,530,no_noise,vertical,2,188
1,6,531,noise,vertical,1,165
1,6,532,noise,horizontal,1,521
1,6,533,no_noise,vertical,2,452
1,6,534,no_noise,vertical,1,246
1,6,535,noise,vertical,1,185
1,6,536,noise,horizontal,1,733
1,6,537,noise,horizontal,2,971
1,6,538,noise,horizontal,2,943
1,6,539,no_noise,horizontal,1,574
1,6,540,no_noise,horizontal,1,950
1,6,541,no_noise,vertical,1,418
1,6,542,noise,vertical,2,411
1,6,543,noise,vertical,1,233
1,6,544,noise,horizontal,1,969
1,6,545,noise,vertical,1,277
1,6,546,noise,vertical,2,191
1,6,547,noise,horizontal,1,929
1,6,548,noise,vertical,2,175
1,6,549,no_noise,horizontal,1,518
1,6,550,no_noise,horizontal,2,768
1,6,551,noise,horizontal,2,615
1,6,552,no_noise,vertical,2,140
1,6,553,noise,vertical,2,83
1,6,554,no_noise,horizontal,1,838
1,6,555,no_noise,horizontal,2,684
1,6,556,noise,horizontal,1,909
1,6,557,noise,vertical,2,299
1,6,558,noise,horizontal,2,639
1,6,559,no_noise,horizontal,1,522
1,6,560,noise,vertical,2,455
1,6,561,no_noise,vertical,2,288
1,6,562,noise,horizontal,1,609
1,6,563,noise,vertical,2,91
1,6,564,noise,horizontal,1,1005
1,6,565,no_noise,horizontal,1,754
1,6,566,no_noise,vertical,1,142
1,6,567,noise,vertical,1,369
1,6,568,no_noise,vertical,2,440
1,6,569,noise,horizontal,1,953
1,6,570,no_noise,horizontal,1,658
1,6,571,no_noise,horizontal,1,890
1,6,572,no_noise,vertical,2,340
1,6,573,no_noise,horizontal,2,908
1,6,574,no_noise,vertical,2,236
1,6,575,no_noise,vertical,1,338
1,6,576,no_noise,horizontal,2,944
1,6,577,no_noise,vertical,1,458
1,6,578,no_noise,vertical,2,332
1,6,579,no_noise,horizontal,1,894
1,6,580,no_noise,vertical,2,436
1,6,581,no_noise,vertical,2,268
1,6,582,noise,horizontal,2,795
1,6,583,noise,vertical,1,205
1,6,584,noise,horizontal,1,837
1,6,585,no_noise,horizontal,2,744
1,6,586,noise,vertical,1,493
1,6,587,noise,vertical,1,489
1,6,588,no_noise,horizontal,1,722
1,6,589,noise,vertical,1,69
1,6,590,no_noise,horizontal,2,784
1,6,591,noise,vertical,1,33
1,6,592,no_noise,horizontal,2,840
1,6,593,no_noise,vertical,1,210
1,6,594,no_noise,vertical,2,128
1,6,595,noise,horizontal,1,705
1,6,596,noise,vertical,2,267
1,6,597,no_noise,vertical,2,232
1,6,598,noise,vertical,1,49
1,6,599,no_noise,vertical,2,336
1,6,600,noise,vertical,1,285
