prot_id,prot_subset,trial_id,noise_present,trajectory_id,line_orientation,no_targets
4,7,601,no_noise,474,vertical,1
4,7,602,noise,837,horizontal,1
4,7,603,noise,145,vertical,1
4,7,604,no_noise,208,vertical,2
4,7,605,no_noise,598,horizontal,1
4,7,606,no_noise,792,horizontal,2
4,7,607,no_noise,928,horizontal,2
4,7,608,no_noise,192,vertical,2
4,7,609,no_noise,728,horizontal,2
4,7,610,no_noise,542,horizontal,1
4,7,611,no_noise,84,vertical,2
4,7,612,noise,339,vertical,2
4,7,613,noise,627,horizontal,2
4,7,614,noise,665,horizontal,1
4,7,615,noise,399,vertical,2
4,7,616,noise,211,vertical,2
4,7,617,no_noise,66,vertical,1
4,7,618,no_noise,638,horizontal,1
4,7,619,no_noise,990,horizontal,1
4,7,620,noise,185,vertical,1
4,7,621,noise,583,horizontal,2
4,7,622,no_noise,150,vertical,1
4,7,623,no_noise,354,vertical,1
4,7,624,no_noise,488,vertical,2
4,7,625,noise,509,horizontal,1
4,7,626,no_noise,888,horizontal,2
4,7,627,no_noise,82,vertical,1
4,7,628,noise,669,horizontal,1
4,7,629,no_noise,872,horizontal,2
4,7,630,noise,661,horizontal,1
4,7,631,no_noise,978,horizontal,1
4,7,632,no_noise,606,horizontal,1
4,7,633,noise,193,vertical,1
4,7,634,noise,161,vertical,1
4,7,635,no_noise,444,vertical,2
4,7,636,noise,495,vertical,2
4,7,637,noise,953,horizontal,1
4,7,638,no_noise,662,horizontal,1
4,7,639,noise,843,horizontal,2
4,7,640,noise,355,vertical,2
4,7,641,noise,459,vertical,2
4,7,642,no_noise,180,vertical,2
4,7,643,no_noise,162,vertical,1
4,7,644,no_noise,154,vertical,1
4,7,645,no_noise,848,horizontal,2
4,7,646,no_noise,544,horizontal,2
4,7,647,noise,585,horizontal,1
4,7,648,no_noise,434,vertical,1
4,7,649,no_noise,358,vertical,1
4,7,650,no_noise,312,vertical,2
4,7,651,noise,693,horizontal,1
4,7,652,noise,487,vertical,2
4,7,653,no_noise,356,vertical,2
4,7,654,noise,1001,horizontal,1
4,7,655,no_noise,70,vertical,1
4,7,656,noise,381,vertical,1
4,7,657,no_noise,864,horizontal,2
4,7,658,no_noise,706,horizontal,1
4,7,659,noise,877,horizontal,1
4,7,660,no_noise,408,vertical,2
4,7,661,no_noise,194,vertical,1
4,7,662,no_noise,350,vertical,1
4,7,663,noise,965,horizontal,1
4,7,664,noise,417,vertical,1
4,7,665,noise,123,vertical,2
4,7,666,no_noise,130,vertical,1
4,7,667,noise,353,vertical,1
4,7,668,no_noise,68,vertical,2
4,7,669,no_noise,894,horizontal,1
4,7,670,noise,541,horizontal,1
4,7,671,no_noise,616,horizontal,2
4,7,672,noise,205,vertical,1
4,7,673,no_noise,80,vertical,2
4,7,674,noise,167,vertical,2
4,7,675,no_noise,840,horizontal,2
4,7,676,no_noise,548,horizontal,2
4,7,677,no_noise,290,vertical,1
4,7,678,no_noise,546,horizontal,1
4,7,679,no_noise,824,horizontal,2
4,7,680,no_noise,566,horizontal,1
4,7,681,no_noise,950,horizontal,1
4,7,682,noise,181,vertical,1
4,7,683,noise,657,horizontal,1
4,7,684,noise,685,horizontal,1
4,7,685,no_noise,328,vertical,2
4,7,686,noise,423,vertical,2
4,7,687,no_noise,212,vertical,2
4,7,688,noise,385,vertical,1
4,7,689,no_noise,26,vertical,1
4,7,690,noise,59,vertical,2
4,7,691,noise,33,vertical,1
4,7,692,no_noise,812,horizontal,2
4,7,693,no_noise,200,vertical,2
4,7,694,noise,401,vertical,1
4,7,695,no_noise,18,vertical,1
4,7,696,no_noise,250,vertical,1
4,7,697,no_noise,844,horizontal,2
4,7,698,noise,421,vertical,1
4,7,699,no_noise,278,vertical,1
4,7,700,noise,547,horizontal,2
