prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,10,901,horizontal,1,noise,949
5,10,902,horizontal,1,no_noise,706
5,10,903,vertical,1,no_noise,254
5,10,904,horizontal,2,noise,999
5,10,905,vertical,2,no_noise,324
5,10,906,horizontal,1,no_noise,850
5,10,907,vertical,1,noise,93
5,10,908,horizontal,1,no_noise,778
5,10,909,horizontal,2,noise,819
5,10,910,horizontal,1,no_noise,890
5,10,911,horizontal,2,no_noise,536
5,10,912,vertical,1,no_noise,394
5,10,913,vertical,2,no_noise,316
5,10,914,horizontal,1,no_noise,774
5,10,915,vertical,1,noise,137
5,10,916,vertical,2,no_noise,300
5,10,917,vertical,2,noise,135
5,10,918,vertical,2,noise,167
5,10,919,vertical,1,no_noise,78
5,10,920,vertical,2,no_noise,8
5,10,921,vertical,2,no_noise,496
5,10,922,vertical,2,no_noise,140
5,10,923,vertical,2,noise,31
5,10,924,horizontal,2,noise,719
5,10,925,vertical,2,no_noise,364
5,10,926,vertical,2,no_noise,348
5,10,927,vertical,2,noise,463
5,10,928,vertical,2,no_noise,468
5,10,929,vertical,2,noise,471
5,10,930,horizontal,2,noise,855
5,10,931,horizontal,1,noise,829
5,10,932,horizontal,1,noise,989
5,10,933,horizontal,2,noise,919
5,10,934,vertical,2,noise,411
5,10,935,vertical,1,noise,77
5,10,936,horizontal,2,noise,967
5,10,937,vertical,2,noise,47
5,10,938,horizontal,1,noise,681
5,10,939,horizontal,1,noise,937
5,10,940,vertical,2,no_noise,232
5,10,941,vertical,2,noise,259
5,10,942,vertical,2,noise,75
5,10,943,horizontal,1,no_noise,846
5,10,944,horizontal,1,noise,697
5,10,945,horizontal,2,no_noise,716
5,10,946,vertical,1,no_noise,210
5,10,947,horizontal,2,noise,807
5,10,948,vertical,2,noise,395
5,10,949,vertical,1,noise,125
5,10,950,horizontal,1,noise,865
5,10,951,vertical,2,no_noise,16
5,10,952,horizontal,2,no_noise,676
5,10,953,horizontal,1,noise,553
5,10,954,vertical,2,no_noise,356
5,10,955,horizontal,2,noise,843
5,10,956,horizontal,2,noise,739
5,10,957,horizontal,1,no_noise,802
5,10,958,vertical,2,no_noise,132
5,10,959,horizontal,1,noise,933
5,10,960,vertical,2,noise,243
5,10,961,horizontal,2,no_noise,768
5,10,962,vertical,2,noise,211
5,10,963,vertical,1,no_noise,90
5,10,964,vertical,2,noise,251
5,10,965,horizontal,2,noise,983
5,10,966,horizontal,2,no_noise,884
5,10,967,horizontal,2,noise,751
5,10,968,vertical,2,noise,79
5,10,969,vertical,1,noise,429
5,10,970,vertical,2,noise,283
5,10,971,horizontal,2,no_noise,776
5,10,972,horizontal,1,noise,957
5,10,973,vertical,1,no_noise,106
5,10,974,horizontal,1,no_noise,538
5,10,975,horizontal,1,noise,977
5,10,976,horizontal,2,no_noise,780
5,10,977,horizontal,2,noise,791
5,10,978,horizontal,1,no_noise,790
5,10,979,vertical,1,noise,357
5,10,980,vertical,1,no_noise,70
5,10,981,horizontal,1,noise,589
5,10,982,horizontal,2,no_noise,664
5,10,983,horizontal,1,no_noise,874
5,10,984,horizontal,1,noise,921
5,10,985,horizontal,1,noise,761
5,10,986,vertical,1,noise,37
5,10,987,horizontal,1,no_noise,970
5,10,988,horizontal,1,noise,757
5,10,989,horizontal,2,noise,595
5,10,990,horizontal,1,noise,537
5,10,991,vertical,2,noise,115
5,10,992,vertical,2,no_noise,312
5,10,993,horizontal,2,noise,859
5,10,994,vertical,1,noise,165
5,10,995,vertical,1,no_noise,194
5,10,996,vertical,1,noise,321
5,10,997,vertical,1,noise,161
5,10,998,vertical,2,noise,267
5,10,999,horizontal,2,noise,539
5,10,1000,horizontal,2,noise,747
