prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,8,701,vertical,2,noise,55
5,8,702,vertical,1,noise,481
5,8,703,horizontal,1,noise,545
5,8,704,vertical,1,no_noise,130
5,8,705,vertical,1,noise,129
5,8,706,vertical,1,no_noise,246
5,8,707,vertical,1,noise,317
5,8,708,horizontal,2,no_noise,1008
5,8,709,vertical,1,noise,421
5,8,710,horizontal,1,no_noise,982
5,8,711,vertical,2,noise,11
5,8,712,vertical,2,no_noise,328
5,8,713,vertical,2,no_noise,504
5,8,714,horizontal,1,noise,641
5,8,715,vertical,2,no_noise,276
5,8,716,vertical,2,no_noise,344
5,8,717,vertical,1,no_noise,186
5,8,718,horizontal,2,no_noise,816
5,8,719,vertical,2,noise,95
5,8,720,vertical,2,no_noise,52
5,8,721,horizontal,2,no_noise,592
5,8,722,vertical,1,no_noise,46
5,8,723,horizontal,2,noise,635
5,8,724,horizontal,2,noise,527
5,8,725,horizontal,1,no_noise,614
5,8,726,vertical,1,noise,353
5,8,727,horizontal,2,noise,627
5,8,728,vertical,1,noise,405
5,8,729,vertical,2,no_noise,68
5,8,730,horizontal,1,no_noise,822
5,8,731,vertical,2,no_noise,80
5,8,732,vertical,1,noise,41
5,8,733,vertical,1,no_noise,206
5,8,734,vertical,2,noise,443
5,8,735,horizontal,1,no_noise,990
5,8,736,vertical,2,noise,351
5,8,737,horizontal,1,noise,685
5,8,738,vertical,2,noise,367
5,8,739,horizontal,1,no_noise,806
5,8,740,vertical,2,noise,423
5,8,741,horizontal,1,no_noise,526
5,8,742,horizontal,2,no_noise,948
5,8,743,horizontal,2,noise,651
5,8,744,horizontal,2,no_noise,828
5,8,745,horizontal,2,noise,879
5,8,746,horizontal,1,no_noise,898
5,8,747,vertical,1,noise,409
5,8,748,vertical,2,noise,263
5,8,749,horizontal,1,no_noise,666
5,8,750,vertical,1,noise,309
5,8,751,vertical,1,noise,57
5,8,752,vertical,1,noise,25
5,8,753,vertical,1,no_noise,498
5,8,754,vertical,2,no_noise,384
5,8,755,horizontal,2,noise,691
5,8,756,vertical,2,no_noise,308
5,8,757,vertical,1,no_noise,302
5,8,758,horizontal,1,noise,781
5,8,759,vertical,1,no_noise,494
5,8,760,horizontal,2,no_noise,876
5,8,761,horizontal,1,noise,785
5,8,762,vertical,1,no_noise,98
5,8,763,horizontal,2,no_noise,516
5,8,764,horizontal,1,noise,693
5,8,765,vertical,1,no_noise,286
5,8,766,vertical,2,noise,491
5,8,767,vertical,1,noise,89
5,8,768,vertical,1,noise,333
5,8,769,horizontal,2,noise,559
5,8,770,horizontal,2,no_noise,556
5,8,771,horizontal,1,no_noise,966
5,8,772,horizontal,2,no_noise,736
5,8,773,vertical,1,no_noise,490
5,8,774,vertical,2,no_noise,208
5,8,775,vertical,2,no_noise,376
5,8,776,vertical,1,no_noise,326
5,8,777,horizontal,1,noise,749
5,8,778,horizontal,2,noise,779
5,8,779,vertical,1,no_noise,162
5,8,780,horizontal,2,no_noise,964
5,8,781,vertical,1,noise,101
5,8,782,vertical,2,noise,403
5,8,783,horizontal,1,noise,509
5,8,784,horizontal,2,noise,711
5,8,785,vertical,1,no_noise,426
5,8,786,horizontal,2,no_noise,656
5,8,787,horizontal,1,noise,705
5,8,788,vertical,2,noise,475
5,8,789,horizontal,1,no_noise,786
5,8,790,horizontal,1,noise,733
5,8,791,vertical,2,no_noise,72
5,8,792,vertical,2,noise,479
5,8,793,vertical,1,no_noise,306
5,8,794,horizontal,1,no_noise,686
5,8,795,horizontal,2,no_noise,980
5,8,796,vertical,1,no_noise,398
5,8,797,vertical,2,noise,163
5,8,798,vertical,1,no_noise,10
5,8,799,horizontal,1,no_noise,758
5,8,800,horizontal,1,no_noise,514
