prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,5,401,2,horizontal,824,no_noise
2,5,402,1,vertical,301,noise
2,5,403,2,horizontal,1000,no_noise
2,5,404,2,horizontal,555,noise
2,5,405,2,horizontal,811,noise
2,5,406,2,horizontal,771,noise
2,5,407,1,horizontal,602,no_noise
2,5,408,1,vertical,337,noise
2,5,409,2,vertical,368,no_noise
2,5,410,2,horizontal,808,no_noise
2,5,411,1,vertical,238,no_noise
2,5,412,2,vertical,276,no_noise
2,5,413,2,vertical,147,noise
2,5,414,2,vertical,351,noise
2,5,415,1,vertical,154,no_noise
2,5,416,2,vertical,140,no_noise
2,5,417,1,horizontal,878,no_noise
2,5,418,1,vertical,218,no_noise
2,5,419,2,horizontal,608,no_noise
2,5,420,1,vertical,478,no_noise
2,5,421,1,horizontal,529,noise
2,5,422,2,vertical,71,noise
2,5,423,1,vertical,429,noise
2,5,424,1,horizontal,881,noise
2,5,425,1,horizontal,994,no_noise
2,5,426,2,vertical,27,noise
2,5,427,1,vertical,318,no_noise
2,5,428,1,horizontal,706,no_noise
2,5,429,1,horizontal,513,noise
2,5,430,2,vertical,119,noise
2,5,431,1,vertical,298,no_noise
2,5,432,1,horizontal,550,no_noise
2,5,433,1,horizontal,510,no_noise
2,5,434,2,horizontal,728,no_noise
2,5,435,2,horizontal,947,noise
2,5,436,2,horizontal,847,noise
2,5,437,2,vertical,335,noise
2,5,438,1,vertical,357,noise
2,5,439,2,vertical,332,no_noise
2,5,440,2,horizontal,744,no_noise
2,5,441,2,horizontal,848,no_noise
2,5,442,2,vertical,412,no_noise
2,5,443,2,vertical,139,noise
2,5,444,2,vertical,199,noise
2,5,445,2,vertical,211,noise
2,5,446,2,vertical,479,noise
2,5,447,2,vertical,284,no_noise
2,5,448,1,horizontal,954,no_noise
2,5,449,2,vertical,31,noise
2,5,450,1,horizontal,737,noise
2,5,451,2,horizontal,891,noise
2,5,452,1,horizontal,593,noise
2,5,453,1,vertical,229,noise
2,5,454,1,vertical,81,noise
2,5,455,1,horizontal,802,no_noise
2,5,456,2,vertical,188,no_noise
2,5,457,1,vertical,250,no_noise
2,5,458,1,horizontal,609,noise
2,5,459,1,horizontal,721,noise
2,5,460,1,horizontal,857,noise
2,5,461,1,horizontal,642,no_noise
2,5,462,1,vertical,358,no_noise
2,5,463,2,vertical,207,noise
2,5,464,1,vertical,477,noise
2,5,465,1,vertical,117,noise
2,5,466,1,vertical,322,no_noise
2,5,467,2,horizontal,519,noise
2,5,468,1,vertical,246,no_noise
2,5,469,2,horizontal,952,no_noise
2,5,470,1,horizontal,534,no_noise
2,5,471,2,vertical,236,no_noise
2,5,472,1,vertical,41,noise
2,5,473,1,horizontal,669,noise
2,5,474,2,horizontal,668,no_noise
2,5,475,1,vertical,278,no_noise
2,5,476,2,vertical,144,no_noise
2,5,477,2,vertical,203,noise
2,5,478,2,vertical,447,noise
2,5,479,2,vertical,195,noise
2,5,480,2,horizontal,639,noise
2,5,481,1,horizontal,590,no_noise
2,5,482,1,vertical,185,noise
2,5,483,2,horizontal,1004,no_noise
2,5,484,1,vertical,430,no_noise
2,5,485,1,vertical,186,no_noise
2,5,486,1,horizontal,525,noise
2,5,487,2,vertical,187,noise
2,5,488,1,horizontal,761,noise
2,5,489,1,horizontal,685,noise
2,5,490,2,vertical,499,noise
2,5,491,2,vertical,55,noise
2,5,492,1,horizontal,585,noise
2,5,493,1,vertical,389,noise
2,5,494,1,vertical,166,no_noise
2,5,495,2,horizontal,564,no_noise
2,5,496,1,vertical,270,no_noise
2,5,497,1,horizontal,866,no_noise
2,5,498,2,horizontal,684,no_noise
2,5,499,1,horizontal,522,no_noise
2,5,500,1,horizontal,926,no_noise
