prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,9,801,horizontal,1,noise,665
5,9,802,horizontal,1,noise,941
5,9,803,vertical,2,noise,195
5,9,804,horizontal,1,noise,637
5,9,805,vertical,2,no_noise,196
5,9,806,horizontal,1,no_noise,714
5,9,807,horizontal,2,noise,575
5,9,808,vertical,2,no_noise,352
5,9,809,vertical,1,noise,441
5,9,810,horizontal,2,no_noise,692
5,9,811,vertical,1,no_noise,378
5,9,812,horizontal,1,noise,649
5,9,813,vertical,1,no_noise,334
5,9,814,vertical,1,noise,45
5,9,815,horizontal,1,no_noise,946
5,9,816,vertical,1,no_noise,190
5,9,817,vertical,1,noise,221
5,9,818,horizontal,1,noise,997
5,9,819,horizontal,1,no_noise,634
5,9,820,vertical,2,noise,199
5,9,821,horizontal,1,noise,569
5,9,822,vertical,1,noise,249
5,9,823,vertical,2,noise,431
5,9,824,vertical,2,no_noise,144
5,9,825,vertical,2,noise,15
5,9,826,vertical,1,noise,209
5,9,827,horizontal,1,noise,573
5,9,828,horizontal,2,noise,687
5,9,829,vertical,2,noise,255
5,9,830,vertical,1,noise,149
5,9,831,vertical,1,no_noise,290
5,9,832,horizontal,2,no_noise,1000
5,9,833,horizontal,1,noise,805
5,9,834,vertical,1,noise,425
5,9,835,vertical,1,noise,49
5,9,836,horizontal,1,no_noise,938
5,9,837,vertical,1,no_noise,402
5,9,838,horizontal,1,noise,945
5,9,839,horizontal,1,no_noise,650
5,9,840,vertical,1,no_noise,126
5,9,841,vertical,1,noise,437
5,9,842,horizontal,1,noise,877
5,9,843,horizontal,2,noise,995
5,9,844,horizontal,2,no_noise,976
5,9,845,vertical,1,no_noise,30
5,9,846,horizontal,1,no_noise,702
5,9,847,horizontal,1,noise,969
5,9,848,horizontal,1,no_noise,594
5,9,849,vertical,1,no_noise,450
5,9,850,vertical,1,no_noise,366
5,9,851,horizontal,2,noise,735
5,9,852,vertical,2,no_noise,392
5,9,853,horizontal,1,no_noise,858
5,9,854,horizontal,1,noise,549
5,9,855,vertical,1,no_noise,298
5,9,856,horizontal,1,noise,985
5,9,857,horizontal,1,no_noise,550
5,9,858,horizontal,1,no_noise,958
5,9,859,vertical,2,noise,107
5,9,860,horizontal,2,noise,763
5,9,861,vertical,2,noise,291
5,9,862,horizontal,1,noise,753
5,9,863,horizontal,1,no_noise,978
5,9,864,vertical,1,no_noise,258
5,9,865,vertical,1,noise,201
5,9,866,vertical,1,noise,433
5,9,867,horizontal,1,no_noise,734
5,9,868,horizontal,2,noise,619
5,9,869,horizontal,1,no_noise,710
5,9,870,vertical,1,noise,237
5,9,871,horizontal,1,no_noise,794
5,9,872,horizontal,2,noise,643
5,9,873,vertical,2,no_noise,252
5,9,874,vertical,2,noise,399
5,9,875,horizontal,1,no_noise,1006
5,9,876,horizontal,2,noise,631
5,9,877,vertical,2,no_noise,88
5,9,878,vertical,2,no_noise,268
5,9,879,vertical,1,no_noise,262
5,9,880,horizontal,1,no_noise,782
5,9,881,vertical,1,noise,97
5,9,882,vertical,1,noise,213
5,9,883,horizontal,2,no_noise,932
5,9,884,vertical,2,noise,343
5,9,885,horizontal,1,noise,577
5,9,886,horizontal,1,noise,821
5,9,887,vertical,1,noise,445
5,9,888,horizontal,2,no_noise,708
5,9,889,horizontal,1,no_noise,766
5,9,890,horizontal,2,no_noise,732
5,9,891,vertical,2,no_noise,420
5,9,892,vertical,2,noise,23
5,9,893,horizontal,1,noise,653
5,9,894,vertical,2,noise,375
5,9,895,vertical,1,no_noise,198
5,9,896,horizontal,1,no_noise,854
5,9,897,vertical,1,no_noise,382
5,9,898,horizontal,2,noise,823
5,9,899,horizontal,2,no_noise,552
5,9,900,vertical,2,noise,19
