prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
3,10,901,1,vertical,370,no_noise
3,10,902,1,vertical,113,noise
3,10,903,1,horizontal,645,noise
3,10,904,2,vertical,68,no_noise
3,10,905,1,horizontal,689,noise
3,10,906,1,horizontal,541,noise
3,10,907,2,vertical,256,no_noise
3,10,908,2,horizontal,571,noise
3,10,909,1,vertical,302,no_noise
3,10,910,1,horizontal,1006,no_noise
3,10,911,2,vertical,364,no_noise
3,10,912,1,horizontal,1002,no_noise
3,10,913,2,horizontal,943,noise
3,10,914,2,vertical,7,noise
3,10,915,2,horizontal,592,no_noise
3,10,916,1,horizontal,809,noise
3,10,917,1,horizontal,778,no_noise
3,10,918,1,horizontal,885,noise
3,10,919,1,horizontal,905,noise
3,10,920,2,horizontal,596,no_noise
3,10,921,1,vertical,18,no_noise
3,10,922,1,horizontal,517,noise
3,10,923,1,horizontal,977,noise
3,10,924,2,vertical,455,noise
3,10,925,1,horizontal,990,no_noise
3,10,926,1,vertical,422,no_noise
3,10,927,1,vertical,62,no_noise
3,10,928,1,vertical,149,noise
3,10,929,1,horizontal,537,noise
3,10,930,1,horizontal,717,noise
3,10,931,2,vertical,39,noise
3,10,932,1,vertical,309,noise
3,10,933,1,vertical,262,no_noise
3,10,934,2,vertical,59,noise
3,10,935,1,horizontal,677,noise
3,10,936,1,vertical,410,no_noise
3,10,937,1,vertical,442,no_noise
3,10,938,2,horizontal,931,noise
3,10,939,1,horizontal,901,noise
3,10,940,1,horizontal,829,noise
3,10,941,1,horizontal,654,no_noise
3,10,942,1,vertical,53,noise
3,10,943,1,horizontal,925,noise
3,10,944,2,vertical,247,noise
3,10,945,2,horizontal,903,noise
3,10,946,2,horizontal,767,noise
3,10,947,2,horizontal,568,no_noise
3,10,948,1,horizontal,890,no_noise
3,10,949,1,vertical,317,noise
3,10,950,1,horizontal,1001,noise
3,10,951,2,vertical,284,no_noise
3,10,952,2,horizontal,588,no_noise
3,10,953,2,horizontal,932,no_noise
3,10,954,2,horizontal,831,noise
3,10,955,2,horizontal,959,noise
3,10,956,2,vertical,427,noise
3,10,957,2,vertical,347,noise
3,10,958,1,vertical,453,noise
3,10,959,2,horizontal,612,no_noise
3,10,960,1,vertical,102,no_noise
3,10,961,1,horizontal,718,no_noise
3,10,962,2,horizontal,807,noise
3,10,963,1,vertical,342,no_noise
3,10,964,1,vertical,322,no_noise
3,10,965,2,horizontal,944,no_noise
3,10,966,2,horizontal,584,no_noise
3,10,967,2,horizontal,996,no_noise
3,10,968,2,horizontal,567,noise
3,10,969,2,horizontal,803,noise
3,10,970,1,horizontal,762,no_noise
3,10,971,1,horizontal,845,noise
3,10,972,2,vertical,448,no_noise
3,10,973,1,vertical,57,noise
3,10,974,1,horizontal,761,noise
3,10,975,1,horizontal,914,no_noise
3,10,976,2,vertical,156,no_noise
3,10,977,1,vertical,502,no_noise
3,10,978,2,horizontal,975,noise
3,10,979,2,vertical,480,no_noise
3,10,980,1,horizontal,693,noise
3,10,981,1,vertical,213,noise
3,10,982,2,horizontal,860,no_noise
3,10,983,1,vertical,178,no_noise
3,10,984,1,horizontal,946,no_noise
3,10,985,2,horizontal,963,noise
3,10,986,2,horizontal,904,no_noise
3,10,987,1,vertical,429,noise
3,10,988,2,horizontal,876,no_noise
3,10,989,1,vertical,470,no_noise
3,10,990,1,vertical,402,no_noise
3,10,991,2,horizontal,800,no_noise
3,10,992,1,horizontal,518,no_noise
3,10,993,1,horizontal,509,noise
3,10,994,2,horizontal,712,no_noise
3,10,995,1,vertical,465,noise
3,10,996,2,horizontal,676,no_noise
3,10,997,1,vertical,210,no_noise
3,10,998,1,vertical,445,noise
3,10,999,1,vertical,26,no_noise
3,10,1000,1,vertical,417,noise
