prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
3,8,701,2,horizontal,820,no_noise
3,8,702,2,vertical,79,noise
3,8,703,2,vertical,163,noise
3,8,704,2,horizontal,787,noise
3,8,705,2,horizontal,576,no_noise
3,8,706,2,horizontal,520,no_noise
3,8,707,2,vertical,419,noise
3,8,708,2,vertical,143,noise
3,8,709,2,vertical,471,noise
3,8,710,2,vertical,283,noise
3,8,711,1,horizontal,873,noise
3,8,712,1,vertical,46,no_noise
3,8,713,1,vertical,289,noise
3,8,714,2,horizontal,524,no_noise
3,8,715,1,vertical,409,noise
3,8,716,2,vertical,392,no_noise
3,8,717,1,vertical,354,no_noise
3,8,718,2,horizontal,1003,noise
3,8,719,2,vertical,343,noise
3,8,720,1,horizontal,617,noise
3,8,721,2,vertical,255,noise
3,8,722,1,vertical,318,no_noise
3,8,723,2,vertical,500,no_noise
3,8,724,1,vertical,214,no_noise
3,8,725,2,horizontal,515,noise
3,8,726,2,vertical,239,noise
3,8,727,2,horizontal,920,no_noise
3,8,728,2,horizontal,640,no_noise
3,8,729,2,vertical,104,no_noise
3,8,730,2,vertical,383,noise
3,8,731,1,vertical,74,no_noise
3,8,732,1,horizontal,949,noise
3,8,733,1,horizontal,545,noise
3,8,734,1,horizontal,842,no_noise
3,8,735,1,vertical,125,noise
3,8,736,1,vertical,66,no_noise
3,8,737,2,vertical,115,noise
3,8,738,2,horizontal,619,noise
3,8,739,1,vertical,146,no_noise
3,8,740,1,vertical,226,no_noise
3,8,741,1,vertical,225,noise
3,8,742,1,vertical,382,no_noise
3,8,743,1,vertical,193,noise
3,8,744,2,horizontal,923,noise
3,8,745,2,horizontal,768,no_noise
3,8,746,1,vertical,118,no_noise
3,8,747,1,vertical,130,no_noise
3,8,748,1,vertical,290,no_noise
3,8,749,2,horizontal,624,no_noise
3,8,750,1,vertical,197,noise
3,8,751,1,vertical,362,no_noise
3,8,752,1,vertical,30,no_noise
3,8,753,1,vertical,473,noise
3,8,754,1,horizontal,830,no_noise
3,8,755,2,vertical,260,no_noise
3,8,756,1,horizontal,898,no_noise
3,8,757,2,horizontal,599,noise
3,8,758,2,vertical,308,no_noise
3,8,759,2,horizontal,792,no_noise
3,8,760,2,vertical,488,no_noise
3,8,761,1,vertical,394,no_noise
3,8,762,2,vertical,200,no_noise
3,8,763,2,vertical,372,no_noise
3,8,764,1,vertical,338,no_noise
3,8,765,2,horizontal,744,no_noise
3,8,766,2,vertical,316,no_noise
3,8,767,1,horizontal,986,no_noise
3,8,768,1,vertical,490,no_noise
3,8,769,2,horizontal,851,noise
3,8,770,1,vertical,441,noise
3,8,771,2,vertical,75,noise
3,8,772,1,horizontal,665,noise
3,8,773,2,horizontal,844,no_noise
3,8,774,2,horizontal,627,noise
3,8,775,2,horizontal,839,noise
3,8,776,1,vertical,261,noise
3,8,777,2,horizontal,936,no_noise
3,8,778,1,vertical,389,noise
3,8,779,2,horizontal,951,noise
3,8,780,1,vertical,134,no_noise
3,8,781,2,horizontal,668,no_noise
3,8,782,2,horizontal,695,noise
3,8,783,2,vertical,443,noise
3,8,784,1,horizontal,650,no_noise
3,8,785,2,horizontal,548,no_noise
3,8,786,2,vertical,395,noise
3,8,787,2,horizontal,784,no_noise
3,8,788,1,vertical,306,no_noise
3,8,789,1,vertical,269,noise
3,8,790,1,vertical,405,noise
3,8,791,2,vertical,223,noise
3,8,792,2,vertical,416,no_noise
3,8,793,1,horizontal,1005,noise
3,8,794,2,horizontal,575,noise
3,8,795,1,vertical,249,noise
3,8,796,1,horizontal,794,no_noise
3,8,797,1,vertical,141,noise
3,8,798,1,vertical,265,noise
3,8,799,1,vertical,437,noise
3,8,800,1,vertical,110,no_noise
