prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,9,801,2,vertical,344,no_noise
2,9,802,2,horizontal,959,noise
2,9,803,1,vertical,213,noise
2,9,804,2,horizontal,700,no_noise
2,9,805,1,vertical,373,noise
2,9,806,1,vertical,305,noise
2,9,807,2,vertical,455,noise
2,9,808,2,horizontal,716,no_noise
2,9,809,2,vertical,468,no_noise
2,9,810,1,horizontal,778,no_noise
2,9,811,2,vertical,204,no_noise
2,9,812,1,vertical,261,noise
2,9,813,1,vertical,114,no_noise
2,9,814,1,vertical,150,no_noise
2,9,815,2,vertical,492,no_noise
2,9,816,2,horizontal,888,no_noise
2,9,817,2,vertical,132,no_noise
2,9,818,1,horizontal,621,noise
2,9,819,2,vertical,340,no_noise
2,9,820,1,vertical,45,noise
2,9,821,1,horizontal,666,no_noise
2,9,822,1,vertical,361,noise
2,9,823,2,horizontal,916,no_noise
2,9,824,2,horizontal,559,noise
2,9,825,2,horizontal,560,no_noise
2,9,826,1,horizontal,533,noise
2,9,827,1,horizontal,798,no_noise
2,9,828,1,horizontal,845,noise
2,9,829,1,horizontal,837,noise
2,9,830,2,horizontal,735,noise
2,9,831,1,vertical,254,no_noise
2,9,832,2,vertical,312,no_noise
2,9,833,1,horizontal,921,noise
2,9,834,1,vertical,121,noise
2,9,835,1,vertical,197,noise
2,9,836,2,vertical,135,noise
2,9,837,2,vertical,456,no_noise
2,9,838,2,vertical,47,noise
2,9,839,1,horizontal,709,noise
2,9,840,1,vertical,334,no_noise
2,9,841,1,vertical,381,noise
2,9,842,2,horizontal,551,noise
2,9,843,1,vertical,61,noise
2,9,844,2,horizontal,784,no_noise
2,9,845,2,vertical,95,noise
2,9,846,2,vertical,115,noise
2,9,847,2,vertical,395,noise
2,9,848,1,horizontal,654,no_noise
2,9,849,1,horizontal,626,no_noise
2,9,850,2,horizontal,624,no_noise
2,9,851,1,vertical,66,no_noise
2,9,852,1,vertical,414,no_noise
2,9,853,1,vertical,489,noise
2,9,854,1,vertical,26,no_noise
2,9,855,1,horizontal,726,no_noise
2,9,856,1,horizontal,745,noise
2,9,857,2,vertical,443,noise
2,9,858,1,horizontal,862,no_noise
2,9,859,2,horizontal,971,noise
2,9,860,2,horizontal,692,no_noise
2,9,861,2,vertical,111,noise
2,9,862,2,horizontal,760,no_noise
2,9,863,2,vertical,7,noise
2,9,864,1,horizontal,946,no_noise
2,9,865,2,horizontal,792,no_noise
2,9,866,2,horizontal,524,no_noise
2,9,867,1,horizontal,598,no_noise
2,9,868,1,horizontal,574,no_noise
2,9,869,1,vertical,257,noise
2,9,870,1,horizontal,617,noise
2,9,871,2,horizontal,835,noise
2,9,872,1,horizontal,966,no_noise
2,9,873,2,horizontal,563,noise
2,9,874,1,vertical,285,noise
2,9,875,1,vertical,137,noise
2,9,876,2,vertical,319,noise
2,9,877,1,vertical,25,noise
2,9,878,2,horizontal,767,noise
2,9,879,2,vertical,372,no_noise
2,9,880,1,horizontal,893,noise
2,9,881,1,vertical,6,no_noise
2,9,882,2,horizontal,511,noise
2,9,883,1,horizontal,714,no_noise
2,9,884,1,horizontal,814,no_noise
2,9,885,2,horizontal,516,no_noise
2,9,886,2,horizontal,675,noise
2,9,887,1,horizontal,1001,noise
2,9,888,2,horizontal,832,no_noise
2,9,889,2,horizontal,819,noise
2,9,890,2,vertical,299,noise
2,9,891,2,vertical,235,noise
2,9,892,2,horizontal,640,no_noise
2,9,893,1,vertical,109,noise
2,9,894,1,vertical,486,no_noise
2,9,895,2,horizontal,872,no_noise
2,9,896,1,vertical,422,no_noise
2,9,897,1,horizontal,741,noise
2,9,898,1,horizontal,673,noise
2,9,899,1,vertical,482,no_noise
2,9,900,1,vertical,182,no_noise
