prot_id,prot_subset,trial_id,noise_present,trajectory_id,line_orientation,no_targets
4,2,101,no_noise,526,horizontal,1
4,2,102,no_noise,702,horizontal,1
4,2,103,noise,173,vertical,1
4,2,104,noise,647,horizontal,2
4,2,105,noise,597,horizontal,1
4,2,106,noise,767,horizontal,2
4,2,107,no_noise,402,vertical,1
4,2,108,noise,221,vertical,1
4,2,109,noise,981,horizontal,1
4,2,110,noise,951,horizontal,2
4,2,111,no_noise,748,horizontal,2
4,2,112,noise,269,vertical,1
4,2,113,no_noise,734,horizontal,1
4,2,114,noise,625,horizontal,1
4,2,115,no_noise,596,horizontal,2
4,2,116,noise,817,horizontal,1
4,2,117,noise,141,vertical,1
4,2,118,no_noise,86,vertical,1
4,2,119,noise,419,vertical,2
4,2,120,no_noise,108,vertical,2
4,2,121,no_noise,254,vertical,1
4,2,122,noise,737,horizontal,1
4,2,123,no_noise,128,vertical,2
4,2,124,no_noise,494,vertical,1
4,2,125,no_noise,486,vertical,1
4,2,126,no_noise,446,vertical,1
4,2,127,noise,169,vertical,1
4,2,128,no_noise,366,vertical,1
4,2,129,no_noise,714,horizontal,1
4,2,130,no_noise,280,vertical,2
4,2,131,no_noise,622,horizontal,1
4,2,132,noise,839,horizontal,2
4,2,133,no_noise,360,vertical,2
4,2,134,no_noise,216,vertical,2
4,2,135,no_noise,754,horizontal,1
4,2,136,no_noise,816,horizontal,2
4,2,137,noise,121,vertical,1
4,2,138,no_noise,246,vertical,1
4,2,139,no_noise,276,vertical,2
4,2,140,noise,195,vertical,2
4,2,141,no_noise,262,vertical,1
4,2,142,no_noise,536,horizontal,2
4,2,143,no_noise,796,horizontal,2
4,2,144,no_noise,242,vertical,1
4,2,145,no_noise,992,horizontal,2
4,2,146,noise,993,horizontal,1
4,2,147,noise,983,horizontal,2
4,2,148,noise,785,horizontal,1
4,2,149,no_noise,752,horizontal,2
4,2,150,no_noise,236,vertical,2
4,2,151,noise,609,horizontal,1
4,2,152,no_noise,206,vertical,1
4,2,153,no_noise,94,vertical,1
4,2,154,no_noise,436,vertical,2
4,2,155,no_noise,518,horizontal,1
4,2,156,no_noise,808,horizontal,2
4,2,157,noise,23,vertical,2
4,2,158,no_noise,492,vertical,2
4,2,159,noise,723,horizontal,2
4,2,160,noise,83,vertical,2
4,2,161,no_noise,352,vertical,2
4,2,162,noise,391,vertical,2
4,2,163,no_noise,342,vertical,1
4,2,164,noise,827,horizontal,2
4,2,165,noise,645,horizontal,1
4,2,166,no_noise,666,horizontal,1
4,2,167,noise,545,horizontal,1
4,2,168,noise,925,horizontal,1
4,2,169,noise,375,vertical,2
4,2,170,noise,905,horizontal,1
4,2,171,no_noise,482,vertical,1
4,2,172,no_noise,652,horizontal,2
4,2,173,noise,279,vertical,2
4,2,174,no_noise,520,horizontal,2
4,2,175,noise,153,vertical,1
4,2,176,no_noise,168,vertical,2
4,2,177,noise,913,horizontal,1
4,2,178,no_noise,636,horizontal,2
4,2,179,noise,591,horizontal,2
4,2,180,noise,37,vertical,1
4,2,181,no_noise,760,horizontal,2
4,2,182,noise,979,horizontal,2
4,2,183,noise,273,vertical,1
4,2,184,noise,931,horizontal,2
4,2,185,no_noise,116,vertical,2
4,2,186,noise,629,horizontal,1
4,2,187,no_noise,36,vertical,2
4,2,188,no_noise,272,vertical,2
4,2,189,no_noise,780,horizontal,2
4,2,190,noise,887,horizontal,2
4,2,191,no_noise,244,vertical,2
4,2,192,noise,311,vertical,2
4,2,193,no_noise,336,vertical,2
4,2,194,no_noise,258,vertical,1
4,2,195,no_noise,372,vertical,2
4,2,196,no_noise,376,vertical,2
4,2,197,noise,349,vertical,1
4,2,198,no_noise,20,vertical,2
4,2,199,noise,949,horizontal,1
4,2,200,noise,489,vertical,1
