prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,8,701,1,horizontal,577,noise
2,8,702,2,vertical,444,no_noise
2,8,703,2,vertical,480,no_noise
2,8,704,2,vertical,440,no_noise
2,8,705,2,vertical,491,noise
2,8,706,2,vertical,11,noise
2,8,707,2,horizontal,620,no_noise
2,8,708,1,vertical,17,noise
2,8,709,2,horizontal,752,no_noise
2,8,710,2,horizontal,851,noise
2,8,711,2,vertical,448,no_noise
2,8,712,2,vertical,392,no_noise
2,8,713,2,horizontal,604,no_noise
2,8,714,1,horizontal,833,noise
2,8,715,2,horizontal,695,noise
2,8,716,2,vertical,251,noise
2,8,717,1,horizontal,890,no_noise
2,8,718,1,vertical,38,no_noise
2,8,719,1,horizontal,526,no_noise
2,8,720,2,horizontal,531,noise
2,8,721,2,vertical,459,noise
2,8,722,1,horizontal,777,noise
2,8,723,1,vertical,330,no_noise
2,8,724,1,horizontal,606,no_noise
2,8,725,1,vertical,198,no_noise
2,8,726,1,vertical,153,noise
2,8,727,2,horizontal,920,no_noise
2,8,728,2,horizontal,783,noise
2,8,729,1,horizontal,562,no_noise
2,8,730,2,vertical,264,no_noise
2,8,731,1,horizontal,702,no_noise
2,8,732,1,vertical,309,noise
2,8,733,1,horizontal,749,noise
2,8,734,2,horizontal,956,no_noise
2,8,735,2,horizontal,671,noise
2,8,736,2,horizontal,887,noise
2,8,737,2,vertical,180,no_noise
2,8,738,2,horizontal,583,noise
2,8,739,1,vertical,497,noise
2,8,740,2,vertical,464,no_noise
2,8,741,2,horizontal,919,noise
2,8,742,2,vertical,275,noise
2,8,743,2,vertical,500,no_noise
2,8,744,1,horizontal,570,no_noise
2,8,745,2,vertical,475,noise
2,8,746,1,horizontal,950,no_noise
2,8,747,1,vertical,174,no_noise
2,8,748,1,vertical,269,noise
2,8,749,2,vertical,19,noise
2,8,750,1,vertical,413,noise
2,8,751,1,vertical,290,no_noise
2,8,752,2,horizontal,748,no_noise
2,8,753,1,horizontal,750,no_noise
2,8,754,1,vertical,29,noise
2,8,755,2,vertical,323,noise
2,8,756,1,horizontal,902,no_noise
2,8,757,1,vertical,210,no_noise
2,8,758,1,vertical,494,no_noise
2,8,759,1,vertical,501,noise
2,8,760,2,vertical,484,no_noise
2,8,761,2,vertical,495,noise
2,8,762,2,vertical,92,no_noise
2,8,763,2,vertical,408,no_noise
2,8,764,1,horizontal,670,no_noise
2,8,765,1,horizontal,870,no_noise
2,8,766,1,horizontal,785,noise
2,8,767,1,vertical,222,no_noise
2,8,768,1,horizontal,613,noise
2,8,769,2,vertical,91,noise
2,8,770,1,vertical,338,no_noise
2,8,771,2,vertical,320,no_noise
2,8,772,1,vertical,289,noise
2,8,773,2,horizontal,983,noise
2,8,774,2,horizontal,855,noise
2,8,775,1,horizontal,730,no_noise
2,8,776,1,vertical,138,no_noise
2,8,777,1,horizontal,738,no_noise
2,8,778,1,horizontal,766,no_noise
2,8,779,2,horizontal,696,no_noise
2,8,780,2,vertical,12,no_noise
2,8,781,1,horizontal,949,noise
2,8,782,2,vertical,403,noise
2,8,783,1,vertical,113,noise
2,8,784,2,horizontal,788,no_noise
2,8,785,2,horizontal,732,no_noise
2,8,786,1,vertical,385,noise
2,8,787,2,horizontal,863,noise
2,8,788,1,horizontal,582,no_noise
2,8,789,1,horizontal,746,no_noise
2,8,790,1,horizontal,581,noise
2,8,791,1,horizontal,546,no_noise
2,8,792,2,horizontal,724,no_noise
2,8,793,1,horizontal,894,no_noise
2,8,794,1,vertical,161,noise
2,8,795,1,horizontal,882,no_noise
2,8,796,2,horizontal,803,noise
2,8,797,2,horizontal,680,no_noise
2,8,798,1,horizontal,961,noise
2,8,799,2,horizontal,967,noise
2,8,800,2,horizontal,520,no_noise
