prot_id,prot_subset,trial_id,no_targets,trajectory_id,noise_present,line_orientation
6,8,701,2,20,no_noise,vertical
6,8,702,1,305,noise,vertical
6,8,703,1,886,no_noise,horizontal
6,8,704,1,266,no_noise,vertical
6,8,705,1,277,noise,vertical
6,8,706,1,978,no_noise,horizontal
6,8,707,2,580,no_noise,horizontal
6,8,708,2,155,noise,vertical
6,8,709,1,34,no_noise,vertical
6,8,710,1,973,noise,horizontal
6,8,711,2,783,noise,horizontal
6,8,712,2,199,noise,vertical
6,8,713,1,693,noise,horizontal
6,8,714,2,347,noise,vertical
6,8,715,2,831,noise,horizontal
6,8,716,2,328,no_noise,vertical
6,8,717,1,314,no_noise,vertical
6,8,718,1,634,no_noise,horizontal
6,8,719,2,492,no_noise,vertical
6,8,720,2,448,no_noise,vertical
6,8,721,2,880,no_noise,horizontal
6,8,722,1,289,noise,vertical
6,8,723,1,18,no_noise,vertical
6,8,724,1,785,noise,horizontal
6,8,725,2,1004,no_noise,horizontal
6,8,726,2,208,no_noise,vertical
6,8,727,1,153,noise,vertical
6,8,728,2,991,noise,horizontal
6,8,729,1,106,no_noise,vertical
6,8,730,1,573,noise,horizontal
6,8,731,1,157,noise,vertical
6,8,732,2,615,noise,horizontal
6,8,733,2,440,no_noise,vertical
6,8,734,1,425,noise,vertical
6,8,735,2,835,noise,horizontal
6,8,736,2,135,noise,vertical
6,8,737,1,330,no_noise,vertical
6,8,738,1,370,no_noise,vertical
6,8,739,1,598,no_noise,horizontal
6,8,740,2,67,noise,vertical
6,8,741,1,962,no_noise,horizontal
6,8,742,2,355,noise,vertical
6,8,743,1,154,no_noise,vertical
6,8,744,2,608,no_noise,horizontal
6,8,745,1,229,noise,vertical
6,8,746,1,338,no_noise,vertical
6,8,747,1,470,no_noise,vertical
6,8,748,1,5,noise,vertical
6,8,749,1,726,no_noise,horizontal
6,8,750,2,603,noise,horizontal
6,8,751,2,47,noise,vertical
6,8,752,1,1001,noise,horizontal
6,8,753,2,164,no_noise,vertical
6,8,754,2,955,noise,horizontal
6,8,755,1,578,no_noise,horizontal
6,8,756,1,822,no_noise,horizontal
6,8,757,1,974,no_noise,horizontal
6,8,758,2,443,noise,vertical
6,8,759,2,692,no_noise,horizontal
6,8,760,2,864,no_noise,horizontal
6,8,761,2,688,no_noise,horizontal
6,8,762,2,364,no_noise,vertical
6,8,763,2,719,noise,horizontal
6,8,764,1,282,no_noise,vertical
6,8,765,2,423,noise,vertical
6,8,766,2,483,noise,vertical
6,8,767,1,210,no_noise,vertical
6,8,768,1,482,no_noise,vertical
6,8,769,1,773,noise,horizontal
6,8,770,1,390,no_noise,vertical
6,8,771,1,481,noise,vertical
6,8,772,1,910,no_noise,horizontal
6,8,773,2,779,noise,horizontal
6,8,774,1,238,no_noise,vertical
6,8,775,2,815,noise,horizontal
6,8,776,1,690,no_noise,horizontal
6,8,777,2,844,no_noise,horizontal
6,8,778,1,293,noise,vertical
6,8,779,2,667,noise,horizontal
6,8,780,1,22,no_noise,vertical
6,8,781,1,569,noise,horizontal
6,8,782,1,501,noise,vertical
6,8,783,2,295,noise,vertical
6,8,784,1,686,no_noise,horizontal
6,8,785,1,430,no_noise,vertical
6,8,786,2,280,no_noise,vertical
6,8,787,2,436,no_noise,vertical
6,8,788,1,458,no_noise,vertical
6,8,789,2,363,noise,vertical
6,8,790,1,222,no_noise,vertical
6,8,791,2,675,noise,horizontal
6,8,792,2,251,noise,vertical
6,8,793,2,408,no_noise,vertical
6,8,794,2,172,no_noise,vertical
6,8,795,1,178,no_noise,vertical
6,8,796,2,896,no_noise,horizontal
6,8,797,2,456,no_noise,vertical
6,8,798,1,678,no_noise,horizontal
6,8,799,1,89,noise,vertical
6,8,800,2,479,noise,vertical
