prot_id,prot_subset,trial_id,line_orientation,no_targets,trajectory_id,noise_present
8,8,701,horizontal,2,732,no_noise
8,8,702,vertical,1,338,no_noise
8,8,703,vertical,2,484,no_noise
8,8,704,horizontal,1,593,noise
8,8,705,horizontal,1,525,noise
8,8,706,vertical,2,11,noise
8,8,707,horizontal,1,690,no_noise
8,8,708,horizontal,1,725,noise
8,8,709,horizontal,2,607,noise
8,8,710,horizontal,1,642,no_noise
8,8,711,vertical,1,426,no_noise
8,8,712,vertical,1,361,noise
8,8,713,vertical,1,242,no_noise
8,8,714,horizontal,1,885,noise
8,8,715,horizontal,2,787,noise
8,8,716,vertical,2,340,no_noise
8,8,717,vertical,1,105,noise
8,8,718,vertical,2,199,noise
8,8,719,horizontal,1,538,no_noise
8,8,720,horizontal,2,1004,no_noise
8,8,721,vertical,2,183,noise
8,8,722,vertical,2,359,noise
8,8,723,vertical,1,350,no_noise
8,8,724,horizontal,1,810,no_noise
8,8,725,horizontal,1,990,no_noise
8,8,726,vertical,1,353,noise
8,8,727,vertical,1,85,noise
8,8,728,vertical,2,259,noise
8,8,729,vertical,1,126,no_noise
8,8,730,horizontal,1,566,no_noise
8,8,731,vertical,1,178,no_noise
8,8,732,vertical,2,431,noise
8,8,733,vertical,2,420,no_noise
8,8,734,horizontal,1,798,no_noise
8,8,735,vertical,2,67,noise
8,8,736,horizontal,2,895,noise
8,8,737,vertical,1,234,no_noise
8,8,738,vertical,1,257,noise
8,8,739,vertical,2,47,noise
8,8,740,vertical,1,278,no_noise
8,8,741,vertical,1,461,noise
8,8,742,vertical,2,39,noise
8,8,743,vertical,1,297,noise
8,8,744,vertical,2,83,noise
8,8,745,horizontal,2,887,noise
8,8,746,vertical,2,236,no_noise
8,8,747,horizontal,1,745,noise
8,8,748,vertical,2,356,no_noise
8,8,749,vertical,2,468,no_noise
8,8,750,horizontal,1,974,no_noise
8,8,751,vertical,1,238,no_noise
8,8,752,horizontal,2,923,noise
8,8,753,vertical,1,501,noise
8,8,754,horizontal,2,851,noise
8,8,755,vertical,2,103,noise
8,8,756,vertical,2,203,noise
8,8,757,vertical,2,467,noise
8,8,758,horizontal,2,731,noise
8,8,759,horizontal,2,676,no_noise
8,8,760,vertical,1,82,no_noise
8,8,761,horizontal,2,719,noise
8,8,762,vertical,1,381,noise
8,8,763,horizontal,1,637,noise
8,8,764,horizontal,1,786,no_noise
8,8,765,vertical,2,179,noise
8,8,766,vertical,2,180,no_noise
8,8,767,vertical,2,360,no_noise
8,8,768,vertical,2,96,no_noise
8,8,769,vertical,2,155,noise
8,8,770,horizontal,1,589,noise
8,8,771,vertical,1,318,no_noise
8,8,772,vertical,2,343,noise
8,8,773,vertical,2,444,no_noise
8,8,774,horizontal,1,941,noise
8,8,775,vertical,2,144,no_noise
8,8,776,vertical,1,357,noise
8,8,777,horizontal,2,795,noise
8,8,778,vertical,1,193,noise
8,8,779,horizontal,2,999,noise
8,8,780,horizontal,1,585,noise
8,8,781,horizontal,2,891,noise
8,8,782,vertical,1,382,no_noise
8,8,783,horizontal,2,847,noise
8,8,784,horizontal,1,569,noise
8,8,785,horizontal,2,879,noise
8,8,786,vertical,2,463,noise
8,8,787,vertical,2,428,no_noise
8,8,788,horizontal,2,896,no_noise
8,8,789,horizontal,2,1003,noise
8,8,790,vertical,1,201,noise
8,8,791,vertical,1,309,noise
8,8,792,horizontal,1,734,no_noise
8,8,793,vertical,2,27,noise
8,8,794,vertical,1,477,noise
8,8,795,vertical,2,227,noise
8,8,796,vertical,1,354,no_noise
8,8,797,vertical,1,341,noise
8,8,798,horizontal,1,1001,noise
8,8,799,vertical,1,409,noise
8,8,800,horizontal,1,953,noise
