prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,10,901,1,horizontal,914,no_noise
2,10,902,1,horizontal,985,noise
2,10,903,2,horizontal,984,no_noise
2,10,904,2,vertical,404,no_noise
2,10,905,1,vertical,69,noise
2,10,906,2,vertical,120,no_noise
2,10,907,1,horizontal,889,noise
2,10,908,2,horizontal,547,noise
2,10,909,1,vertical,365,noise
2,10,910,2,vertical,164,no_noise
2,10,911,2,horizontal,743,noise
2,10,912,2,horizontal,1007,noise
2,10,913,2,vertical,172,no_noise
2,10,914,2,vertical,420,no_noise
2,10,915,1,vertical,465,noise
2,10,916,2,vertical,376,no_noise
2,10,917,1,vertical,346,no_noise
2,10,918,2,vertical,399,noise
2,10,919,2,horizontal,623,noise
2,10,920,2,horizontal,904,no_noise
2,10,921,2,horizontal,923,noise
2,10,922,1,horizontal,898,no_noise
2,10,923,2,horizontal,759,noise
2,10,924,2,vertical,339,noise
2,10,925,2,horizontal,884,no_noise
2,10,926,1,vertical,302,no_noise
2,10,927,1,horizontal,573,noise
2,10,928,1,horizontal,906,no_noise
2,10,929,2,horizontal,731,noise
2,10,930,1,horizontal,930,no_noise
2,10,931,1,vertical,57,noise
2,10,932,1,horizontal,974,no_noise
2,10,933,2,horizontal,656,no_noise
2,10,934,1,vertical,485,noise
2,10,935,1,vertical,421,noise
2,10,936,1,horizontal,941,noise
2,10,937,2,horizontal,812,no_noise
2,10,938,2,vertical,104,no_noise
2,10,939,2,horizontal,584,no_noise
2,10,940,1,horizontal,981,noise
2,10,941,1,horizontal,774,no_noise
2,10,942,1,horizontal,678,no_noise
2,10,943,1,horizontal,973,noise
2,10,944,2,vertical,131,noise
2,10,945,1,vertical,226,no_noise
2,10,946,2,vertical,272,no_noise
2,10,947,1,vertical,178,no_noise
2,10,948,1,horizontal,722,no_noise
2,10,949,2,vertical,116,no_noise
2,10,950,2,horizontal,860,no_noise
2,10,951,2,vertical,28,no_noise
2,10,952,2,vertical,292,no_noise
2,10,953,2,horizontal,867,noise
2,10,954,1,vertical,317,noise
2,10,955,1,horizontal,718,no_noise
2,10,956,1,horizontal,633,noise
2,10,957,1,horizontal,733,noise
2,10,958,1,horizontal,594,no_noise
2,10,959,1,vertical,82,no_noise
2,10,960,1,vertical,130,no_noise
2,10,961,2,horizontal,975,noise
2,10,962,2,horizontal,576,no_noise
2,10,963,1,vertical,442,no_noise
2,10,964,2,horizontal,928,no_noise
2,10,965,1,horizontal,765,noise
2,10,966,1,horizontal,554,no_noise
2,10,967,2,horizontal,715,noise
2,10,968,1,vertical,390,no_noise
2,10,969,1,horizontal,782,no_noise
2,10,970,2,horizontal,539,noise
2,10,971,2,vertical,216,no_noise
2,10,972,2,horizontal,688,no_noise
2,10,973,2,vertical,152,no_noise
2,10,974,2,horizontal,987,noise
2,10,975,2,horizontal,515,noise
2,10,976,2,horizontal,607,noise
2,10,977,1,vertical,70,no_noise
2,10,978,1,vertical,170,no_noise
2,10,979,2,vertical,88,no_noise
2,10,980,1,vertical,97,noise
2,10,981,2,horizontal,528,no_noise
2,10,982,1,horizontal,530,no_noise
2,10,983,1,horizontal,661,noise
2,10,984,1,vertical,101,noise
2,10,985,2,vertical,248,no_noise
2,10,986,2,horizontal,935,noise
2,10,987,1,vertical,86,no_noise
2,10,988,2,horizontal,876,no_noise
2,10,989,2,vertical,391,noise
2,10,990,1,horizontal,618,no_noise
2,10,991,1,vertical,450,no_noise
2,10,992,1,horizontal,977,noise
2,10,993,2,vertical,504,no_noise
2,10,994,1,horizontal,681,noise
2,10,995,2,horizontal,868,no_noise
2,10,996,1,vertical,129,noise
2,10,997,2,vertical,123,noise
2,10,998,1,vertical,433,noise
2,10,999,2,horizontal,631,noise
2,10,1000,1,vertical,446,no_noise
