prot_id,prot_subset,trial_id,noise_present,line_orientation,no_targets,trajectory_id
1,9,801,noise,vertical,2,495
1,9,802,no_noise,horizontal,2,984
1,9,803,noise,vertical,2,107
1,9,804,no_noise,vertical,2,276
1,9,805,no_noise,horizontal,2,972
1,9,806,no_noise,horizontal,1,934
1,9,807,no_noise,horizontal,1,686
1,9,808,no_noise,horizontal,1,758
1,9,809,noise,horizontal,2,519
1,9,810,noise,vertical,1,13
1,9,811,no_noise,vertical,2,304
1,9,812,noise,vertical,1,149
1,9,813,noise,horizontal,1,977
1,9,814,noise,vertical,1,453
1,9,815,noise,horizontal,1,637
1,9,816,no_noise,horizontal,1,762
1,9,817,noise,horizontal,1,893
1,9,818,noise,vertical,1,29
1,9,819,no_noise,horizontal,2,716
1,9,820,no_noise,horizontal,1,990
1,9,821,noise,horizontal,2,811
1,9,822,no_noise,horizontal,2,956
1,9,823,no_noise,horizontal,1,634
1,9,824,no_noise,horizontal,2,844
1,9,825,noise,vertical,1,257
1,9,826,no_noise,vertical,1,354
1,9,827,noise,horizontal,1,813
1,9,828,no_noise,horizontal,1,994
1,9,829,noise,horizontal,2,551
1,9,830,noise,vertical,1,429
1,9,831,noise,horizontal,1,685
1,9,832,noise,vertical,1,217
1,9,833,no_noise,horizontal,2,528
1,9,834,noise,horizontal,2,983
1,9,835,noise,vertical,2,379
1,9,836,noise,horizontal,2,683
1,9,837,no_noise,horizontal,1,794
1,9,838,no_noise,horizontal,1,558
1,9,839,noise,horizontal,1,757
1,9,840,no_noise,vertical,2,420
1,9,841,no_noise,vertical,1,158
1,9,842,noise,vertical,1,237
1,9,843,noise,horizontal,1,569
1,9,844,no_noise,vertical,2,148
1,9,845,noise,horizontal,2,687
1,9,846,noise,horizontal,2,663
1,9,847,noise,horizontal,2,511
1,9,848,noise,horizontal,1,661
1,9,849,no_noise,horizontal,1,1006
1,9,850,noise,horizontal,1,765
1,9,851,no_noise,vertical,1,26
1,9,852,noise,horizontal,1,697
1,9,853,noise,vertical,1,289
1,9,854,no_noise,vertical,2,180
1,9,855,no_noise,horizontal,1,966
1,9,856,noise,horizontal,1,825
1,9,857,no_noise,vertical,1,466
1,9,858,noise,horizontal,2,915
1,9,859,no_noise,horizontal,2,960
1,9,860,no_noise,horizontal,1,998
1,9,861,no_noise,vertical,1,90
1,9,862,noise,horizontal,1,781
1,9,863,no_noise,vertical,2,380
1,9,864,noise,vertical,2,447
1,9,865,no_noise,vertical,2,220
1,9,866,noise,vertical,2,39
1,9,867,no_noise,horizontal,2,764
1,9,868,noise,horizontal,2,655
1,9,869,no_noise,horizontal,2,588
1,9,870,no_noise,vertical,2,32
1,9,871,no_noise,horizontal,1,534
1,9,872,noise,horizontal,1,789
1,9,873,noise,horizontal,1,577
1,9,874,noise,vertical,2,187
1,9,875,no_noise,horizontal,2,660
1,9,876,noise,horizontal,1,805
1,9,877,noise,vertical,2,311
1,9,878,noise,vertical,1,137
1,9,879,no_noise,horizontal,1,802
1,9,880,noise,horizontal,2,543
1,9,881,no_noise,horizontal,1,526
1,9,882,no_noise,horizontal,2,820
1,9,883,no_noise,vertical,2,476
1,9,884,noise,horizontal,2,999
1,9,885,noise,horizontal,2,899
1,9,886,noise,horizontal,2,607
1,9,887,no_noise,horizontal,1,630
1,9,888,no_noise,vertical,1,186
1,9,889,noise,horizontal,1,809
1,9,890,no_noise,horizontal,1,554
1,9,891,noise,vertical,1,161
1,9,892,noise,horizontal,2,535
1,9,893,noise,vertical,2,79
1,9,894,no_noise,horizontal,1,778
1,9,895,no_noise,vertical,2,492
1,9,896,no_noise,vertical,1,206
1,9,897,noise,vertical,1,249
1,9,898,no_noise,horizontal,2,620
1,9,899,no_noise,horizontal,2,580
1,9,900,noise,vertical,1,309
