prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,1,1,horizontal,2,noise,903
5,1,2,vertical,2,no_noise,36
5,1,3,horizontal,1,noise,645
5,1,4,horizontal,2,noise,991
5,1,5,horizontal,1,no_noise,558
5,1,6,horizontal,2,noise,683
5,1,7,vertical,2,no_noise,260
5,1,8,horizontal,2,no_noise,908
5,1,9,vertical,2,noise,171
5,1,10,vertical,2,no_noise,136
5,1,11,horizontal,2,no_noise,748
5,1,12,horizontal,2,noise,927
5,1,13,vertical,1,noise,177
5,1,14,vertical,2,noise,131
5,1,15,vertical,1,noise,229
5,1,16,horizontal,2,noise,975
5,1,17,horizontal,1,no_noise,986
5,1,18,vertical,2,no_noise,172
5,1,19,horizontal,2,noise,579
5,1,20,horizontal,1,no_noise,694
5,1,21,horizontal,1,noise,557
5,1,22,horizontal,1,noise,905
5,1,23,vertical,2,noise,231
5,1,24,vertical,2,noise,331
5,1,25,vertical,1,noise,389
5,1,26,horizontal,1,noise,741
5,1,27,vertical,1,no_noise,226
5,1,28,horizontal,2,noise,515
5,1,29,horizontal,1,noise,993
5,1,30,horizontal,2,no_noise,624
5,1,31,vertical,2,no_noise,436
5,1,32,horizontal,1,noise,853
5,1,33,vertical,1,no_noise,390
5,1,34,vertical,1,no_noise,346
5,1,35,horizontal,1,noise,597
5,1,36,horizontal,1,no_noise,578
5,1,37,horizontal,1,noise,769
5,1,38,horizontal,2,no_noise,728
5,1,39,vertical,1,noise,113
5,1,40,vertical,2,noise,43
5,1,41,horizontal,1,noise,613
5,1,42,horizontal,1,noise,841
5,1,43,vertical,2,noise,363
5,1,44,vertical,1,no_noise,274
5,1,45,vertical,2,noise,187
5,1,46,vertical,2,no_noise,320
5,1,47,horizontal,1,no_noise,994
5,1,48,horizontal,1,no_noise,746
5,1,49,vertical,1,noise,337
5,1,50,horizontal,2,no_noise,632
5,1,51,horizontal,1,noise,565
5,1,52,vertical,2,noise,455
5,1,53,horizontal,2,noise,931
5,1,54,horizontal,2,no_noise,672
5,1,55,horizontal,1,noise,517
5,1,56,vertical,1,noise,21
5,1,57,vertical,2,noise,407
5,1,58,horizontal,1,noise,673
5,1,59,vertical,2,no_noise,280
5,1,60,vertical,2,no_noise,56
5,1,61,horizontal,2,no_noise,640
5,1,62,horizontal,2,noise,811
5,1,63,vertical,1,no_noise,338
5,1,64,horizontal,2,noise,659
5,1,65,horizontal,2,no_noise,652
5,1,66,vertical,2,no_noise,448
5,1,67,vertical,1,no_noise,342
5,1,68,vertical,2,no_noise,248
5,1,69,vertical,2,noise,379
5,1,70,vertical,1,no_noise,50
5,1,71,horizontal,1,noise,629
5,1,72,horizontal,1,no_noise,926
5,1,73,vertical,2,no_noise,40
5,1,74,horizontal,1,noise,897
5,1,75,vertical,2,noise,235
5,1,76,horizontal,2,no_noise,512
5,1,77,vertical,2,noise,71
5,1,78,vertical,1,no_noise,482
5,1,79,horizontal,2,no_noise,880
5,1,80,horizontal,2,no_noise,904
5,1,81,horizontal,2,noise,639
5,1,82,horizontal,2,noise,607
5,1,83,vertical,1,no_noise,358
5,1,84,vertical,2,no_noise,452
5,1,85,vertical,1,noise,469
5,1,86,horizontal,2,noise,915
5,1,87,horizontal,2,noise,591
5,1,88,vertical,2,no_noise,32
5,1,89,vertical,1,noise,185
5,1,90,horizontal,1,noise,889
5,1,91,horizontal,1,noise,929
5,1,92,vertical,1,no_noise,166
5,1,93,horizontal,1,noise,701
5,1,94,vertical,1,no_noise,458
5,1,95,horizontal,1,no_noise,830
5,1,96,horizontal,2,no_noise,596
5,1,97,vertical,1,noise,273
5,1,98,horizontal,2,no_noise,660
5,1,99,horizontal,1,noise,789
5,1,100,vertical,1,noise,325
