prot_id,prot_subset,trial_id,line_orientation,noise_present,no_targets,trajectory_id
7,6,501,vertical,noise,2,363
7,6,502,horizontal,no_noise,1,814
7,6,503,vertical,no_noise,1,158
7,6,504,vertical,noise,2,159
7,6,505,vertical,no_noise,1,126
7,6,506,vertical,no_noise,1,490
7,6,507,vertical,noise,1,53
7,6,508,horizontal,no_noise,2,664
7,6,509,vertical,no_noise,1,374
7,6,510,vertical,noise,1,441
7,6,511,vertical,no_noise,1,450
7,6,512,vertical,noise,1,57
7,6,513,vertical,no_noise,1,386
7,6,514,vertical,no_noise,2,224
7,6,515,vertical,no_noise,1,162
7,6,516,horizontal,no_noise,1,810
7,6,517,horizontal,no_noise,2,852
7,6,518,horizontal,noise,1,573
7,6,519,horizontal,noise,1,709
7,6,520,horizontal,no_noise,1,962
7,6,521,horizontal,no_noise,1,774
7,6,522,horizontal,noise,2,979
7,6,523,horizontal,noise,1,549
7,6,524,horizontal,no_noise,1,866
7,6,525,vertical,noise,1,81
7,6,526,vertical,no_noise,2,420
7,6,527,horizontal,no_noise,1,906
7,6,528,vertical,noise,2,447
7,6,529,vertical,no_noise,2,136
7,6,530,vertical,noise,1,101
7,6,531,horizontal,no_noise,1,562
7,6,532,vertical,no_noise,2,108
7,6,533,vertical,no_noise,2,312
7,6,534,vertical,no_noise,1,234
7,6,535,horizontal,no_noise,1,990
7,6,536,vertical,no_noise,1,22
7,6,537,horizontal,noise,1,653
7,6,538,horizontal,no_noise,1,806
7,6,539,vertical,noise,2,275
7,6,540,horizontal,no_noise,2,660
7,6,541,vertical,no_noise,1,458
7,6,542,vertical,no_noise,1,218
7,6,543,horizontal,noise,2,655
7,6,544,horizontal,no_noise,1,678
7,6,545,vertical,noise,2,23
7,6,546,vertical,no_noise,2,16
7,6,547,vertical,noise,1,245
7,6,548,vertical,noise,2,219
7,6,549,horizontal,noise,2,659
7,6,550,horizontal,no_noise,2,696
7,6,551,vertical,no_noise,2,408
7,6,552,horizontal,no_noise,2,540
7,6,553,horizontal,noise,2,731
7,6,554,horizontal,no_noise,1,830
7,6,555,vertical,noise,2,19
7,6,556,vertical,no_noise,1,470
7,6,557,horizontal,noise,2,835
7,6,558,vertical,noise,2,419
7,6,559,vertical,no_noise,2,200
7,6,560,vertical,noise,1,445
7,6,561,horizontal,no_noise,2,996
7,6,562,horizontal,noise,2,543
7,6,563,horizontal,noise,2,823
7,6,564,horizontal,noise,2,551
7,6,565,horizontal,no_noise,1,642
7,6,566,vertical,no_noise,2,404
7,6,567,vertical,noise,1,321
7,6,568,vertical,noise,2,383
7,6,569,horizontal,noise,2,511
7,6,570,vertical,no_noise,1,302
7,6,571,horizontal,noise,2,611
7,6,572,vertical,noise,2,375
7,6,573,horizontal,noise,2,839
7,6,574,horizontal,noise,2,931
7,6,575,horizontal,no_noise,1,878
7,6,576,horizontal,noise,2,919
7,6,577,horizontal,no_noise,1,722
7,6,578,horizontal,noise,2,743
7,6,579,vertical,no_noise,1,482
7,6,580,horizontal,noise,1,965
7,6,581,vertical,noise,2,243
7,6,582,vertical,noise,1,489
7,6,583,vertical,no_noise,2,52
7,6,584,horizontal,noise,2,663
7,6,585,horizontal,no_noise,1,926
7,6,586,horizontal,no_noise,2,976
7,6,587,vertical,no_noise,2,256
7,6,588,horizontal,noise,1,533
7,6,589,horizontal,noise,1,669
7,6,590,vertical,no_noise,1,50
7,6,591,horizontal,no_noise,2,592
7,6,592,horizontal,no_noise,2,880
7,6,593,horizontal,no_noise,1,534
7,6,594,horizontal,no_noise,2,632
7,6,595,vertical,noise,1,205
7,6,596,vertical,no_noise,2,324
7,6,597,horizontal,no_noise,1,662
7,6,598,horizontal,no_noise,1,930
7,6,599,vertical,noise,2,119
7,6,600,vertical,no_noise,1,254
