prot_id,prot_subset,trial_id,line_orientation,no_targets,noise_present,trajectory_id
5,3,201,horizontal,1,noise,621
5,3,202,horizontal,1,no_noise,534
5,3,203,horizontal,2,no_noise,520
5,3,204,vertical,1,no_noise,278
5,3,205,vertical,1,no_noise,502
5,3,206,vertical,2,noise,391
5,3,207,vertical,1,noise,473
5,3,208,vertical,2,no_noise,200
5,3,209,vertical,2,noise,99
5,3,210,horizontal,1,noise,793
5,3,211,horizontal,2,no_noise,712
5,3,212,vertical,2,no_noise,148
5,3,213,vertical,2,no_noise,304
5,3,214,vertical,1,no_noise,410
5,3,215,vertical,2,noise,419
5,3,216,vertical,2,noise,87
5,3,217,horizontal,1,no_noise,1002
5,3,218,vertical,2,noise,175
5,3,219,vertical,1,noise,117
5,3,220,vertical,2,no_noise,388
5,3,221,vertical,2,noise,303
5,3,222,horizontal,2,no_noise,868
5,3,223,vertical,2,noise,127
5,3,224,vertical,1,no_noise,250
5,3,225,horizontal,2,noise,615
5,3,226,vertical,2,noise,295
5,3,227,vertical,1,no_noise,110
5,3,228,vertical,2,no_noise,112
5,3,229,vertical,1,noise,157
5,3,230,horizontal,1,no_noise,598
5,3,231,horizontal,2,noise,663
5,3,232,vertical,1,no_noise,374
5,3,233,horizontal,2,no_noise,648
5,3,234,vertical,2,no_noise,444
5,3,235,horizontal,2,no_noise,788
5,3,236,vertical,2,no_noise,368
5,3,237,vertical,1,noise,265
5,3,238,horizontal,1,noise,721
5,3,239,vertical,1,noise,417
5,3,240,horizontal,2,noise,887
5,3,241,horizontal,2,noise,563
5,3,242,vertical,2,no_noise,480
5,3,243,horizontal,1,noise,765
5,3,244,vertical,1,noise,373
5,3,245,horizontal,2,noise,911
5,3,246,vertical,1,no_noise,18
5,3,247,vertical,1,no_noise,462
5,3,248,vertical,1,noise,329
5,3,249,horizontal,2,no_noise,608
5,3,250,horizontal,1,no_noise,602
5,3,251,horizontal,2,no_noise,528
5,3,252,vertical,2,no_noise,292
5,3,253,horizontal,2,no_noise,940
5,3,254,horizontal,1,noise,709
5,3,255,horizontal,2,noise,907
5,3,256,vertical,2,no_noise,372
5,3,257,vertical,1,noise,197
5,3,258,horizontal,2,no_noise,564
5,3,259,vertical,1,no_noise,174
5,3,260,horizontal,1,noise,797
5,3,261,vertical,2,no_noise,228
5,3,262,horizontal,2,no_noise,872
5,3,263,vertical,1,noise,81
5,3,264,horizontal,2,noise,731
5,3,265,horizontal,2,noise,899
5,3,266,vertical,2,no_noise,416
5,3,267,horizontal,1,no_noise,738
5,3,268,vertical,1,no_noise,218
5,3,269,horizontal,1,no_noise,618
5,3,270,horizontal,2,no_noise,996
5,3,271,vertical,2,no_noise,272
5,3,272,horizontal,2,no_noise,896
5,3,273,vertical,2,no_noise,240
5,3,274,vertical,1,no_noise,414
5,3,275,horizontal,1,no_noise,906
5,3,276,horizontal,1,noise,737
5,3,277,horizontal,1,no_noise,918
5,3,278,horizontal,1,no_noise,842
5,3,279,vertical,1,no_noise,470
5,3,280,horizontal,2,no_noise,860
5,3,281,vertical,2,noise,123
5,3,282,vertical,2,no_noise,332
5,3,283,horizontal,2,no_noise,628
5,3,284,vertical,2,no_noise,380
5,3,285,horizontal,2,no_noise,944
5,3,286,vertical,1,no_noise,442
5,3,287,vertical,2,no_noise,236
5,3,288,vertical,2,noise,63
5,3,289,horizontal,2,no_noise,616
5,3,290,horizontal,2,noise,715
5,3,291,horizontal,1,no_noise,638
5,3,292,horizontal,1,noise,809
5,3,293,vertical,2,noise,7
5,3,294,vertical,1,no_noise,438
5,3,295,horizontal,2,no_noise,644
5,3,296,vertical,1,no_noise,330
5,3,297,vertical,1,noise,85
5,3,298,vertical,2,no_noise,116
5,3,299,vertical,2,noise,335
5,3,300,vertical,1,noise,53
