prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,2,101,horizontal,990,1,no_noise
9,2,102,vertical,91,2,noise
9,2,103,vertical,303,2,noise
9,2,104,vertical,499,2,noise
9,2,105,horizontal,907,2,noise
9,2,106,horizontal,616,2,no_noise
9,2,107,vertical,354,1,no_noise
9,2,108,vertical,247,2,noise
9,2,109,horizontal,768,2,no_noise
9,2,110,horizontal,737,1,noise
9,2,111,vertical,119,2,noise
9,2,112,vertical,70,1,no_noise
9,2,113,horizontal,956,2,no_noise
9,2,114,vertical,267,2,noise
9,2,115,horizontal,1004,2,no_noise
9,2,116,horizontal,973,1,noise
9,2,117,vertical,417,1,noise
9,2,118,vertical,81,1,noise
9,2,119,vertical,375,2,noise
9,2,120,horizontal,981,1,noise
9,2,121,vertical,274,1,no_noise
9,2,122,horizontal,627,2,noise
9,2,123,horizontal,510,1,no_noise
9,2,124,horizontal,542,1,no_noise
9,2,125,horizontal,877,1,noise
9,2,126,vertical,268,2,no_noise
9,2,127,horizontal,954,1,no_noise
9,2,128,horizontal,694,1,no_noise
9,2,129,vertical,78,1,no_noise
9,2,130,vertical,133,1,noise
9,2,131,vertical,391,2,noise
9,2,132,horizontal,876,2,no_noise
9,2,133,horizontal,805,1,noise
9,2,134,horizontal,614,1,no_noise
9,2,135,horizontal,955,2,noise
9,2,136,horizontal,875,2,noise
9,2,137,vertical,110,1,no_noise
9,2,138,horizontal,611,2,noise
9,2,139,vertical,446,1,no_noise
9,2,140,vertical,255,2,noise
9,2,141,horizontal,761,1,noise
9,2,142,horizontal,648,2,no_noise
9,2,143,vertical,501,1,noise
9,2,144,vertical,15,2,noise
9,2,145,vertical,490,1,no_noise
9,2,146,vertical,33,1,noise
9,2,147,horizontal,1000,2,no_noise
9,2,148,horizontal,613,1,noise
9,2,149,vertical,348,2,no_noise
9,2,150,horizontal,879,2,noise
9,2,151,horizontal,966,1,no_noise
9,2,152,horizontal,845,1,noise
9,2,153,vertical,449,1,noise
9,2,154,vertical,358,1,no_noise
9,2,155,horizontal,769,1,noise
9,2,156,vertical,97,1,noise
9,2,157,vertical,174,1,no_noise
9,2,158,horizontal,864,2,no_noise
9,2,159,horizontal,578,1,no_noise
9,2,160,vertical,41,1,noise
9,2,161,vertical,80,2,no_noise
9,2,162,vertical,325,1,noise
9,2,163,horizontal,643,2,noise
9,2,164,horizontal,947,2,noise
9,2,165,horizontal,766,1,no_noise
9,2,166,vertical,346,1,no_noise
9,2,167,horizontal,867,2,noise
9,2,168,horizontal,674,1,no_noise
9,2,169,vertical,178,1,no_noise
9,2,170,vertical,328,2,no_noise
9,2,171,vertical,221,1,noise
9,2,172,horizontal,692,2,no_noise
9,2,173,vertical,142,1,no_noise
9,2,174,vertical,334,1,no_noise
9,2,175,horizontal,745,1,noise
9,2,176,horizontal,926,1,no_noise
9,2,177,vertical,480,2,no_noise
9,2,178,horizontal,924,2,no_noise
9,2,179,horizontal,972,2,no_noise
9,2,180,horizontal,996,2,no_noise
9,2,181,vertical,295,2,noise
9,2,182,horizontal,829,1,noise
9,2,183,vertical,479,2,noise
9,2,184,horizontal,822,1,no_noise
9,2,185,horizontal,880,2,no_noise
9,2,186,horizontal,588,2,no_noise
9,2,187,vertical,420,2,no_noise
9,2,188,horizontal,557,1,noise
9,2,189,vertical,386,1,no_noise
9,2,190,vertical,423,2,noise
9,2,191,horizontal,632,2,no_noise
9,2,192,vertical,228,2,no_noise
9,2,193,horizontal,952,2,no_noise
9,2,194,vertical,127,2,noise
9,2,195,horizontal,992,2,no_noise
9,2,196,horizontal,837,1,noise
9,2,197,vertical,470,1,no_noise
9,2,198,vertical,82,1,no_noise
9,2,199,horizontal,1008,2,no_noise
9,2,200,vertical,35,2,noise
