prot_id,prot_subset,trial_id,line_orientation,noise_present,no_targets,trajectory_id
7,5,401,vertical,noise,1,117
7,5,402,horizontal,no_noise,1,582
7,5,403,horizontal,no_noise,2,744
7,5,404,horizontal,noise,2,751
7,5,405,vertical,noise,1,341
7,5,406,vertical,noise,2,11
7,5,407,horizontal,no_noise,2,636
7,5,408,vertical,no_noise,2,140
7,5,409,horizontal,noise,1,817
7,5,410,horizontal,no_noise,1,570
7,5,411,vertical,no_noise,2,128
7,5,412,horizontal,no_noise,2,832
7,5,413,horizontal,no_noise,1,778
7,5,414,vertical,no_noise,1,358
7,5,415,horizontal,no_noise,2,752
7,5,416,vertical,noise,2,203
7,5,417,vertical,noise,1,37
7,5,418,horizontal,no_noise,2,652
7,5,419,horizontal,no_noise,1,638
7,5,420,vertical,noise,2,71
7,5,421,vertical,noise,2,35
7,5,422,horizontal,noise,1,901
7,5,423,horizontal,noise,1,929
7,5,424,vertical,no_noise,1,466
7,5,425,horizontal,no_noise,2,792
7,5,426,horizontal,no_noise,2,572
7,5,427,horizontal,noise,1,841
7,5,428,vertical,no_noise,2,68
7,5,429,horizontal,no_noise,2,808
7,5,430,horizontal,noise,1,833
7,5,431,horizontal,noise,2,555
7,5,432,vertical,no_noise,1,438
7,5,433,vertical,noise,1,409
7,5,434,horizontal,noise,2,767
7,5,435,horizontal,noise,1,813
7,5,436,vertical,noise,1,41
7,5,437,horizontal,noise,1,949
7,5,438,vertical,no_noise,1,198
7,5,439,horizontal,noise,2,607
7,5,440,vertical,no_noise,2,268
7,5,441,horizontal,no_noise,2,568
7,5,442,vertical,no_noise,2,320
7,5,443,vertical,no_noise,1,222
7,5,444,vertical,no_noise,1,394
7,5,445,horizontal,noise,1,637
7,5,446,vertical,noise,1,357
7,5,447,vertical,noise,1,393
7,5,448,vertical,no_noise,2,156
7,5,449,vertical,no_noise,2,92
7,5,450,vertical,noise,2,259
7,5,451,horizontal,no_noise,2,872
7,5,452,vertical,noise,1,113
7,5,453,horizontal,no_noise,1,602
7,5,454,horizontal,no_noise,2,856
7,5,455,vertical,noise,1,65
7,5,456,vertical,no_noise,1,366
7,5,457,vertical,no_noise,2,248
7,5,458,horizontal,no_noise,1,854
7,5,459,vertical,no_noise,1,310
7,5,460,vertical,noise,2,187
7,5,461,vertical,noise,1,165
7,5,462,vertical,no_noise,2,280
7,5,463,vertical,noise,1,261
7,5,464,horizontal,noise,1,513
7,5,465,vertical,no_noise,2,76
7,5,466,vertical,no_noise,2,276
7,5,467,horizontal,no_noise,1,558
7,5,468,horizontal,noise,1,777
7,5,469,horizontal,no_noise,2,900
7,5,470,horizontal,noise,1,753
7,5,471,vertical,no_noise,1,166
7,5,472,horizontal,noise,1,765
7,5,473,horizontal,no_noise,2,912
7,5,474,vertical,noise,2,47
7,5,475,vertical,noise,2,7
7,5,476,vertical,noise,1,225
7,5,477,vertical,noise,1,313
7,5,478,horizontal,no_noise,2,972
7,5,479,horizontal,no_noise,1,798
7,5,480,vertical,noise,2,215
7,5,481,vertical,noise,1,285
7,5,482,vertical,noise,2,311
7,5,483,horizontal,noise,2,951
7,5,484,horizontal,noise,2,527
7,5,485,horizontal,no_noise,1,578
7,5,486,vertical,noise,1,477
7,5,487,vertical,noise,2,339
7,5,488,horizontal,no_noise,2,740
7,5,489,vertical,no_noise,1,434
7,5,490,vertical,noise,1,337
7,5,491,vertical,no_noise,2,456
7,5,492,vertical,no_noise,1,214
7,5,493,horizontal,noise,2,619
7,5,494,vertical,noise,2,191
7,5,495,vertical,noise,1,197
7,5,496,vertical,no_noise,1,426
7,5,497,vertical,no_noise,1,206
7,5,498,vertical,no_noise,2,56
7,5,499,vertical,no_noise,1,294
7,5,500,vertical,noise,1,45
