prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,3,201,2,vertical,179,noise
2,3,202,1,vertical,118,no_noise
2,3,203,1,horizontal,826,no_noise
2,3,204,1,vertical,402,no_noise
2,3,205,1,horizontal,549,noise
2,3,206,2,horizontal,787,noise
2,3,207,1,horizontal,809,noise
2,3,208,1,vertical,469,noise
2,3,209,2,vertical,240,no_noise
2,3,210,2,vertical,183,noise
2,3,211,1,vertical,273,noise
2,3,212,2,vertical,80,no_noise
2,3,213,2,vertical,96,no_noise
2,3,214,2,vertical,432,no_noise
2,3,215,2,vertical,496,no_noise
2,3,216,2,vertical,271,noise
2,3,217,2,vertical,23,noise
2,3,218,2,vertical,15,noise
2,3,219,2,vertical,67,noise
2,3,220,2,vertical,360,no_noise
2,3,221,1,vertical,410,no_noise
2,3,222,2,vertical,159,noise
2,3,223,2,horizontal,1008,no_noise
2,3,224,2,vertical,256,no_noise
2,3,225,1,vertical,394,no_noise
2,3,226,2,horizontal,751,noise
2,3,227,2,vertical,232,no_noise
2,3,228,1,horizontal,514,no_noise
2,3,229,1,horizontal,1006,no_noise
2,3,230,1,horizontal,933,noise
2,3,231,2,horizontal,775,noise
2,3,232,2,horizontal,676,no_noise
2,3,233,2,vertical,200,no_noise
2,3,234,2,horizontal,875,noise
2,3,235,1,vertical,393,noise
2,3,236,2,horizontal,632,no_noise
2,3,237,1,horizontal,910,no_noise
2,3,238,2,vertical,255,noise
2,3,239,2,horizontal,627,noise
2,3,240,1,vertical,141,noise
2,3,241,2,horizontal,883,noise
2,3,242,2,vertical,160,no_noise
2,3,243,2,horizontal,580,no_noise
2,3,244,2,horizontal,723,noise
2,3,245,1,horizontal,849,noise
2,3,246,1,vertical,21,noise
2,3,247,1,vertical,449,noise
2,3,248,1,horizontal,561,noise
2,3,249,1,horizontal,986,no_noise
2,3,250,2,horizontal,960,no_noise
2,3,251,2,horizontal,852,no_noise
2,3,252,1,horizontal,518,no_noise
2,3,253,2,horizontal,864,no_noise
2,3,254,2,horizontal,719,noise
2,3,255,1,horizontal,793,noise
2,3,256,2,horizontal,663,noise
2,3,257,1,vertical,205,noise
2,3,258,1,horizontal,781,noise
2,3,259,2,vertical,348,no_noise
2,3,260,2,horizontal,768,no_noise
2,3,261,2,horizontal,659,noise
2,3,262,1,horizontal,553,noise
2,3,263,1,horizontal,625,noise
2,3,264,2,vertical,252,no_noise
2,3,265,2,horizontal,763,noise
2,3,266,1,horizontal,658,no_noise
2,3,267,2,vertical,460,no_noise
2,3,268,1,horizontal,818,no_noise
2,3,269,1,vertical,106,no_noise
2,3,270,2,horizontal,988,no_noise
2,3,271,2,vertical,363,noise
2,3,272,2,vertical,400,no_noise
2,3,273,1,vertical,493,noise
2,3,274,2,vertical,84,no_noise
2,3,275,2,horizontal,651,noise
2,3,276,2,vertical,231,noise
2,3,277,1,horizontal,541,noise
2,3,278,1,horizontal,842,no_noise
2,3,279,2,vertical,32,no_noise
2,3,280,2,vertical,424,no_noise
2,3,281,1,vertical,158,no_noise
2,3,282,1,horizontal,649,noise
2,3,283,1,vertical,94,no_noise
2,3,284,1,vertical,281,noise
2,3,285,2,vertical,380,no_noise
2,3,286,1,horizontal,641,noise
2,3,287,2,horizontal,683,noise
2,3,288,1,horizontal,614,no_noise
2,3,289,2,vertical,16,no_noise
2,3,290,1,horizontal,834,no_noise
2,3,291,1,vertical,145,noise
2,3,292,2,horizontal,747,noise
2,3,293,1,horizontal,998,no_noise
2,3,294,2,horizontal,980,no_noise
2,3,295,2,horizontal,679,noise
2,3,296,2,vertical,356,no_noise
2,3,297,2,vertical,388,no_noise
2,3,298,2,vertical,291,noise
2,3,299,2,vertical,64,no_noise
2,3,300,2,horizontal,611,noise
