prot_id,prot_subset,trial_id,line_orientation,noise_present,no_targets,trajectory_id
7,8,701,horizontal,no_noise,2,524
7,8,702,vertical,noise,1,213
7,8,703,horizontal,noise,2,895
7,8,704,vertical,noise,1,369
7,8,705,horizontal,no_noise,2,584
7,8,706,vertical,noise,1,297
7,8,707,horizontal,no_noise,2,692
7,8,708,horizontal,noise,2,791
7,8,709,horizontal,noise,2,711
7,8,710,horizontal,noise,1,629
7,8,711,horizontal,no_noise,2,684
7,8,712,vertical,noise,2,343
7,8,713,vertical,noise,2,251
7,8,714,vertical,no_noise,1,10
7,8,715,vertical,no_noise,2,124
7,8,716,horizontal,no_noise,1,658
7,8,717,horizontal,noise,1,937
7,8,718,vertical,no_noise,2,476
7,8,719,horizontal,no_noise,2,876
7,8,720,horizontal,no_noise,1,1002
7,8,721,horizontal,noise,1,509
7,8,722,vertical,no_noise,2,344
7,8,723,horizontal,noise,1,793
7,8,724,horizontal,no_noise,1,514
7,8,725,horizontal,noise,2,927
7,8,726,vertical,no_noise,1,142
7,8,727,horizontal,no_noise,2,648
7,8,728,vertical,noise,2,111
7,8,729,horizontal,no_noise,2,788
7,8,730,vertical,no_noise,2,360
7,8,731,vertical,no_noise,1,82
7,8,732,horizontal,no_noise,2,764
7,8,733,vertical,no_noise,1,338
7,8,734,vertical,noise,2,279
7,8,735,vertical,noise,1,49
7,8,736,vertical,no_noise,1,370
7,8,737,vertical,no_noise,1,486
7,8,738,horizontal,noise,2,667
7,8,739,horizontal,noise,1,621
7,8,740,vertical,no_noise,1,242
7,8,741,horizontal,no_noise,2,588
7,8,742,vertical,noise,1,161
7,8,743,vertical,no_noise,2,212
7,8,744,vertical,noise,2,131
7,8,745,horizontal,noise,1,605
7,8,746,vertical,no_noise,2,152
7,8,747,vertical,no_noise,2,216
7,8,748,horizontal,no_noise,1,802
7,8,749,horizontal,no_noise,2,672
7,8,750,horizontal,noise,1,749
7,8,751,horizontal,noise,2,779
7,8,752,vertical,noise,1,29
7,8,753,vertical,no_noise,1,362
7,8,754,vertical,no_noise,1,46
7,8,755,horizontal,no_noise,2,1000
7,8,756,vertical,noise,2,183
7,8,757,vertical,no_noise,2,428
7,8,758,vertical,noise,2,327
7,8,759,horizontal,no_noise,1,614
7,8,760,vertical,noise,2,295
7,8,761,vertical,no_noise,1,178
7,8,762,horizontal,no_noise,2,884
7,8,763,vertical,noise,1,457
7,8,764,horizontal,no_noise,1,898
7,8,765,vertical,no_noise,2,464
7,8,766,vertical,no_noise,1,102
7,8,767,horizontal,no_noise,2,820
7,8,768,vertical,no_noise,2,40
7,8,769,vertical,noise,1,265
7,8,770,horizontal,noise,2,939
7,8,771,vertical,no_noise,1,30
7,8,772,vertical,noise,2,59
7,8,773,horizontal,noise,2,983
7,8,774,horizontal,no_noise,2,816
7,8,775,vertical,no_noise,1,70
7,8,776,horizontal,no_noise,1,706
7,8,777,vertical,no_noise,2,80
7,8,778,horizontal,no_noise,2,780
7,8,779,vertical,noise,1,105
7,8,780,horizontal,noise,1,849
7,8,781,vertical,no_noise,2,120
7,8,782,horizontal,no_noise,1,870
7,8,783,horizontal,no_noise,1,542
7,8,784,vertical,noise,2,379
7,8,785,horizontal,noise,2,547
7,8,786,vertical,no_noise,1,418
7,8,787,vertical,noise,1,273
7,8,788,vertical,noise,1,153
7,8,789,vertical,no_noise,1,422
7,8,790,vertical,noise,1,381
7,8,791,vertical,noise,1,493
7,8,792,vertical,noise,1,481
7,8,793,vertical,no_noise,1,326
7,8,794,vertical,noise,2,491
7,8,795,horizontal,no_noise,2,980
7,8,796,vertical,noise,2,179
7,8,797,horizontal,no_noise,2,984
7,8,798,horizontal,no_noise,1,874
7,8,799,vertical,noise,1,201
7,8,800,vertical,noise,2,403
