prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
3,2,101,2,horizontal,979,noise
3,2,102,2,horizontal,840,no_noise
3,2,103,1,horizontal,565,noise
3,2,104,1,horizontal,833,noise
3,2,105,1,horizontal,566,no_noise
3,2,106,1,horizontal,597,noise
3,2,107,1,horizontal,646,no_noise
3,2,108,1,horizontal,637,noise
3,2,109,1,vertical,498,no_noise
3,2,110,2,vertical,408,no_noise
3,2,111,2,vertical,120,no_noise
3,2,112,2,vertical,175,noise
3,2,113,2,horizontal,887,noise
3,2,114,2,vertical,147,noise
3,2,115,1,vertical,357,noise
3,2,116,1,vertical,281,noise
3,2,117,1,vertical,182,no_noise
3,2,118,1,horizontal,938,no_noise
3,2,119,2,horizontal,756,no_noise
3,2,120,1,horizontal,857,noise
3,2,121,1,vertical,497,noise
3,2,122,1,horizontal,706,no_noise
3,2,123,1,horizontal,581,noise
3,2,124,1,horizontal,553,noise
3,2,125,1,vertical,321,noise
3,2,126,1,horizontal,765,noise
3,2,127,1,vertical,458,no_noise
3,2,128,1,vertical,341,noise
3,2,129,1,horizontal,929,noise
3,2,130,2,horizontal,995,noise
3,2,131,2,vertical,136,no_noise
3,2,132,1,vertical,270,no_noise
3,2,133,2,vertical,179,noise
3,2,134,2,vertical,475,noise
3,2,135,1,horizontal,522,no_noise
3,2,136,2,horizontal,740,no_noise
3,2,137,1,horizontal,858,no_noise
3,2,138,1,vertical,45,noise
3,2,139,1,vertical,5,noise
3,2,140,2,vertical,271,noise
3,2,141,1,horizontal,910,no_noise
3,2,142,1,vertical,374,no_noise
3,2,143,1,horizontal,534,no_noise
3,2,144,2,vertical,12,no_noise
3,2,145,2,vertical,268,no_noise
3,2,146,2,horizontal,719,noise
3,2,147,2,vertical,195,noise
3,2,148,2,vertical,67,noise
3,2,149,1,horizontal,698,no_noise
3,2,150,1,vertical,333,noise
3,2,151,1,vertical,170,no_noise
3,2,152,2,horizontal,884,no_noise
3,2,153,2,horizontal,707,noise
3,2,154,1,horizontal,937,noise
3,2,155,1,horizontal,557,noise
3,2,156,2,vertical,60,no_noise
3,2,157,2,horizontal,999,noise
3,2,158,2,vertical,56,no_noise
3,2,159,1,vertical,77,noise
3,2,160,2,vertical,132,no_noise
3,2,161,2,vertical,135,noise
3,2,162,1,vertical,38,no_noise
3,2,163,2,vertical,103,noise
3,2,164,1,horizontal,777,noise
3,2,165,2,horizontal,643,noise
3,2,166,1,vertical,446,no_noise
3,2,167,2,horizontal,848,no_noise
3,2,168,2,vertical,100,no_noise
3,2,169,2,horizontal,1004,no_noise
3,2,170,2,vertical,108,no_noise
3,2,171,2,horizontal,727,noise
3,2,172,2,vertical,24,no_noise
3,2,173,1,vertical,150,no_noise
3,2,174,1,horizontal,846,no_noise
3,2,175,2,vertical,379,noise
3,2,176,2,horizontal,659,noise
3,2,177,1,horizontal,589,noise
3,2,178,2,vertical,208,no_noise
3,2,179,1,horizontal,814,no_noise
3,2,180,2,vertical,296,no_noise
3,2,181,2,horizontal,804,no_noise
3,2,182,2,vertical,315,noise
3,2,183,1,vertical,449,noise
3,2,184,1,vertical,25,noise
3,2,185,1,horizontal,993,noise
3,2,186,2,vertical,131,noise
3,2,187,1,vertical,142,no_noise
3,2,188,2,horizontal,796,no_noise
3,2,189,1,vertical,173,noise
3,2,190,2,vertical,307,noise
3,2,191,1,horizontal,550,no_noise
3,2,192,2,horizontal,892,no_noise
3,2,193,2,vertical,335,noise
3,2,194,2,horizontal,880,no_noise
3,2,195,1,vertical,86,no_noise
3,2,196,2,horizontal,771,noise
3,2,197,1,vertical,198,no_noise
3,2,198,1,horizontal,825,noise
3,2,199,1,horizontal,749,noise
3,2,200,1,horizontal,997,noise
