prot_id,prot_subset,trial_id,line_orientation,no_targets,trajectory_id,noise_present
8,3,201,horizontal,1,838,no_noise
8,3,202,horizontal,2,927,noise
8,3,203,horizontal,2,703,noise
8,3,204,vertical,2,403,noise
8,3,205,vertical,2,363,noise
8,3,206,horizontal,1,1005,noise
8,3,207,horizontal,1,746,no_noise
8,3,208,horizontal,1,618,no_noise
8,3,209,vertical,2,215,noise
8,3,210,horizontal,1,673,noise
8,3,211,vertical,1,122,no_noise
8,3,212,horizontal,2,667,noise
8,3,213,horizontal,1,702,no_noise
8,3,214,horizontal,2,688,no_noise
8,3,215,horizontal,1,610,no_noise
8,3,216,horizontal,1,554,no_noise
8,3,217,vertical,1,277,noise
8,3,218,horizontal,2,580,no_noise
8,3,219,horizontal,2,864,no_noise
8,3,220,horizontal,1,721,noise
8,3,221,vertical,2,40,no_noise
8,3,222,vertical,1,50,no_noise
8,3,223,horizontal,2,587,noise
8,3,224,vertical,2,16,no_noise
8,3,225,horizontal,2,816,no_noise
8,3,226,vertical,2,407,noise
8,3,227,vertical,1,413,noise
8,3,228,vertical,2,172,no_noise
8,3,229,vertical,2,499,noise
8,3,230,horizontal,2,995,noise
8,3,231,horizontal,2,751,noise
8,3,232,horizontal,2,988,no_noise
8,3,233,vertical,1,181,noise
8,3,234,vertical,2,112,no_noise
8,3,235,horizontal,1,701,noise
8,3,236,vertical,2,452,no_noise
8,3,237,vertical,1,157,noise
8,3,238,vertical,2,239,noise
8,3,239,horizontal,1,910,no_noise
8,3,240,vertical,1,321,noise
8,3,241,vertical,2,35,noise
8,3,242,vertical,2,56,no_noise
8,3,243,horizontal,1,950,no_noise
8,3,244,horizontal,2,800,no_noise
8,3,245,horizontal,1,645,noise
8,3,246,horizontal,1,902,no_noise
8,3,247,horizontal,1,698,no_noise
8,3,248,horizontal,2,967,noise
8,3,249,vertical,1,217,noise
8,3,250,vertical,1,78,no_noise
8,3,251,vertical,1,306,no_noise
8,3,252,horizontal,1,797,noise
8,3,253,horizontal,1,662,no_noise
8,3,254,vertical,2,344,no_noise
8,3,255,vertical,1,245,noise
8,3,256,vertical,1,430,no_noise
8,3,257,horizontal,1,598,no_noise
8,3,258,horizontal,1,785,noise
8,3,259,horizontal,1,862,no_noise
8,3,260,vertical,1,154,no_noise
8,3,261,horizontal,2,784,no_noise
8,3,262,horizontal,2,1008,no_noise
8,3,263,vertical,2,124,no_noise
8,3,264,horizontal,2,655,noise
8,3,265,vertical,2,280,no_noise
8,3,266,horizontal,1,633,noise
8,3,267,horizontal,1,522,no_noise
8,3,268,horizontal,2,815,noise
8,3,269,vertical,1,465,noise
8,3,270,vertical,2,212,no_noise
8,3,271,horizontal,2,656,no_noise
8,3,272,vertical,1,442,no_noise
8,3,273,vertical,1,30,no_noise
8,3,274,horizontal,2,707,noise
8,3,275,horizontal,2,763,noise
8,3,276,vertical,1,225,noise
8,3,277,vertical,2,435,noise
8,3,278,horizontal,1,509,noise
8,3,279,horizontal,1,954,no_noise
8,3,280,horizontal,2,780,no_noise
8,3,281,horizontal,2,695,noise
8,3,282,vertical,1,401,noise
8,3,283,horizontal,2,711,noise
8,3,284,vertical,1,241,noise
8,3,285,horizontal,2,632,no_noise
8,3,286,horizontal,1,646,no_noise
8,3,287,vertical,2,156,no_noise
8,3,288,vertical,1,34,no_noise
8,3,289,vertical,2,399,noise
8,3,290,vertical,2,288,no_noise
8,3,291,horizontal,2,603,noise
8,3,292,vertical,2,311,noise
8,3,293,horizontal,2,984,no_noise
8,3,294,horizontal,1,833,noise
8,3,295,horizontal,2,588,no_noise
8,3,296,horizontal,2,575,noise
8,3,297,horizontal,1,937,noise
8,3,298,vertical,2,299,noise
8,3,299,horizontal,2,668,no_noise
8,3,300,vertical,1,402,no_noise
