prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,7,601,1,horizontal,850,no_noise
2,7,602,2,horizontal,652,no_noise
2,7,603,2,horizontal,840,no_noise
2,7,604,2,vertical,315,noise
2,7,605,2,horizontal,908,no_noise
2,7,606,1,horizontal,810,no_noise
2,7,607,1,vertical,249,noise
2,7,608,2,horizontal,899,noise
2,7,609,2,vertical,375,noise
2,7,610,2,vertical,48,no_noise
2,7,611,1,horizontal,990,no_noise
2,7,612,1,horizontal,586,no_noise
2,7,613,2,vertical,224,no_noise
2,7,614,2,horizontal,736,no_noise
2,7,615,1,vertical,181,noise
2,7,616,2,vertical,176,no_noise
2,7,617,1,vertical,326,no_noise
2,7,618,1,horizontal,829,noise
2,7,619,1,horizontal,650,no_noise
2,7,620,1,horizontal,605,noise
2,7,621,2,vertical,107,noise
2,7,622,1,vertical,98,no_noise
2,7,623,2,vertical,60,no_noise
2,7,624,2,horizontal,643,noise
2,7,625,2,vertical,112,no_noise
2,7,626,1,horizontal,509,noise
2,7,627,1,vertical,382,no_noise
2,7,628,2,horizontal,955,noise
2,7,629,1,vertical,177,noise
2,7,630,1,horizontal,578,no_noise
2,7,631,1,vertical,14,no_noise
2,7,632,1,vertical,374,no_noise
2,7,633,1,vertical,42,no_noise
2,7,634,2,vertical,223,noise
2,7,635,2,horizontal,936,no_noise
2,7,636,2,vertical,219,noise
2,7,637,2,horizontal,704,no_noise
2,7,638,1,vertical,345,noise
2,7,639,2,horizontal,712,no_noise
2,7,640,1,vertical,369,noise
2,7,641,2,vertical,151,noise
2,7,642,1,horizontal,770,no_noise
2,7,643,1,horizontal,693,noise
2,7,644,1,horizontal,729,noise
2,7,645,2,vertical,68,no_noise
2,7,646,1,horizontal,817,noise
2,7,647,2,horizontal,708,no_noise
2,7,648,1,horizontal,805,noise
2,7,649,2,horizontal,599,noise
2,7,650,2,horizontal,932,no_noise
2,7,651,2,horizontal,979,noise
2,7,652,1,horizontal,762,no_noise
2,7,653,1,horizontal,929,noise
2,7,654,1,horizontal,885,noise
2,7,655,2,horizontal,628,no_noise
2,7,656,2,vertical,247,noise
2,7,657,1,horizontal,742,no_noise
2,7,658,1,horizontal,717,noise
2,7,659,1,vertical,54,no_noise
2,7,660,2,vertical,72,no_noise
2,7,661,1,vertical,441,noise
2,7,662,1,vertical,418,no_noise
2,7,663,2,horizontal,600,no_noise
2,7,664,2,vertical,59,noise
2,7,665,1,vertical,125,noise
2,7,666,2,vertical,168,no_noise
2,7,667,1,vertical,306,no_noise
2,7,668,1,vertical,397,noise
2,7,669,2,horizontal,823,noise
2,7,670,1,horizontal,645,noise
2,7,671,1,horizontal,638,no_noise
2,7,672,2,horizontal,644,no_noise
2,7,673,2,horizontal,831,noise
2,7,674,1,vertical,277,noise
2,7,675,1,vertical,78,no_noise
2,7,676,1,vertical,342,no_noise
2,7,677,1,horizontal,838,no_noise
2,7,678,1,horizontal,705,noise
2,7,679,1,horizontal,874,no_noise
2,7,680,2,vertical,379,noise
2,7,681,2,horizontal,603,noise
2,7,682,1,vertical,173,noise
2,7,683,2,horizontal,796,no_noise
2,7,684,2,vertical,467,noise
2,7,685,2,horizontal,780,no_noise
2,7,686,1,vertical,241,noise
2,7,687,1,horizontal,993,noise
2,7,688,2,vertical,267,noise
2,7,689,1,horizontal,909,noise
2,7,690,2,vertical,196,no_noise
2,7,691,2,vertical,20,no_noise
2,7,692,2,vertical,51,noise
2,7,693,1,vertical,65,noise
2,7,694,1,vertical,157,noise
2,7,695,2,vertical,212,no_noise
2,7,696,2,vertical,431,noise
2,7,697,1,horizontal,622,no_noise
2,7,698,2,vertical,328,no_noise
2,7,699,2,horizontal,976,no_noise
2,7,700,2,vertical,239,noise
