prot_id,prot_subset,trial_id,no_targets,line_orientation,trajectory_id,noise_present
2,6,501,1,vertical,245,noise
2,6,502,1,vertical,126,no_noise
2,6,503,2,horizontal,807,noise
2,6,504,1,vertical,134,no_noise
2,6,505,2,vertical,415,noise
2,6,506,2,horizontal,804,no_noise
2,6,507,1,horizontal,953,noise
2,6,508,2,vertical,143,noise
2,6,509,2,vertical,324,no_noise
2,6,510,1,vertical,105,noise
2,6,511,2,horizontal,615,noise
2,6,512,2,vertical,451,noise
2,6,513,1,horizontal,662,no_noise
2,6,514,2,vertical,103,noise
2,6,515,2,horizontal,523,noise
2,6,516,1,vertical,401,noise
2,6,517,2,vertical,452,no_noise
2,6,518,1,vertical,189,noise
2,6,519,1,vertical,354,no_noise
2,6,520,1,horizontal,830,no_noise
2,6,521,1,horizontal,757,noise
2,6,522,1,vertical,230,no_noise
2,6,523,2,horizontal,568,no_noise
2,6,524,1,horizontal,569,noise
2,6,525,2,horizontal,548,no_noise
2,6,526,2,horizontal,579,noise
2,6,527,1,vertical,438,no_noise
2,6,528,1,vertical,333,noise
2,6,529,1,vertical,498,no_noise
2,6,530,2,vertical,503,noise
2,6,531,2,horizontal,664,no_noise
2,6,532,2,horizontal,992,no_noise
2,6,533,1,vertical,90,no_noise
2,6,534,2,vertical,435,noise
2,6,535,1,horizontal,517,noise
2,6,536,2,horizontal,740,no_noise
2,6,537,1,horizontal,665,noise
2,6,538,2,vertical,128,no_noise
2,6,539,1,vertical,454,no_noise
2,6,540,1,vertical,133,noise
2,6,541,1,vertical,406,no_noise
2,6,542,2,horizontal,739,noise
2,6,543,2,horizontal,655,noise
2,6,544,2,vertical,463,noise
2,6,545,2,vertical,40,no_noise
2,6,546,2,horizontal,699,noise
2,6,547,1,horizontal,934,no_noise
2,6,548,2,vertical,387,noise
2,6,549,2,vertical,287,noise
2,6,550,1,vertical,46,no_noise
2,6,551,1,vertical,458,no_noise
2,6,552,2,vertical,416,no_noise
2,6,553,1,horizontal,753,noise
2,6,554,2,vertical,383,noise
2,6,555,1,vertical,110,no_noise
2,6,556,1,vertical,470,no_noise
2,6,557,1,horizontal,634,no_noise
2,6,558,2,vertical,347,noise
2,6,559,1,vertical,89,noise
2,6,560,2,vertical,304,no_noise
2,6,561,1,vertical,194,no_noise
2,6,562,1,vertical,425,noise
2,6,563,2,horizontal,635,noise
2,6,564,2,vertical,44,no_noise
2,6,565,2,vertical,83,noise
2,6,566,2,vertical,228,no_noise
2,6,567,1,horizontal,869,noise
2,6,568,2,horizontal,672,no_noise
2,6,569,1,vertical,366,no_noise
2,6,570,2,vertical,308,no_noise
2,6,571,2,horizontal,912,no_noise
2,6,572,2,vertical,263,noise
2,6,573,2,horizontal,707,noise
2,6,574,2,vertical,283,noise
2,6,575,2,horizontal,911,noise
2,6,576,1,vertical,321,noise
2,6,577,2,vertical,127,noise
2,6,578,2,vertical,355,noise
2,6,579,2,vertical,476,no_noise
2,6,580,1,horizontal,565,noise
2,6,581,1,horizontal,858,no_noise
2,6,582,1,horizontal,542,no_noise
2,6,583,2,vertical,192,no_noise
2,6,584,2,horizontal,820,no_noise
2,6,585,2,horizontal,535,noise
2,6,586,1,vertical,349,noise
2,6,587,2,vertical,288,no_noise
2,6,588,2,horizontal,900,no_noise
2,6,589,2,horizontal,795,noise
2,6,590,2,horizontal,703,noise
2,6,591,2,horizontal,995,noise
2,6,592,1,vertical,237,noise
2,6,593,2,vertical,311,noise
2,6,594,2,vertical,35,noise
2,6,595,1,horizontal,690,no_noise
2,6,596,2,horizontal,660,no_noise
2,6,597,1,vertical,490,no_noise
2,6,598,2,vertical,487,noise
2,6,599,1,horizontal,521,noise
2,6,600,2,horizontal,567,noise
