prot_id,prot_subset,trial_id,no_targets,trajectory_id,noise_present,line_orientation
6,4,301,2,903,noise,horizontal
6,4,302,2,744,no_noise,horizontal
6,4,303,1,125,noise,vertical
6,4,304,1,589,noise,horizontal
6,4,305,1,189,noise,vertical
6,4,306,1,422,no_noise,vertical
6,4,307,1,665,noise,horizontal
6,4,308,1,530,no_noise,horizontal
6,4,309,2,652,no_noise,horizontal
6,4,310,1,878,no_noise,horizontal
6,4,311,1,242,no_noise,vertical
6,4,312,1,245,noise,vertical
6,4,313,1,778,no_noise,horizontal
6,4,314,2,788,no_noise,horizontal
6,4,315,1,705,noise,horizontal
6,4,316,1,466,no_noise,vertical
6,4,317,2,359,noise,vertical
6,4,318,1,658,no_noise,horizontal
6,4,319,1,474,no_noise,vertical
6,4,320,1,478,no_noise,vertical
6,4,321,1,137,noise,vertical
6,4,322,1,521,noise,horizontal
6,4,323,1,182,no_noise,vertical
6,4,324,1,150,no_noise,vertical
6,4,325,1,334,no_noise,vertical
6,4,326,1,941,noise,horizontal
6,4,327,1,806,no_noise,horizontal
6,4,328,1,610,no_noise,horizontal
6,4,329,2,999,noise,horizontal
6,4,330,2,267,noise,vertical
6,4,331,2,784,no_noise,horizontal
6,4,332,1,281,noise,vertical
6,4,333,2,432,no_noise,vertical
6,4,334,2,947,noise,horizontal
6,4,335,2,772,no_noise,horizontal
6,4,336,2,516,no_noise,horizontal
6,4,337,1,69,noise,vertical
6,4,338,1,62,no_noise,vertical
6,4,339,2,827,noise,horizontal
6,4,340,1,193,noise,vertical
6,4,341,2,792,no_noise,horizontal
6,4,342,2,399,noise,vertical
6,4,343,1,345,noise,vertical
6,4,344,2,611,noise,horizontal
6,4,345,1,361,noise,vertical
6,4,346,2,839,noise,horizontal
6,4,347,1,797,noise,horizontal
6,4,348,2,259,noise,vertical
6,4,349,2,495,noise,vertical
6,4,350,1,861,noise,horizontal
6,4,351,1,450,no_noise,vertical
6,4,352,2,656,no_noise,horizontal
6,4,353,2,971,noise,horizontal
6,4,354,1,322,no_noise,vertical
6,4,355,2,547,noise,horizontal
6,4,356,1,857,noise,horizontal
6,4,357,1,386,no_noise,vertical
6,4,358,2,59,noise,vertical
6,4,359,2,995,noise,horizontal
6,4,360,2,552,no_noise,horizontal
6,4,361,2,791,noise,horizontal
6,4,362,1,410,no_noise,vertical
6,4,363,2,908,no_noise,horizontal
6,4,364,2,960,no_noise,horizontal
6,4,365,2,27,noise,vertical
6,4,366,1,858,no_noise,horizontal
6,4,367,2,571,noise,horizontal
6,4,368,1,365,noise,vertical
6,4,369,2,352,no_noise,vertical
6,4,370,2,911,noise,horizontal
6,4,371,1,965,noise,horizontal
6,4,372,2,731,noise,horizontal
6,4,373,2,624,no_noise,horizontal
6,4,374,2,299,noise,vertical
6,4,375,1,594,no_noise,horizontal
6,4,376,2,144,no_noise,vertical
6,4,377,2,627,noise,horizontal
6,4,378,2,780,no_noise,horizontal
6,4,379,2,452,no_noise,vertical
6,4,380,1,522,no_noise,horizontal
6,4,381,2,739,noise,horizontal
6,4,382,2,231,noise,vertical
6,4,383,1,445,noise,vertical
6,4,384,2,756,no_noise,horizontal
6,4,385,1,718,no_noise,horizontal
6,4,386,1,122,no_noise,vertical
6,4,387,2,651,noise,horizontal
6,4,388,1,485,noise,vertical
6,4,389,1,562,no_noise,horizontal
6,4,390,2,315,noise,vertical
6,4,391,2,455,noise,vertical
6,4,392,1,925,noise,horizontal
6,4,393,2,167,noise,vertical
6,4,394,1,741,noise,horizontal
6,4,395,1,181,noise,vertical
6,4,396,1,286,no_noise,vertical
6,4,397,2,68,no_noise,vertical
6,4,398,2,431,noise,vertical
6,4,399,2,980,no_noise,horizontal
6,4,400,2,591,noise,horizontal
