prot_id,prot_subset,trial_id,line_orientation,trajectory_id,no_targets,noise_present
9,4,301,vertical,403,2,noise
9,4,302,horizontal,669,1,noise
9,4,303,horizontal,957,1,noise
9,4,304,horizontal,647,2,noise
9,4,305,horizontal,568,2,no_noise
9,4,306,vertical,50,1,no_noise
9,4,307,horizontal,821,1,noise
9,4,308,vertical,339,2,noise
9,4,309,vertical,483,2,noise
9,4,310,vertical,466,1,no_noise
9,4,311,vertical,468,2,no_noise
9,4,312,vertical,317,1,noise
9,4,313,vertical,285,1,noise
9,4,314,vertical,331,2,noise
9,4,315,vertical,79,2,noise
9,4,316,horizontal,560,2,no_noise
9,4,317,horizontal,816,2,no_noise
9,4,318,vertical,344,2,no_noise
9,4,319,horizontal,744,2,no_noise
9,4,320,vertical,280,2,no_noise
9,4,321,vertical,320,2,no_noise
9,4,322,vertical,198,1,no_noise
9,4,323,horizontal,715,2,noise
9,4,324,horizontal,555,2,noise
9,4,325,horizontal,1006,1,no_noise
9,4,326,vertical,397,1,noise
9,4,327,vertical,324,2,no_noise
9,4,328,vertical,256,2,no_noise
9,4,329,vertical,201,1,noise
9,4,330,horizontal,852,2,no_noise
9,4,331,horizontal,581,1,noise
9,4,332,vertical,28,2,no_noise
9,4,333,horizontal,579,2,noise
9,4,334,horizontal,523,2,noise
9,4,335,vertical,300,2,no_noise
9,4,336,vertical,51,2,noise
9,4,337,horizontal,526,1,no_noise
9,4,338,vertical,371,2,noise
9,4,339,vertical,238,1,no_noise
9,4,340,horizontal,685,1,noise
9,4,341,vertical,163,2,noise
9,4,342,horizontal,856,2,no_noise
9,4,343,vertical,426,1,no_noise
9,4,344,vertical,428,2,no_noise
9,4,345,horizontal,833,1,noise
9,4,346,vertical,188,2,no_noise
9,4,347,horizontal,719,2,noise
9,4,348,horizontal,567,2,noise
9,4,349,vertical,161,1,noise
9,4,350,horizontal,722,1,no_noise
9,4,351,vertical,172,2,no_noise
9,4,352,vertical,384,2,no_noise
9,4,353,horizontal,1002,1,no_noise
9,4,354,vertical,352,2,no_noise
9,4,355,horizontal,566,1,no_noise
9,4,356,horizontal,985,1,noise
9,4,357,vertical,410,1,no_noise
9,4,358,vertical,337,1,noise
9,4,359,horizontal,603,2,noise
9,4,360,horizontal,703,2,noise
9,4,361,vertical,31,2,noise
9,4,362,horizontal,520,2,no_noise
9,4,363,horizontal,863,2,noise
9,4,364,vertical,159,2,noise
9,4,365,horizontal,746,1,no_noise
9,4,366,vertical,145,1,noise
9,4,367,vertical,261,1,noise
9,4,368,vertical,269,1,noise
9,4,369,vertical,94,1,no_noise
9,4,370,horizontal,750,1,no_noise
9,4,371,vertical,224,2,no_noise
9,4,372,horizontal,666,1,no_noise
9,4,373,horizontal,697,1,noise
9,4,374,vertical,205,1,noise
9,4,375,vertical,213,1,noise
9,4,376,horizontal,676,2,no_noise
9,4,377,horizontal,826,1,no_noise
9,4,378,vertical,394,1,no_noise
9,4,379,horizontal,532,2,no_noise
9,4,380,vertical,342,1,no_noise
9,4,381,horizontal,784,2,no_noise
9,4,382,vertical,25,1,noise
9,4,383,horizontal,728,2,no_noise
9,4,384,horizontal,716,2,no_noise
9,4,385,horizontal,911,2,noise
9,4,386,vertical,61,1,noise
9,4,387,vertical,36,2,no_noise
9,4,388,horizontal,701,1,noise
9,4,389,vertical,488,2,no_noise
9,4,390,horizontal,753,1,noise
9,4,391,vertical,500,2,no_noise
9,4,392,horizontal,906,1,no_noise
9,4,393,vertical,83,2,noise
9,4,394,horizontal,785,1,noise
9,4,395,vertical,503,2,noise
9,4,396,vertical,17,1,noise
9,4,397,horizontal,881,1,noise
9,4,398,vertical,167,2,noise
9,4,399,vertical,258,1,no_noise
9,4,400,vertical,471,2,noise
