prot_id,prot_subset,trial_id,no_targets,trajectory_id,noise_present,line_orientation
6,10,901,2,588,no_noise,horizontal
6,10,902,1,437,noise,vertical
6,10,903,2,723,noise,horizontal
6,10,904,1,985,noise,horizontal
6,10,905,1,517,noise,horizontal
6,10,906,1,682,no_noise,horizontal
6,10,907,1,30,no_noise,vertical
6,10,908,2,664,no_noise,horizontal
6,10,909,1,958,no_noise,horizontal
6,10,910,2,988,no_noise,horizontal
6,10,911,1,730,no_noise,horizontal
6,10,912,2,640,no_noise,horizontal
6,10,913,2,887,noise,horizontal
6,10,914,1,862,no_noise,horizontal
6,10,915,2,375,noise,vertical
6,10,916,1,881,noise,horizontal
6,10,917,2,368,no_noise,vertical
6,10,918,1,394,no_noise,vertical
6,10,919,1,225,noise,vertical
6,10,920,1,366,no_noise,vertical
6,10,921,2,803,noise,horizontal
6,10,922,2,832,no_noise,horizontal
6,10,923,2,388,no_noise,vertical
6,10,924,2,527,noise,horizontal
6,10,925,2,851,noise,horizontal
6,10,926,1,405,noise,vertical
6,10,927,2,428,no_noise,vertical
6,10,928,1,805,noise,horizontal
6,10,929,1,734,no_noise,horizontal
6,10,930,2,823,noise,horizontal
6,10,931,2,316,no_noise,vertical
6,10,932,2,51,noise,vertical
6,10,933,1,529,noise,horizontal
6,10,934,1,786,no_noise,horizontal
6,10,935,2,468,no_noise,vertical
6,10,936,1,590,no_noise,horizontal
6,10,937,2,351,noise,vertical
6,10,938,1,433,noise,vertical
6,10,939,2,23,noise,vertical
6,10,940,2,83,noise,vertical
6,10,941,1,689,noise,horizontal
6,10,942,2,728,no_noise,horizontal
6,10,943,2,824,no_noise,horizontal
6,10,944,2,931,noise,horizontal
6,10,945,2,484,no_noise,vertical
6,10,946,2,672,no_noise,horizontal
6,10,947,2,79,noise,vertical
6,10,948,1,258,no_noise,vertical
6,10,949,2,891,noise,horizontal
6,10,950,2,660,no_noise,horizontal
6,10,951,2,136,no_noise,vertical
6,10,952,2,712,no_noise,horizontal
6,10,953,1,145,noise,vertical
6,10,954,2,459,noise,vertical
6,10,955,1,66,no_noise,vertical
6,10,956,1,554,no_noise,horizontal
6,10,957,2,460,no_noise,vertical
6,10,958,2,120,no_noise,vertical
6,10,959,1,141,noise,vertical
6,10,960,1,722,no_noise,horizontal
6,10,961,1,158,no_noise,vertical
6,10,962,2,8,no_noise,vertical
6,10,963,1,814,no_noise,horizontal
6,10,964,2,560,no_noise,horizontal
6,10,965,2,12,no_noise,vertical
6,10,966,1,538,no_noise,horizontal
6,10,967,1,650,no_noise,horizontal
6,10,968,1,838,no_noise,horizontal
6,10,969,1,205,noise,vertical
6,10,970,1,894,no_noise,horizontal
6,10,971,1,50,no_noise,vertical
6,10,972,1,750,no_noise,horizontal
6,10,973,1,510,no_noise,horizontal
6,10,974,2,488,no_noise,vertical
6,10,975,2,387,noise,vertical
6,10,976,2,171,noise,vertical
6,10,977,2,192,no_noise,vertical
6,10,978,1,133,noise,vertical
6,10,979,1,65,noise,vertical
6,10,980,2,124,no_noise,vertical
6,10,981,2,32,no_noise,vertical
6,10,982,1,142,no_noise,vertical
6,10,983,2,175,noise,vertical
6,10,984,1,641,noise,horizontal
6,10,985,2,471,noise,vertical
6,10,986,2,60,no_noise,vertical
6,10,987,2,519,noise,horizontal
6,10,988,1,185,noise,vertical
6,10,989,2,716,no_noise,horizontal
6,10,990,2,419,noise,vertical
6,10,991,2,659,noise,horizontal
6,10,992,1,81,noise,vertical
6,10,993,1,118,no_noise,vertical
6,10,994,2,883,noise,horizontal
6,10,995,1,357,noise,vertical
6,10,996,1,1002,no_noise,horizontal
6,10,997,2,787,noise,horizontal
6,10,998,1,26,no_noise,vertical
6,10,999,2,140,no_noise,vertical
6,10,1000,2,696,no_noise,horizontal
