prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
9,3,201,1,no_noise,60
9,3,202,1,noise,12
9,3,203,4,no_noise,778
9,3,204,1,noise,566
9,3,205,1,noise,260
9,3,206,1,noise,793
9,3,207,4,noise,409
9,3,208,4,no_noise,345
9,3,209,1,no_noise,241
9,3,210,1,no_noise,178
9,3,211,1,noise,11
9,3,212,4,no_noise,216
9,3,213,4,no_noise,562
9,3,214,1,noise,270
9,3,215,4,no_noise,524
9,3,216,1,no_noise,782
9,3,217,4,no_noise,913
9,3,218,1,noise,31
9,3,219,1,no_noise,691
9,3,220,1,no_noise,320
9,3,221,1,noise,808
9,3,222,1,no_noise,863
9,3,223,1,noise,679
9,3,224,4,no_noise,963
9,3,225,4,no_noise,55
9,3,226,4,noise,796
9,3,227,4,noise,384
9,3,228,1,no_noise,412
9,3,229,1,no_noise,322
9,3,230,1,noise,309
9,3,231,4,noise,680
9,3,232,4,no_noise,173
9,3,233,4,no_noise,518
9,3,234,4,noise,470
9,3,235,1,noise,652
9,3,236,4,noise,544
9,3,237,1,noise,407
9,3,238,1,no_noise,681
9,3,239,1,no_noise,503
9,3,240,4,noise,134
9,3,241,4,noise,792
9,3,242,1,noise,259
9,3,243,4,noise,227
9,3,244,1,no_noise,898
9,3,245,4,noise,874
9,3,246,1,noise,164
9,3,247,4,no_noise,687
9,3,248,1,no_noise,163
9,3,249,4,no_noise,572
9,3,250,4,no_noise,670
9,3,251,1,noise,165
9,3,252,1,no_noise,716
9,3,253,1,no_noise,814
9,3,254,4,noise,444
9,3,255,1,no_noise,14
9,3,256,1,no_noise,475
9,3,257,1,noise,720
9,3,258,4,no_noise,95
9,3,259,4,noise,664
9,3,260,1,noise,644
9,3,261,4,noise,980
9,3,262,1,no_noise,721
9,3,263,4,noise,754
9,3,264,1,noise,419
9,3,265,4,noise,401
9,3,266,4,no_noise,256
9,3,267,1,noise,148
9,3,268,4,noise,53
9,3,269,1,no_noise,775
9,3,270,4,no_noise,886
9,3,271,4,no_noise,262
9,3,272,1,noise,113
9,3,273,4,noise,69
9,3,274,1,noise,523
9,3,275,4,no_noise,521
9,3,276,1,noise,794
9,3,277,1,noise,830
9,3,278,1,noise,441
9,3,279,4,no_noise,689
9,3,280,1,no_noise,150
9,3,281,4,no_noise,966
9,3,282,4,noise,120
9,3,283,4,no_noise,228
9,3,284,4,no_noise,194
9,3,285,4,noise,160
9,3,286,1,noise,282
9,3,287,4,no_noise,967
9,3,288,1,no_noise,232
9,3,289,1,noise,529
9,3,290,4,noise,189
9,3,291,1,noise,994
9,3,292,1,no_noise,619
9,3,293,4,noise,604
9,3,294,4,noise,504
9,3,295,4,noise,991
9,3,296,4,no_noise,390
9,3,297,1,noise,219
9,3,298,4,noise,294
9,3,299,4,noise,853
9,3,300,1,no_noise,1
