prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
8,4,301,4,no_noise,231
8,4,302,1,noise,852
8,4,303,1,no_noise,149
8,4,304,1,noise,84
8,4,305,1,noise,470
8,4,306,1,noise,976
8,4,307,1,no_noise,646
8,4,308,1,noise,627
8,4,309,4,no_noise,946
8,4,310,4,no_noise,441
8,4,311,4,no_noise,278
8,4,312,1,no_noise,621
8,4,313,1,no_noise,489
8,4,314,1,no_noise,526
8,4,315,4,noise,461
8,4,316,4,noise,691
8,4,317,4,noise,400
8,4,318,4,no_noise,510
8,4,319,4,no_noise,521
8,4,320,1,noise,933
8,4,321,4,no_noise,478
8,4,322,4,noise,220
8,4,323,4,noise,469
8,4,324,4,noise,100
8,4,325,1,noise,160
8,4,326,4,noise,798
8,4,327,1,no_noise,860
8,4,328,1,noise,513
8,4,329,4,no_noise,966
8,4,330,4,no_noise,119
8,4,331,1,noise,955
8,4,332,4,noise,413
8,4,333,4,noise,912
8,4,334,4,no_noise,582
8,4,335,1,no_noise,439
8,4,336,1,noise,978
8,4,337,4,no_noise,274
8,4,338,4,noise,882
8,4,339,4,no_noise,596
8,4,340,1,no_noise,300
8,4,341,4,noise,349
8,4,342,1,noise,712
8,4,343,1,no_noise,811
8,4,344,4,noise,446
8,4,345,1,no_noise,377
8,4,346,1,no_noise,44
8,4,347,4,noise,433
8,4,348,1,no_noise,740
8,4,349,4,noise,180
8,4,350,4,noise,739
8,4,351,1,no_noise,768
8,4,352,1,no_noise,428
8,4,353,1,no_noise,747
8,4,354,4,no_noise,830
8,4,355,4,no_noise,372
8,4,356,1,no_noise,4
8,4,357,4,no_noise,1000
8,4,358,1,no_noise,999
8,4,359,1,no_noise,612
8,4,360,4,no_noise,106
8,4,361,4,noise,698
8,4,362,4,no_noise,337
8,4,363,4,noise,14
8,4,364,4,no_noise,386
8,4,365,1,noise,27
8,4,366,1,no_noise,367
8,4,367,4,noise,214
8,4,368,1,noise,923
8,4,369,4,no_noise,135
8,4,370,1,no_noise,35
8,4,371,4,no_noise,250
8,4,372,1,noise,299
8,4,373,4,noise,307
8,4,374,4,noise,902
8,4,375,4,no_noise,926
8,4,376,4,no_noise,158
8,4,377,1,noise,213
8,4,378,1,no_noise,807
8,4,379,1,no_noise,828
8,4,380,4,no_noise,564
8,4,381,1,noise,800
8,4,382,4,no_noise,88
8,4,383,4,no_noise,309
8,4,384,1,noise,286
8,4,385,1,noise,479
8,4,386,1,no_noise,847
8,4,387,4,noise,848
8,4,388,1,noise,776
8,4,389,4,no_noise,914
8,4,390,4,noise,73
8,4,391,4,noise,939
8,4,392,4,noise,277
8,4,393,4,noise,157
8,4,394,1,no_noise,945
8,4,395,1,noise,640
8,4,396,4,no_noise,18
8,4,397,4,no_noise,561
8,4,398,4,noise,417
8,4,399,1,noise,629
8,4,400,1,noise,745
