prot_id,trial_id,no_targets,noise_present,trajectory_id
31,1,2,no_noise,71
31,2,1,noise,1
31,3,2,no_noise,109
31,4,1,noise,118
31,5,2,no_noise,87
31,6,4,noise,165
31,7,2,noise,2
31,8,2,noise,130
31,9,4,noise,75
31,10,1,noise,45
31,11,4,noise,25
31,12,2,no_noise,41
31,13,1,noise,104
31,14,2,no_noise,60
31,15,1,no_noise,31
31,16,4,no_noise,48
31,17,4,noise,84
31,18,2,noise,116
31,19,2,noise,77
31,20,2,noise,112
31,21,2,noise,4
31,22,4,no_noise,124
31,23,1,noise,158
31,24,2,no_noise,144
31,25,1,no_noise,58
31,26,1,no_noise,146
31,27,1,noise,140
31,28,1,noise,142
31,29,4,no_noise,43
31,30,4,noise,62
31,31,2,no_noise,153
31,32,4,noise,154
31,33,4,no_noise,161
31,34,4,no_noise,64
31,35,2,no_noise,21
31,36,2,no_noise,78
31,37,4,noise,133
31,38,1,no_noise,65
31,39,2,no_noise,121
31,40,4,no_noise,97
31,41,1,noise,106
31,42,1,noise,114
31,43,4,noise,7
31,44,1,noise,49
31,45,1,no_noise,18
31,46,4,no_noise,143
31,47,4,no_noise,69
31,48,2,noise,107
31,49,1,no_noise,15
31,50,1,no_noise,131
31,51,1,no_noise,148
31,52,1,noise,5
31,53,4,noise,70
31,54,1,no_noise,129
31,55,2,no_noise,13
31,56,1,no_noise,134
31,57,4,noise,123
31,58,4,noise,66
31,59,1,noise,126
31,60,1,noise,115
31,61,1,noise,29
31,62,4,noise,22
31,63,1,no_noise,171
31,64,1,no_noise,74
31,65,2,no_noise,12
31,66,1,no_noise,162
31,67,4,noise,67
31,68,4,no_noise,141
31,69,1,noise,16
31,70,1,noise,136
31,71,2,no_noise,17
31,72,1,noise,110
31,73,2,noise,164
31,74,2,noise,30
31,75,1,noise,56
31,76,2,no_noise,44
31,77,4,noise,113
31,78,1,no_noise,119
31,79,2,no_noise,94
31,80,2,noise,38
31,81,1,noise,34
31,82,2,noise,173
31,83,4,no_noise,125
31,84,1,noise,92
31,85,4,noise,42
31,86,1,noise,150
31,87,1,no_noise,170
31,88,4,noise,47
31,89,2,noise,98
31,90,1,no_noise,176
31,91,1,noise,32
31,92,4,noise,50
31,93,2,no_noise,3
31,94,4,noise,76
31,95,4,no_noise,53
31,96,4,no_noise,101
31,97,1,no_noise,157
31,98,1,no_noise,122
31,99,2,noise,179
31,100,4,noise,54
31,101,4,no_noise,33
31,102,4,noise,137
31,103,4,no_noise,79
31,104,4,noise,168
31,105,4,noise,177
31,106,4,no_noise,61
31,107,2,noise,174
31,108,1,no_noise,138
31,109,4,no_noise,20
31,110,1,no_noise,8
31,111,2,noise,151
31,112,2,no_noise,149
31,113,1,no_noise,166
31,114,2,no_noise,147
31,115,2,no_noise,40
31,116,4,no_noise,10
31,117,2,no_noise,72
31,118,2,no_noise,55
31,119,1,no_noise,175
31,120,2,noise,6
31,121,1,no_noise,108
31,122,4,noise,178
31,123,2,no_noise,90
31,124,4,no_noise,82
31,125,4,no_noise,88
31,126,4,noise,145
31,127,4,noise,81
31,128,4,noise,85
31,129,2,noise,24
31,130,2,noise,14
31,131,2,noise,100
31,132,2,noise,169
31,133,1,no_noise,91
31,134,1,noise,93
31,135,4,no_noise,9
31,136,2,no_noise,51
31,137,1,noise,46
31,138,2,no_noise,36
31,139,2,no_noise,139
31,140,1,noise,160
31,141,1,noise,11
31,142,1,no_noise,57
31,143,1,no_noise,39
31,144,2,noise,103
31,145,4,no_noise,86
31,146,4,no_noise,167
31,147,1,no_noise,117
31,148,1,noise,73
31,149,1,no_noise,19
31,150,2,noise,155
31,151,2,noise,52
31,152,2,no_noise,80
31,153,4,noise,135
31,154,2,no_noise,120
31,155,2,noise,95
31,156,1,no_noise,127
31,157,2,noise,59
31,158,4,noise,156
31,159,4,no_noise,27
31,160,2,noise,23
31,161,4,no_noise,102
31,162,2,noise,83
31,163,4,no_noise,152
31,164,1,noise,89
31,165,1,noise,111
31,166,4,noise,35
31,167,4,no_noise,96
31,168,2,no_noise,180
31,169,4,no_noise,105
31,170,2,no_noise,63
31,171,4,no_noise,172
31,172,2,noise,37
31,173,1,no_noise,26
31,174,4,no_noise,28
31,175,2,noise,99
31,176,2,no_noise,128
31,177,4,noise,132
31,178,4,no_noise,68
31,179,1,noise,163
31,180,2,noise,159
