prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
9,7,601,1,noise,657
9,7,602,1,no_noise,296
9,7,603,4,noise,607
9,7,604,4,noise,201
9,7,605,1,no_noise,403
9,7,606,4,noise,902
9,7,607,4,no_noise,995
9,7,608,4,no_noise,418
9,7,609,4,noise,665
9,7,610,4,no_noise,481
9,7,611,4,no_noise,788
9,7,612,4,no_noise,554
9,7,613,1,noise,377
9,7,614,4,no_noise,126
9,7,615,1,noise,493
9,7,616,1,noise,429
9,7,617,1,noise,455
9,7,618,4,no_noise,288
9,7,619,1,no_noise,466
9,7,620,1,no_noise,193
9,7,621,4,noise,443
9,7,622,4,noise,450
9,7,623,4,no_noise,552
9,7,624,4,no_noise,608
9,7,625,1,no_noise,157
9,7,626,4,noise,875
9,7,627,4,noise,700
9,7,628,4,noise,939
9,7,629,4,no_noise,114
9,7,630,1,no_noise,38
9,7,631,4,no_noise,878
9,7,632,4,noise,129
9,7,633,1,no_noise,672
9,7,634,1,no_noise,916
9,7,635,1,noise,749
9,7,636,4,noise,787
9,7,637,1,no_noise,360
9,7,638,4,no_noise,247
9,7,639,1,no_noise,347
9,7,640,4,noise,954
9,7,641,1,no_noise,949
9,7,642,4,noise,971
9,7,643,1,no_noise,540
9,7,644,1,noise,238
9,7,645,1,noise,339
9,7,646,1,no_noise,207
9,7,647,4,noise,261
9,7,648,1,noise,535
9,7,649,1,no_noise,176
9,7,650,4,noise,348
9,7,651,1,noise,732
9,7,652,4,no_noise,731
9,7,653,4,noise,690
9,7,654,4,noise,110
9,7,655,1,no_noise,934
9,7,656,1,no_noise,931
9,7,657,1,no_noise,974
9,7,658,4,noise,840
9,7,659,1,no_noise,179
9,7,660,4,no_noise,482
9,7,661,1,noise,362
9,7,662,1,no_noise,101
9,7,663,4,noise,707
9,7,664,4,no_noise,708
9,7,665,4,noise,18
9,7,666,1,no_noise,781
9,7,667,4,noise,99
9,7,668,1,no_noise,447
9,7,669,1,no_noise,737
9,7,670,1,noise,118
9,7,671,1,noise,104
9,7,672,1,no_noise,649
9,7,673,1,no_noise,968
9,7,674,4,noise,921
9,7,675,4,no_noise,596
9,7,676,1,no_noise,225
9,7,677,4,noise,240
9,7,678,1,noise,617
9,7,679,4,no_noise,695
9,7,680,1,no_noise,923
9,7,681,4,noise,244
9,7,682,4,no_noise,704
9,7,683,4,no_noise,810
9,7,684,4,noise,253
9,7,685,4,noise,735
9,7,686,4,no_noise,710
9,7,687,1,no_noise,993
9,7,688,1,noise,257
9,7,689,4,no_noise,449
9,7,690,1,noise,417
9,7,691,4,no_noise,146
9,7,692,1,no_noise,248
9,7,693,1,no_noise,355
9,7,694,1,no_noise,511
9,7,695,4,no_noise,103
9,7,696,4,noise,777
9,7,697,1,noise,287
9,7,698,1,noise,461
9,7,699,4,no_noise,696
9,7,700,1,no_noise,406
