prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,4,301,noise,4,811
5,4,302,no_noise,1,674
5,4,303,no_noise,4,497
5,4,304,no_noise,4,358
5,4,305,no_noise,4,194
5,4,306,noise,4,921
5,4,307,no_noise,4,173
5,4,308,no_noise,1,89
5,4,309,noise,1,90
5,4,310,no_noise,4,433
5,4,311,noise,4,99
5,4,312,no_noise,4,895
5,4,313,noise,4,676
5,4,314,noise,4,570
5,4,315,noise,4,4
5,4,316,no_noise,4,40
5,4,317,noise,4,626
5,4,318,noise,1,654
5,4,319,noise,4,806
5,4,320,noise,1,662
5,4,321,noise,1,619
5,4,322,noise,4,183
5,4,323,no_noise,4,316
5,4,324,no_noise,1,663
5,4,325,noise,1,935
5,4,326,noise,4,442
5,4,327,noise,4,354
5,4,328,no_noise,1,117
5,4,329,no_noise,4,873
5,4,330,noise,1,861
5,4,331,noise,1,705
5,4,332,no_noise,1,925
5,4,333,noise,4,114
5,4,334,no_noise,4,838
5,4,335,noise,4,119
5,4,336,no_noise,4,637
5,4,337,no_noise,1,314
5,4,338,no_noise,4,774
5,4,339,no_noise,4,627
5,4,340,no_noise,1,960
5,4,341,noise,1,336
5,4,342,noise,4,598
5,4,343,no_noise,1,35
5,4,344,noise,1,523
5,4,345,no_noise,4,278
5,4,346,no_noise,4,312
5,4,347,noise,1,517
5,4,348,noise,4,1
5,4,349,noise,1,110
5,4,350,no_noise,4,76
5,4,351,noise,4,529
5,4,352,noise,4,325
5,4,353,no_noise,4,113
5,4,354,noise,4,364
5,4,355,no_noise,1,937
5,4,356,noise,4,949
5,4,357,no_noise,1,311
5,4,358,noise,4,505
5,4,359,noise,4,112
5,4,360,noise,4,559
5,4,361,no_noise,1,994
5,4,362,no_noise,4,697
5,4,363,no_noise,4,759
5,4,364,no_noise,4,216
5,4,365,noise,1,516
5,4,366,noise,4,352
5,4,367,noise,1,951
5,4,368,no_noise,4,807
5,4,369,no_noise,4,414
5,4,370,no_noise,4,78
5,4,371,noise,1,814
5,4,372,no_noise,4,256
5,4,373,no_noise,1,139
5,4,374,no_noise,4,743
5,4,375,no_noise,1,630
5,4,376,noise,1,431
5,4,377,noise,4,813
5,4,378,noise,1,118
5,4,379,noise,4,982
5,4,380,no_noise,4,910
5,4,381,noise,1,213
5,4,382,noise,4,757
5,4,383,no_noise,1,784
5,4,384,noise,1,687
5,4,385,noise,1,725
5,4,386,noise,1,914
5,4,387,no_noise,1,242
5,4,388,no_noise,4,640
5,4,389,no_noise,4,845
5,4,390,noise,1,410
5,4,391,noise,4,88
5,4,392,noise,1,296
5,4,393,no_noise,1,7
5,4,394,no_noise,1,247
5,4,395,noise,1,526
5,4,396,no_noise,1,344
5,4,397,no_noise,4,908
5,4,398,no_noise,1,46
5,4,399,noise,1,488
5,4,400,noise,1,412
