prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,8,701,noise,4,878
4,8,702,no_noise,1,951
4,8,703,no_noise,1,984
4,8,704,no_noise,4,87
4,8,705,noise,4,440
4,8,706,noise,4,53
4,8,707,noise,1,622
4,8,708,no_noise,1,761
4,8,709,no_noise,1,293
4,8,710,noise,4,744
4,8,711,no_noise,4,236
4,8,712,noise,4,943
4,8,713,no_noise,1,454
4,8,714,no_noise,4,466
4,8,715,noise,4,576
4,8,716,no_noise,1,651
4,8,717,no_noise,1,7
4,8,718,no_noise,1,430
4,8,719,no_noise,1,760
4,8,720,noise,1,734
4,8,721,no_noise,1,944
4,8,722,no_noise,4,988
4,8,723,no_noise,1,661
4,8,724,no_noise,4,238
4,8,725,noise,4,674
4,8,726,no_noise,1,869
4,8,727,noise,1,618
4,8,728,noise,1,101
4,8,729,no_noise,1,195
4,8,730,no_noise,1,999
4,8,731,noise,4,605
4,8,732,noise,4,179
4,8,733,noise,4,347
4,8,734,noise,4,792
4,8,735,no_noise,1,336
4,8,736,noise,1,81
4,8,737,noise,4,255
4,8,738,noise,1,122
4,8,739,noise,1,549
4,8,740,noise,4,174
4,8,741,no_noise,1,285
4,8,742,no_noise,1,566
4,8,743,noise,1,780
4,8,744,no_noise,1,63
4,8,745,no_noise,1,781
4,8,746,no_noise,4,875
4,8,747,noise,4,230
4,8,748,noise,1,963
4,8,749,noise,4,43
4,8,750,noise,1,265
4,8,751,noise,1,796
4,8,752,no_noise,4,192
4,8,753,noise,4,141
4,8,754,noise,1,443
4,8,755,noise,1,188
4,8,756,noise,4,35
4,8,757,noise,4,994
4,8,758,noise,1,106
4,8,759,no_noise,4,333
4,8,760,no_noise,4,282
4,8,761,noise,4,79
4,8,762,noise,4,867
4,8,763,noise,4,232
4,8,764,noise,1,500
4,8,765,noise,1,339
4,8,766,no_noise,4,450
4,8,767,no_noise,1,684
4,8,768,no_noise,4,903
4,8,769,noise,4,793
4,8,770,noise,1,860
4,8,771,no_noise,1,99
4,8,772,noise,1,993
4,8,773,noise,1,330
4,8,774,no_noise,1,692
4,8,775,noise,4,78
4,8,776,no_noise,1,706
4,8,777,no_noise,4,977
4,8,778,no_noise,4,316
4,8,779,no_noise,1,537
4,8,780,noise,1,175
4,8,781,no_noise,4,176
4,8,782,noise,4,982
4,8,783,noise,4,92
4,8,784,no_noise,1,151
4,8,785,noise,4,228
4,8,786,no_noise,4,970
4,8,787,noise,1,958
4,8,788,noise,1,544
4,8,789,noise,4,480
4,8,790,no_noise,4,140
4,8,791,noise,1,737
4,8,792,noise,1,805
4,8,793,no_noise,1,189
4,8,794,no_noise,4,422
4,8,795,no_noise,4,689
4,8,796,no_noise,4,997
4,8,797,noise,1,554
4,8,798,no_noise,1,952
4,8,799,no_noise,4,402
4,8,800,noise,4,370
