prot_id,trial_id,no_targets,noise_present,trajectory_id
15,1,4,noise,149
15,2,1,no_noise,114
15,3,4,no_noise,70
15,4,4,no_noise,102
15,5,2,no_noise,153
15,6,4,no_noise,63
15,7,4,no_noise,162
15,8,1,no_noise,27
15,9,2,no_noise,10
15,10,2,no_noise,51
15,11,4,noise,156
15,12,1,noise,150
15,13,1,noise,165
15,14,1,no_noise,131
15,15,2,noise,68
15,16,2,no_noise,7
15,17,2,no_noise,74
15,18,4,noise,128
15,19,4,noise,175
15,20,1,noise,35
15,21,4,no_noise,155
15,22,1,noise,66
15,23,4,no_noise,169
15,24,1,noise,110
15,25,1,no_noise,37
15,26,1,noise,1
15,27,1,no_noise,43
15,28,4,no_noise,124
15,29,1,no_noise,121
15,30,1,noise,126
15,31,2,no_noise,107
15,32,1,no_noise,109
15,33,2,no_noise,176
15,34,2,noise,133
15,35,2,noise,174
15,36,1,no_noise,14
15,37,1,noise,67
15,38,2,noise,52
15,39,1,no_noise,130
15,40,2,no_noise,53
15,41,1,noise,41
15,42,1,noise,64
15,43,1,noise,20
15,44,4,noise,69
15,45,2,no_noise,166
15,46,2,noise,18
15,47,1,no_noise,178
15,48,4,noise,84
15,49,2,noise,73
15,50,2,noise,163
15,51,2,noise,147
15,52,2,no_noise,96
15,53,2,no_noise,152
15,54,1,no_noise,167
15,55,4,no_noise,40
15,56,2,noise,46
15,57,4,noise,148
15,58,4,noise,105
15,59,4,no_noise,140
15,60,1,no_noise,111
15,61,2,no_noise,173
15,62,1,no_noise,25
15,63,1,noise,79
15,64,4,noise,85
15,65,1,noise,99
15,66,2,no_noise,31
15,67,2,noise,145
15,68,4,noise,146
15,69,2,noise,3
15,70,2,no_noise,116
15,71,4,noise,90
15,72,2,noise,134
15,73,4,noise,95
15,74,1,no_noise,5
15,75,2,no_noise,179
15,76,1,noise,119
15,77,2,noise,161
15,78,2,noise,108
15,79,2,noise,19
15,80,4,noise,103
15,81,4,no_noise,83
15,82,1,no_noise,123
15,83,4,no_noise,23
15,84,1,no_noise,30
15,85,4,no_noise,127
15,86,2,no_noise,180
15,87,2,noise,80
15,88,4,no_noise,98
15,89,4,noise,168
15,90,2,no_noise,9
15,91,2,noise,78
15,92,2,noise,33
15,93,2,no_noise,143
15,94,4,noise,142
15,95,4,no_noise,112
15,96,4,noise,151
15,97,2,noise,50
15,98,1,noise,159
15,99,2,no_noise,36
15,100,4,noise,54
15,101,1,no_noise,24
15,102,4,noise,59
15,103,4,no_noise,47
15,104,4,noise,45
15,105,1,noise,129
15,106,1,noise,34
15,107,4,no_noise,158
15,108,4,no_noise,6
15,109,2,no_noise,113
15,110,2,no_noise,157
15,111,4,no_noise,38
15,112,1,no_noise,39
15,113,2,no_noise,139
15,114,2,noise,172
15,115,1,no_noise,44
15,116,2,no_noise,154
15,117,4,no_noise,171
15,118,4,no_noise,22
15,119,2,no_noise,57
15,120,4,noise,75
15,121,2,noise,115
15,122,1,noise,60
15,123,1,no_noise,65
15,124,4,noise,11
15,125,1,no_noise,62
15,126,4,no_noise,120
15,127,4,no_noise,82
15,128,4,noise,86
15,129,2,noise,42
15,130,1,noise,106
15,131,1,noise,87
15,132,4,noise,49
15,133,1,noise,61
15,134,4,noise,13
15,135,1,no_noise,15
15,136,1,no_noise,118
15,137,4,noise,141
15,138,2,noise,97
15,139,4,no_noise,177
15,140,4,no_noise,92
15,141,1,noise,55
15,142,4,no_noise,48
15,143,4,noise,77
15,144,4,noise,16
15,145,4,noise,81
15,146,4,no_noise,89
15,147,1,noise,12
15,148,1,no_noise,135
15,149,1,noise,122
15,150,1,no_noise,94
15,151,4,noise,160
15,152,2,no_noise,72
15,153,2,no_noise,28
15,154,1,noise,132
15,155,2,no_noise,71
15,156,1,no_noise,76
15,157,2,no_noise,88
15,158,1,noise,26
15,159,1,no_noise,117
15,160,2,noise,137
15,161,4,noise,21
15,162,1,no_noise,2
15,163,4,no_noise,164
15,164,4,no_noise,138
15,165,2,no_noise,170
15,166,2,noise,100
15,167,4,no_noise,17
15,168,2,noise,32
15,169,1,noise,93
15,170,2,noise,136
15,171,1,noise,29
15,172,1,no_noise,91
15,173,4,no_noise,104
15,174,1,noise,101
15,175,2,no_noise,125
15,176,2,noise,8
15,177,1,no_noise,56
15,178,1,noise,144
15,179,2,noise,4
15,180,2,noise,58
