prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
3,7,601,1,noise,894
3,7,602,1,noise,585
3,7,603,4,no_noise,342
3,7,604,1,no_noise,635
3,7,605,4,no_noise,612
3,7,606,1,no_noise,476
3,7,607,4,noise,498
3,7,608,1,noise,123
3,7,609,4,noise,858
3,7,610,1,no_noise,488
3,7,611,4,noise,600
3,7,612,1,no_noise,617
3,7,613,4,noise,929
3,7,614,4,noise,72
3,7,615,1,no_noise,853
3,7,616,1,noise,962
3,7,617,4,no_noise,494
3,7,618,1,noise,40
3,7,619,4,noise,892
3,7,620,4,no_noise,849
3,7,621,4,noise,777
3,7,622,4,no_noise,794
3,7,623,1,no_noise,567
3,7,624,4,no_noise,139
3,7,625,4,no_noise,580
3,7,626,4,noise,363
3,7,627,1,noise,166
3,7,628,4,noise,356
3,7,629,4,noise,924
3,7,630,4,no_noise,615
3,7,631,4,no_noise,436
3,7,632,1,noise,801
3,7,633,1,noise,264
3,7,634,1,no_noise,48
3,7,635,4,noise,720
3,7,636,4,no_noise,34
3,7,637,4,noise,475
3,7,638,1,noise,232
3,7,639,4,noise,973
3,7,640,4,noise,250
3,7,641,4,noise,117
3,7,642,4,noise,564
3,7,643,4,noise,93
3,7,644,1,no_noise,714
3,7,645,4,noise,271
3,7,646,1,noise,424
3,7,647,4,no_noise,700
3,7,648,1,noise,697
3,7,649,1,noise,971
3,7,650,1,noise,230
3,7,651,1,no_noise,577
3,7,652,4,noise,893
3,7,653,1,no_noise,144
3,7,654,4,noise,35
3,7,655,1,noise,822
3,7,656,1,no_noise,297
3,7,657,1,noise,111
3,7,658,4,noise,38
3,7,659,4,noise,73
3,7,660,4,noise,734
3,7,661,4,noise,736
3,7,662,1,no_noise,244
3,7,663,4,noise,404
3,7,664,1,noise,228
3,7,665,1,noise,45
3,7,666,1,no_noise,231
3,7,667,4,noise,766
3,7,668,1,no_noise,334
3,7,669,4,noise,552
3,7,670,4,noise,215
3,7,671,4,no_noise,681
3,7,672,4,no_noise,164
3,7,673,1,noise,480
3,7,674,1,noise,239
3,7,675,1,noise,340
3,7,676,4,no_noise,266
3,7,677,1,noise,235
3,7,678,1,no_noise,52
3,7,679,4,no_noise,916
3,7,680,4,noise,608
3,7,681,1,no_noise,197
3,7,682,1,no_noise,272
3,7,683,4,noise,709
3,7,684,4,no_noise,492
3,7,685,4,noise,444
3,7,686,1,noise,20
3,7,687,4,noise,304
3,7,688,1,noise,466
3,7,689,1,no_noise,575
3,7,690,4,noise,940
3,7,691,4,noise,817
3,7,692,1,noise,548
3,7,693,4,noise,755
3,7,694,4,noise,846
3,7,695,1,noise,207
3,7,696,1,no_noise,402
3,7,697,1,noise,211
3,7,698,4,no_noise,7
3,7,699,4,no_noise,922
3,7,700,1,no_noise,979
