prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
7,7,601,1,noise,18
7,7,602,1,no_noise,549
7,7,603,4,no_noise,664
7,7,604,4,no_noise,12
7,7,605,4,noise,478
7,7,606,4,no_noise,672
7,7,607,4,no_noise,996
7,7,608,4,no_noise,545
7,7,609,1,noise,166
7,7,610,4,noise,462
7,7,611,1,no_noise,315
7,7,612,4,noise,850
7,7,613,1,no_noise,767
7,7,614,4,no_noise,957
7,7,615,1,noise,792
7,7,616,4,no_noise,696
7,7,617,1,no_noise,940
7,7,618,1,no_noise,917
7,7,619,1,no_noise,293
7,7,620,4,noise,263
7,7,621,1,no_noise,960
7,7,622,4,noise,531
7,7,623,4,no_noise,589
7,7,624,4,no_noise,752
7,7,625,4,noise,941
7,7,626,1,noise,14
7,7,627,4,noise,181
7,7,628,4,no_noise,673
7,7,629,4,noise,394
7,7,630,1,no_noise,755
7,7,631,4,noise,926
7,7,632,1,noise,106
7,7,633,1,noise,167
7,7,634,1,noise,951
7,7,635,1,no_noise,894
7,7,636,1,no_noise,296
7,7,637,4,noise,745
7,7,638,1,noise,115
7,7,639,4,noise,134
7,7,640,1,no_noise,902
7,7,641,4,no_noise,830
7,7,642,1,noise,501
7,7,643,1,no_noise,961
7,7,644,1,noise,952
7,7,645,1,no_noise,703
7,7,646,4,no_noise,352
7,7,647,1,no_noise,791
7,7,648,1,noise,974
7,7,649,1,no_noise,712
7,7,650,4,no_noise,290
7,7,651,4,no_noise,288
7,7,652,1,no_noise,694
7,7,653,1,no_noise,218
7,7,654,4,no_noise,206
7,7,655,1,no_noise,52
7,7,656,4,noise,587
7,7,657,4,no_noise,556
7,7,658,1,no_noise,235
7,7,659,4,no_noise,287
7,7,660,4,no_noise,532
7,7,661,1,no_noise,631
7,7,662,1,noise,62
7,7,663,4,noise,969
7,7,664,1,noise,421
7,7,665,1,no_noise,44
7,7,666,4,no_noise,492
7,7,667,4,no_noise,731
7,7,668,4,noise,9
7,7,669,4,no_noise,785
7,7,670,4,no_noise,46
7,7,671,4,noise,867
7,7,672,4,no_noise,923
7,7,673,4,noise,203
7,7,674,4,no_noise,56
7,7,675,4,noise,272
7,7,676,4,noise,451
7,7,677,4,no_noise,133
7,7,678,1,noise,758
7,7,679,4,no_noise,604
7,7,680,4,no_noise,43
7,7,681,1,noise,691
7,7,682,4,noise,653
7,7,683,4,no_noise,596
7,7,684,1,noise,824
7,7,685,1,no_noise,254
7,7,686,1,no_noise,455
7,7,687,4,no_noise,246
7,7,688,4,noise,410
7,7,689,4,noise,871
7,7,690,1,no_noise,499
7,7,691,1,noise,689
7,7,692,4,noise,623
7,7,693,1,no_noise,922
7,7,694,1,no_noise,143
7,7,695,4,no_noise,96
7,7,696,1,no_noise,865
7,7,697,1,no_noise,247
7,7,698,4,no_noise,779
7,7,699,1,no_noise,224
7,7,700,4,noise,822
