prot_id,trial_id,no_targets,noise_present,trajectory_id
33,1,1,no_noise,158
33,2,1,no_noise,73
33,3,1,noise,149
33,4,4,no_noise,166
33,5,4,no_noise,18
33,6,1,noise,39
33,7,4,noise,77
33,8,2,noise,27
33,9,1,no_noise,169
33,10,4,noise,32
33,11,4,no_noise,164
33,12,4,no_noise,37
33,13,2,no_noise,171
33,14,1,noise,61
33,15,2,no_noise,167
33,16,4,noise,6
33,17,2,no_noise,84
33,18,1,noise,173
33,19,2,no_noise,144
33,20,1,noise,138
33,21,1,noise,135
33,22,2,noise,110
33,23,4,no_noise,137
33,24,4,no_noise,48
33,25,2,no_noise,62
33,26,4,noise,70
33,27,4,noise,161
33,28,1,no_noise,22
33,29,2,noise,35
33,30,2,noise,106
33,31,4,no_noise,50
33,32,4,no_noise,97
33,33,4,noise,10
33,34,2,noise,57
33,35,4,noise,139
33,36,4,no_noise,47
33,37,4,noise,23
33,38,1,noise,55
33,39,1,no_noise,14
33,40,1,no_noise,54
33,41,4,noise,128
33,42,1,no_noise,172
33,43,1,no_noise,63
33,44,2,noise,72
33,45,2,no_noise,21
33,46,2,no_noise,60
33,47,1,noise,151
33,48,4,noise,89
33,49,2,noise,40
33,50,1,noise,143
33,51,1,noise,56
33,52,1,no_noise,69
33,53,4,noise,131
33,54,4,noise,146
33,55,2,noise,7
33,56,2,no_noise,5
33,57,2,noise,124
33,58,4,no_noise,140
33,59,1,no_noise,119
33,60,2,no_noise,150
33,61,1,no_noise,87
33,62,1,no_noise,107
33,63,4,noise,117
33,64,4,noise,175
33,65,1,no_noise,145
33,66,2,no_noise,154
33,67,4,noise,13
33,68,2,no_noise,160
33,69,2,no_noise,101
33,70,1,noise,121
33,71,2,no_noise,53
33,72,1,no_noise,176
33,73,1,noise,114
33,74,1,no_noise,30
33,75,2,no_noise,65
33,76,1,noise,165
33,77,4,no_noise,159
33,78,4,no_noise,58
33,79,4,no_noise,141
33,80,1,noise,177
33,81,2,noise,125
33,82,2,noise,105
33,83,4,noise,102
33,84,2,no_noise,33
33,85,4,noise,42
33,86,4,noise,19
33,87,2,noise,148
33,88,2,noise,79
33,89,1,no_noise,168
33,90,4,no_noise,127
33,91,2,noise,11
33,92,2,no_noise,174
33,93,2,noise,44
33,94,2,noise,82
33,95,4,no_noise,157
33,96,4,no_noise,83
33,97,1,no_noise,95
33,98,4,no_noise,34
33,99,2,noise,16
33,100,1,noise,45
33,101,2,noise,129
33,102,4,noise,67
33,103,4,noise,111
33,104,4,noise,108
33,105,4,no_noise,170
33,106,4,noise,52
33,107,1,noise,1
33,108,4,no_noise,109
33,109,4,noise,93
33,110,2,no_noise,155
33,111,1,no_noise,66
33,112,1,noise,29
33,113,4,no_noise,20
33,114,1,noise,78
33,115,1,no_noise,3
33,116,1,no_noise,163
33,117,1,noise,64
33,118,1,no_noise,120
33,119,4,no_noise,122
33,120,2,noise,81
33,121,1,no_noise,75
33,122,4,noise,25
33,123,2,noise,49
33,124,1,noise,12
33,125,2,noise,24
33,126,4,noise,112
33,127,2,noise,59
33,128,1,noise,153
33,129,2,noise,92
33,130,2,no_noise,99
33,131,1,noise,8
33,132,4,no_noise,180
33,133,1,noise,91
33,134,4,no_noise,74
33,135,1,noise,2
33,136,1,no_noise,134
33,137,2,noise,142
33,138,2,noise,90
33,139,2,no_noise,94
33,140,2,no_noise,36
33,141,4,no_noise,4
33,142,2,no_noise,147
33,143,2,no_noise,162
33,144,4,no_noise,130
33,145,4,no_noise,100
33,146,4,no_noise,123
33,147,2,no_noise,43
33,148,1,no_noise,179
33,149,2,noise,126
33,150,2,no_noise,103
33,151,4,noise,115
33,152,1,noise,80
33,153,4,noise,28
33,154,1,no_noise,88
33,155,2,no_noise,85
33,156,2,no_noise,41
33,157,1,noise,96
33,158,4,no_noise,132
33,159,1,no_noise,31
33,160,1,no_noise,156
33,161,2,noise,136
33,162,1,noise,118
33,163,2,no_noise,133
33,164,2,noise,9
33,165,4,noise,51
33,166,1,no_noise,17
33,167,2,no_noise,152
33,168,1,no_noise,98
33,169,4,noise,71
33,170,1,no_noise,15
33,171,2,noise,68
33,172,1,noise,113
33,173,1,noise,86
33,174,2,no_noise,26
33,175,4,no_noise,116
33,176,4,noise,46
33,177,2,noise,104
33,178,2,no_noise,178
33,179,1,noise,38
33,180,4,no_noise,76
