prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,1,1,noise,1,419
4,1,2,noise,1,521
4,1,3,noise,4,343
4,1,4,no_noise,4,365
4,1,5,no_noise,1,709
4,1,6,noise,1,772
4,1,7,no_noise,1,256
4,1,8,noise,4,199
4,1,9,noise,1,825
4,1,10,no_noise,4,987
4,1,11,noise,1,932
4,1,12,no_noise,1,41
4,1,13,no_noise,1,356
4,1,14,noise,1,14
4,1,15,no_noise,4,816
4,1,16,no_noise,1,361
4,1,17,noise,4,400
4,1,18,no_noise,1,880
4,1,19,noise,1,614
4,1,20,no_noise,1,948
4,1,21,noise,4,264
4,1,22,noise,4,404
4,1,23,no_noise,4,64
4,1,24,noise,4,231
4,1,25,noise,4,414
4,1,26,no_noise,4,296
4,1,27,noise,1,601
4,1,28,no_noise,4,774
4,1,29,noise,1,972
4,1,30,noise,1,621
4,1,31,noise,1,740
4,1,32,noise,1,146
4,1,33,noise,4,897
4,1,34,noise,4,591
4,1,35,noise,4,482
4,1,36,no_noise,4,47
4,1,37,no_noise,1,389
4,1,38,no_noise,1,560
4,1,39,no_noise,4,965
4,1,40,no_noise,1,455
4,1,41,noise,1,83
4,1,42,no_noise,1,475
4,1,43,noise,1,885
4,1,44,no_noise,1,16
4,1,45,no_noise,4,183
4,1,46,noise,1,559
4,1,47,no_noise,4,539
4,1,48,no_noise,1,784
4,1,49,noise,4,311
4,1,50,no_noise,1,202
4,1,51,no_noise,4,429
4,1,52,noise,4,612
4,1,53,noise,1,508
4,1,54,no_noise,4,225
4,1,55,noise,4,246
4,1,56,no_noise,1,707
4,1,57,no_noise,1,725
4,1,58,noise,4,417
4,1,59,noise,1,216
4,1,60,no_noise,4,754
4,1,61,noise,1,134
4,1,62,no_noise,1,757
4,1,63,no_noise,1,969
4,1,64,no_noise,4,318
4,1,65,no_noise,4,937
4,1,66,noise,4,114
4,1,67,no_noise,4,109
4,1,68,no_noise,4,474
4,1,69,no_noise,1,158
4,1,70,no_noise,4,628
4,1,71,noise,1,863
4,1,72,no_noise,4,728
4,1,73,noise,4,55
4,1,74,no_noise,1,608
4,1,75,no_noise,4,277
4,1,76,no_noise,1,50
4,1,77,noise,1,947
4,1,78,no_noise,1,132
4,1,79,no_noise,4,644
4,1,80,no_noise,1,369
4,1,81,noise,1,420
4,1,82,noise,1,940
4,1,83,no_noise,1,584
4,1,84,noise,1,292
4,1,85,noise,1,159
4,1,86,noise,4,220
4,1,87,noise,4,747
4,1,88,noise,4,49
4,1,89,no_noise,1,209
4,1,90,no_noise,4,439
4,1,91,noise,1,428
4,1,92,no_noise,4,892
4,1,93,noise,1,252
4,1,94,noise,1,93
4,1,95,no_noise,1,592
4,1,96,noise,1,921
4,1,97,no_noise,4,926
4,1,98,noise,1,136
4,1,99,noise,4,587
4,1,100,no_noise,1,364
