prot_id,trial_id,no_targets,noise_present,trajectory_id
36,1,4,no_noise,93
36,2,4,no_noise,15
36,3,1,no_noise,89
36,4,1,noise,18
36,5,1,no_noise,172
36,6,1,no_noise,102
36,7,1,no_noise,165
36,8,1,no_noise,170
36,9,4,noise,95
36,10,2,noise,98
36,11,4,noise,162
36,12,4,noise,124
36,13,2,noise,66
36,14,2,no_noise,78
36,15,1,no_noise,112
36,16,2,noise,159
36,17,1,noise,152
36,18,2,no_noise,67
36,19,2,no_noise,55
36,20,4,no_noise,143
36,21,4,no_noise,133
36,22,2,no_noise,118
36,23,2,no_noise,151
36,24,1,no_noise,35
36,25,1,no_noise,36
36,26,2,noise,37
36,27,1,noise,137
36,28,2,noise,156
36,29,1,noise,5
36,30,4,no_noise,8
36,31,1,no_noise,177
36,32,1,no_noise,44
36,33,2,noise,12
36,34,1,noise,176
36,35,1,noise,127
36,36,4,noise,72
36,37,4,no_noise,32
36,38,2,no_noise,59
36,39,1,noise,88
36,40,4,noise,92
36,41,2,no_noise,73
36,42,2,no_noise,43
36,43,2,noise,125
36,44,2,noise,53
36,45,4,noise,155
36,46,4,no_noise,129
36,47,2,noise,7
36,48,4,no_noise,51
36,49,1,no_noise,68
36,50,4,no_noise,45
36,51,2,noise,14
36,52,4,noise,27
36,53,2,noise,145
36,54,2,noise,22
36,55,2,no_noise,85
36,56,2,no_noise,34
36,57,1,no_noise,106
36,58,4,no_noise,39
36,59,4,noise,163
36,60,4,noise,29
36,61,2,no_noise,40
36,62,4,no_noise,11
36,63,2,noise,121
36,64,1,no_noise,169
36,65,1,no_noise,115
36,66,1,noise,26
36,67,4,no_noise,6
36,68,1,noise,49
36,69,1,noise,153
36,70,1,noise,83
36,71,1,noise,91
36,72,2,noise,146
36,73,1,no_noise,56
36,74,4,noise,179
36,75,4,no_noise,69
36,76,2,no_noise,113
36,77,4,no_noise,154
36,78,1,noise,96
36,79,4,noise,4
36,80,2,no_noise,10
36,81,1,noise,52
36,82,4,noise,138
36,83,1,no_noise,94
36,84,2,no_noise,144
36,85,1,noise,110
36,86,1,no_noise,90
36,87,4,noise,167
36,88,2,no_noise,100
36,89,4,noise,19
36,90,1,noise,178
36,91,2,no_noise,109
36,92,4,noise,31
36,93,1,no_noise,42
36,94,2,no_noise,148
36,95,2,no_noise,62
36,96,2,no_noise,158
36,97,4,no_noise,171
36,98,2,noise,140
36,99,1,no_noise,149
36,100,4,noise,33
36,101,1,noise,104
36,102,4,no_noise,9
36,103,1,noise,60
36,104,2,no_noise,46
36,105,1,noise,122
36,106,4,no_noise,20
36,107,2,noise,108
36,108,2,no_noise,16
36,109,1,no_noise,136
36,110,2,noise,48
36,111,4,no_noise,164
36,112,2,noise,13
36,113,2,no_noise,63
36,114,4,no_noise,116
36,115,4,noise,139
36,116,4,no_noise,65
36,117,1,noise,161
36,118,1,no_noise,61
36,119,1,noise,130
36,120,2,no_noise,107
36,121,4,no_noise,57
36,122,1,no_noise,54
36,123,4,noise,157
36,124,1,no_noise,86
36,125,2,noise,160
36,126,2,noise,74
36,127,4,no_noise,23
36,128,1,no_noise,47
36,129,4,noise,132
36,130,1,no_noise,126
36,131,4,noise,97
36,132,1,noise,3
36,133,2,noise,80
36,134,4,no_noise,50
36,135,4,noise,79
36,136,4,noise,21
36,137,4,no_noise,111
36,138,4,no_noise,117
36,139,4,noise,81
36,140,2,noise,173
36,141,1,noise,150
36,142,4,noise,30
36,143,1,no_noise,174
36,144,2,no_noise,75
36,145,2,noise,71
36,146,2,no_noise,105
36,147,2,noise,135
36,148,4,no_noise,120
36,149,2,no_noise,168
36,150,1,noise,84
36,151,2,noise,17
36,152,4,noise,141
36,153,4,noise,99
36,154,1,no_noise,175
36,155,4,no_noise,82
36,156,4,no_noise,147
36,157,1,noise,87
36,158,1,no_noise,28
36,159,2,noise,114
36,160,4,no_noise,64
36,161,1,noise,142
36,162,4,noise,41
36,163,4,noise,70
36,164,1,noise,77
36,165,1,noise,131
36,166,1,no_noise,58
36,167,4,noise,180
36,168,2,no_noise,123
36,169,4,no_noise,103
36,170,2,no_noise,25
36,171,2,noise,134
36,172,2,no_noise,2
36,173,2,noise,24
36,174,1,noise,119
36,175,2,noise,76
36,176,1,noise,101
36,177,2,no_noise,128
36,178,1,no_noise,166
36,179,2,noise,1
36,180,4,noise,38
