prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,7,601,no_noise,4,826
4,7,602,noise,4,67
4,7,603,noise,4,290
4,7,604,noise,1,116
4,7,605,noise,1,407
4,7,606,no_noise,4,639
4,7,607,no_noise,1,973
4,7,608,noise,4,57
4,7,609,no_noise,1,76
4,7,610,noise,1,214
4,7,611,noise,4,309
4,7,612,noise,4,696
4,7,613,no_noise,4,44
4,7,614,no_noise,1,739
4,7,615,noise,4,227
4,7,616,no_noise,4,721
4,7,617,no_noise,1,631
4,7,618,noise,4,930
4,7,619,noise,4,468
4,7,620,noise,4,393
4,7,621,no_noise,4,847
4,7,622,no_noise,4,447
4,7,623,noise,4,219
4,7,624,noise,1,531
4,7,625,no_noise,1,377
4,7,626,noise,4,756
4,7,627,noise,4,503
4,7,628,no_noise,1,137
4,7,629,no_noise,1,861
4,7,630,no_noise,1,320
4,7,631,no_noise,1,776
4,7,632,noise,1,633
4,7,633,noise,4,411
4,7,634,noise,4,678
4,7,635,noise,4,38
4,7,636,no_noise,4,73
4,7,637,noise,1,523
4,7,638,no_noise,4,710
4,7,639,noise,1,619
4,7,640,noise,1,229
4,7,641,noise,1,515
4,7,642,noise,1,368
4,7,643,noise,1,242
4,7,644,noise,4,154
4,7,645,noise,4,88
4,7,646,noise,4,935
4,7,647,noise,1,123
4,7,648,noise,4,908
4,7,649,no_noise,1,465
4,7,650,no_noise,1,354
4,7,651,no_noise,4,127
4,7,652,no_noise,1,436
4,7,653,noise,1,181
4,7,654,no_noise,4,342
4,7,655,noise,4,795
4,7,656,no_noise,1,715
4,7,657,noise,4,924
4,7,658,noise,1,328
4,7,659,no_noise,4,844
4,7,660,no_noise,4,717
4,7,661,no_noise,4,895
4,7,662,no_noise,4,218
4,7,663,noise,1,911
4,7,664,no_noise,4,205
4,7,665,noise,4,97
4,7,666,noise,4,510
4,7,667,no_noise,4,811
4,7,668,no_noise,1,771
4,7,669,no_noise,1,306
4,7,670,no_noise,1,794
4,7,671,noise,1,210
4,7,672,noise,1,975
4,7,673,noise,4,800
4,7,674,no_noise,4,331
4,7,675,noise,4,931
4,7,676,no_noise,1,642
4,7,677,noise,1,509
4,7,678,no_noise,4,126
4,7,679,noise,1,376
4,7,680,no_noise,4,198
4,7,681,no_noise,1,887
4,7,682,noise,1,204
4,7,683,noise,1,829
4,7,684,noise,4,490
4,7,685,no_noise,4,598
4,7,686,noise,1,194
4,7,687,noise,4,558
4,7,688,noise,4,271
4,7,689,noise,1,143
4,7,690,noise,4,451
4,7,691,no_noise,4,698
4,7,692,no_noise,4,729
4,7,693,no_noise,4,167
4,7,694,noise,4,457
4,7,695,noise,1,634
4,7,696,no_noise,1,303
4,7,697,noise,4,748
4,7,698,no_noise,4,405
4,7,699,noise,1,91
4,7,700,no_noise,1,17
