prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
1,2,101,4,noise,462
1,2,102,4,noise,95
1,2,103,4,noise,814
1,2,104,1,no_noise,926
1,2,105,4,noise,264
1,2,106,1,noise,171
1,2,107,1,noise,953
1,2,108,4,no_noise,756
1,2,109,4,noise,792
1,2,110,1,no_noise,5
1,2,111,1,no_noise,142
1,2,112,1,no_noise,449
1,2,113,4,no_noise,869
1,2,114,1,no_noise,355
1,2,115,1,no_noise,4
1,2,116,1,no_noise,991
1,2,117,4,noise,238
1,2,118,4,no_noise,210
1,2,119,1,no_noise,778
1,2,120,1,noise,524
1,2,121,1,no_noise,640
1,2,122,1,no_noise,947
1,2,123,4,no_noise,771
1,2,124,4,noise,282
1,2,125,1,no_noise,204
1,2,126,4,no_noise,951
1,2,127,4,no_noise,934
1,2,128,1,noise,896
1,2,129,4,noise,339
1,2,130,1,no_noise,358
1,2,131,4,noise,32
1,2,132,1,no_noise,258
1,2,133,1,no_noise,145
1,2,134,4,noise,817
1,2,135,4,no_noise,902
1,2,136,4,noise,819
1,2,137,4,noise,798
1,2,138,1,noise,211
1,2,139,1,noise,69
1,2,140,1,no_noise,349
1,2,141,4,no_noise,477
1,2,142,4,no_noise,558
1,2,143,4,no_noise,881
1,2,144,1,noise,312
1,2,145,4,noise,1
1,2,146,4,noise,638
1,2,147,1,no_noise,498
1,2,148,4,no_noise,52
1,2,149,4,noise,519
1,2,150,1,no_noise,197
1,2,151,1,no_noise,394
1,2,152,1,noise,292
1,2,153,4,noise,768
1,2,154,1,no_noise,392
1,2,155,4,no_noise,255
1,2,156,1,noise,49
1,2,157,4,noise,479
1,2,158,4,no_noise,862
1,2,159,4,noise,952
1,2,160,4,no_noise,932
1,2,161,1,noise,850
1,2,162,4,no_noise,958
1,2,163,1,no_noise,221
1,2,164,4,no_noise,380
1,2,165,4,no_noise,705
1,2,166,4,no_noise,933
1,2,167,4,no_noise,890
1,2,168,4,noise,71
1,2,169,4,noise,940
1,2,170,4,no_noise,674
1,2,171,4,noise,458
1,2,172,4,no_noise,373
1,2,173,4,no_noise,719
1,2,174,1,no_noise,765
1,2,175,1,noise,403
1,2,176,1,no_noise,622
1,2,177,4,no_noise,992
1,2,178,4,noise,786
1,2,179,1,noise,435
1,2,180,4,no_noise,363
1,2,181,1,no_noise,564
1,2,182,1,noise,832
1,2,183,1,no_noise,165
1,2,184,4,no_noise,366
1,2,185,1,noise,18
1,2,186,1,no_noise,971
1,2,187,1,no_noise,946
1,2,188,1,noise,807
1,2,189,4,no_noise,994
1,2,190,4,no_noise,689
1,2,191,4,no_noise,424
1,2,192,1,no_noise,830
1,2,193,4,no_noise,346
1,2,194,1,noise,530
1,2,195,1,no_noise,453
1,2,196,1,no_noise,885
1,2,197,1,noise,198
1,2,198,1,noise,54
1,2,199,4,no_noise,683
1,2,200,1,no_noise,904
