prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
9,1,1,4,noise,61
9,1,2,1,no_noise,516
9,1,3,1,no_noise,764
9,1,4,4,no_noise,156
9,1,5,4,noise,361
9,1,6,4,noise,941
9,1,7,1,no_noise,56
9,1,8,4,no_noise,41
9,1,9,1,no_noise,683
9,1,10,4,noise,127
9,1,11,4,noise,17
9,1,12,4,no_noise,58
9,1,13,1,no_noise,277
9,1,14,1,noise,22
9,1,15,1,no_noise,456
9,1,16,1,noise,492
9,1,17,1,no_noise,643
9,1,18,1,no_noise,13
9,1,19,1,no_noise,385
9,1,20,1,noise,66
9,1,21,4,noise,725
9,1,22,1,noise,485
9,1,23,1,noise,702
9,1,24,4,no_noise,166
9,1,25,4,noise,746
9,1,26,4,no_noise,752
9,1,27,4,noise,975
9,1,28,4,noise,748
9,1,29,1,no_noise,188
9,1,30,4,noise,587
9,1,31,4,noise,686
9,1,32,4,no_noise,553
9,1,33,4,no_noise,197
9,1,34,4,no_noise,440
9,1,35,4,no_noise,324
9,1,36,4,no_noise,534
9,1,37,4,no_noise,161
9,1,38,4,noise,167
9,1,39,1,no_noise,769
9,1,40,4,no_noise,734
9,1,41,1,no_noise,374
9,1,42,1,noise,512
9,1,43,4,noise,169
9,1,44,1,noise,543
9,1,45,4,no_noise,91
9,1,46,4,no_noise,658
9,1,47,4,noise,279
9,1,48,1,no_noise,839
9,1,49,4,no_noise,381
9,1,50,4,noise,498
9,1,51,4,no_noise,21
9,1,52,4,noise,648
9,1,53,4,no_noise,46
9,1,54,4,noise,68
9,1,55,4,noise,311
9,1,56,4,no_noise,989
9,1,57,1,noise,612
9,1,58,4,no_noise,119
9,1,59,1,no_noise,213
9,1,60,1,no_noise,400
9,1,61,1,no_noise,457
9,1,62,1,noise,575
9,1,63,4,no_noise,938
9,1,64,4,noise,204
9,1,65,1,noise,27
9,1,66,1,noise,892
9,1,67,4,no_noise,525
9,1,68,4,no_noise,117
9,1,69,4,noise,71
9,1,70,4,no_noise,884
9,1,71,4,noise,964
9,1,72,1,noise,93
9,1,73,4,noise,832
9,1,74,1,no_noise,468
9,1,75,4,no_noise,761
9,1,76,1,no_noise,615
9,1,77,4,no_noise,929
9,1,78,1,no_noise,569
9,1,79,4,no_noise,635
9,1,80,4,noise,857
9,1,81,1,noise,151
9,1,82,4,noise,273
9,1,83,4,noise,753
9,1,84,4,no_noise,366
9,1,85,4,no_noise,445
9,1,86,4,noise,8
9,1,87,4,no_noise,109
9,1,88,1,no_noise,556
9,1,89,1,noise,726
9,1,90,1,noise,618
9,1,91,4,no_noise,944
9,1,92,4,noise,711
9,1,93,4,noise,35
9,1,94,1,noise,838
9,1,95,1,noise,926
9,1,96,4,no_noise,519
9,1,97,1,noise,302
9,1,98,4,noise,234
9,1,99,4,no_noise,236
9,1,100,4,noise,135
