prot_id,trial_id,no_targets,noise_present,trajectory_id
27,1,2,no_noise,110
27,2,1,no_noise,50
27,3,4,no_noise,36
27,4,1,noise,47
27,5,1,no_noise,106
27,6,1,noise,170
27,7,1,no_noise,96
27,8,2,no_noise,165
27,9,2,noise,43
27,10,1,no_noise,3
27,11,1,no_noise,9
27,12,4,noise,67
27,13,4,noise,161
27,14,4,no_noise,84
27,15,4,no_noise,108
27,16,1,noise,143
27,17,2,noise,119
27,18,2,noise,121
27,19,4,noise,172
27,20,4,noise,163
27,21,2,no_noise,130
27,22,4,noise,124
27,23,4,no_noise,24
27,24,4,no_noise,136
27,25,4,noise,74
27,26,4,no_noise,83
27,27,1,no_noise,127
27,28,2,no_noise,12
27,29,2,no_noise,53
27,30,4,no_noise,5
27,31,1,no_noise,14
27,32,1,noise,145
27,33,4,noise,31
27,34,1,no_noise,20
27,35,1,noise,4
27,36,2,no_noise,94
27,37,1,no_noise,154
27,38,2,no_noise,180
27,39,2,no_noise,61
27,40,2,no_noise,162
27,41,1,noise,46
27,42,1,no_noise,109
27,43,4,no_noise,64
27,44,2,no_noise,168
27,45,2,no_noise,147
27,46,4,no_noise,128
27,47,1,noise,59
27,48,2,noise,120
27,49,4,noise,105
27,50,4,noise,62
27,51,4,noise,97
27,52,1,noise,173
27,53,1,no_noise,177
27,54,4,noise,92
27,55,4,noise,13
27,56,2,no_noise,21
27,57,2,noise,29
27,58,4,no_noise,68
27,59,4,noise,123
27,60,2,noise,54
27,61,1,no_noise,104
27,62,4,noise,111
27,63,1,no_noise,89
27,64,2,noise,81
27,65,2,noise,139
27,66,4,no_noise,19
27,67,1,no_noise,63
27,68,4,no_noise,167
27,69,2,noise,71
27,70,1,noise,171
27,71,4,no_noise,114
27,72,2,no_noise,115
27,73,2,no_noise,99
27,74,2,no_noise,159
27,75,4,no_noise,73
27,76,2,noise,2
27,77,2,no_noise,95
27,78,4,noise,77
27,79,1,no_noise,28
27,80,2,no_noise,41
27,81,4,noise,146
27,82,4,noise,118
27,83,4,no_noise,158
27,84,1,noise,76
27,85,4,no_noise,35
27,86,1,no_noise,138
27,87,4,no_noise,141
27,88,1,no_noise,58
27,89,2,noise,175
27,90,4,noise,40
27,91,1,noise,23
27,92,1,no_noise,11
27,93,1,no_noise,66
27,94,1,noise,57
27,95,1,noise,33
27,96,1,noise,82
27,97,2,noise,37
27,98,1,no_noise,72
27,99,2,no_noise,48
27,100,1,noise,79
27,101,2,noise,17
27,102,4,noise,101
27,103,2,noise,85
27,104,2,noise,80
27,105,2,noise,98
27,106,4,noise,117
27,107,4,no_noise,160
27,108,4,noise,179
27,109,4,noise,87
27,110,1,no_noise,142
27,111,2,no_noise,69
27,112,1,noise,18
27,113,2,no_noise,176
27,114,1,noise,149
27,115,1,noise,132
27,116,4,no_noise,45
27,117,2,no_noise,22
27,118,2,no_noise,6
27,119,1,noise,135
27,120,1,noise,150
27,121,4,no_noise,122
27,122,1,no_noise,42
27,123,4,no_noise,102
27,124,1,no_noise,125
27,125,4,noise,65
27,126,1,noise,140
27,127,1,no_noise,134
27,128,1,no_noise,166
27,129,4,no_noise,152
27,130,4,no_noise,34
27,131,4,no_noise,78
27,132,1,no_noise,100
27,133,1,noise,56
27,134,4,no_noise,16
27,135,1,noise,55
27,136,2,noise,7
27,137,2,no_noise,44
27,138,1,noise,153
27,139,2,no_noise,126
27,140,2,noise,10
27,141,1,noise,144
27,142,2,noise,38
27,143,2,noise,25
27,144,2,noise,133
27,145,2,noise,52
27,146,2,noise,30
27,147,4,noise,26
27,148,2,no_noise,103
27,149,4,noise,93
27,150,4,no_noise,112
27,151,2,noise,8
27,152,4,no_noise,27
27,153,2,noise,113
27,154,1,noise,88
27,155,1,no_noise,131
27,156,4,no_noise,116
27,157,1,noise,32
27,158,2,noise,91
27,159,2,no_noise,15
27,160,2,no_noise,70
27,161,1,no_noise,107
27,162,1,noise,174
27,163,4,no_noise,169
27,164,2,no_noise,75
27,165,4,no_noise,51
27,166,2,noise,39
27,167,4,noise,137
27,168,4,noise,164
27,169,1,no_noise,129
27,170,2,no_noise,49
27,171,1,noise,156
27,172,2,noise,157
27,173,4,noise,151
27,174,4,noise,90
27,175,2,noise,1
27,176,2,noise,178
27,177,1,no_noise,60
27,178,2,no_noise,86
27,179,1,noise,155
27,180,4,noise,148
